match,samerace,age_o,dec_o,field_cd,like_o,shar_o,sinc_o,race_o,intel_o,attr_o,amb_o,fun_o,age,race,imprace,imprelig,exphappy,career_c,dec
0.00E+00,1.00E+00,2.40E+01,1.00E+00,9.00E+00,8.00E+00,7.00E+00,8.00E+00,2.00E+00,8.00E+00,6.00E+00,8.00E+00,8.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,3.30E+01,1.00E+00,9.00E+00,8.00E+00,8.00E+00,8.00E+00,2.00E+00,9.00E+00,9.00E+00,9.00E+00,8.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,2.30E+01,0.00E+00,9.00E+00,7.00E+00,7.00E+00,7.00E+00,2.00E+00,7.00E+00,6.00E+00,7.00E+00,8.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,2.40E+01,1.00E+00,9.00E+00,9.00E+00,7.00E+00,9.00E+00,2.00E+00,8.00E+00,9.00E+00,9.00E+00,7.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,3.60E+01,0.00E+00,9.00E+00,6.00E+00,0.00E+00,8.00E+00,2.00E+00,8.00E+00,6.00E+00,0.00E+00,8.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,0.00E+00
0.00E+00,0.00E+00,2.60E+01,1.00E+00,9.00E+00,8.00E+00,8.00E+00,8.00E+00,4.00E+00,8.00E+00,7.00E+00,7.00E+00,7.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,0.00E+00
0.00E+00,0.00E+00,2.70E+01,1.00E+00,9.00E+00,8.00E+00,7.00E+00,9.00E+00,4.00E+00,9.00E+00,7.00E+00,8.00E+00,8.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,2.80E+01,0.00E+00,9.00E+00,5.00E+00,4.00E+00,6.00E+00,2.00E+00,6.00E+00,5.00E+00,4.00E+00,4.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,1.00E+00
0.00E+00,1.00E+00,3.10E+01,0.00E+00,9.00E+00,7.00E+00,0.00E+00,7.00E+00,2.00E+00,8.00E+00,7.00E+00,6.00E+00,8.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,1.00E+00
0.00E+00,1.00E+00,2.80E+01,0.00E+00,9.00E+00,7.50E+00,7.00E+00,5.00E+00,2.00E+00,7.00E+00,7.00E+00,7.00E+00,8.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,1.00E+00
0.00E+00,0.00E+00,2.70E+01,0.00E+00,9.00E+00,0.00E+00,8.00E+00,8.00E+00,4.00E+00,7.00E+00,7.00E+00,6.00E+00,7.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,0.00E+00
1.00E+00,0.00E+00,2.80E+01,1.00E+00,9.00E+00,8.00E+00,7.00E+00,8.00E+00,4.00E+00,8.00E+00,8.00E+00,6.00E+00,8.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,1.00E+00
1.00E+00,1.00E+00,2.70E+01,1.00E+00,9.00E+00,8.00E+00,6.00E+00,9.00E+00,2.00E+00,8.00E+00,9.00E+00,8.00E+00,9.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,1.00E+00
0.00E+00,1.00E+00,2.70E+01,0.00E+00,9.00E+00,6.00E+00,7.00E+00,7.00E+00,2.00E+00,6.00E+00,6.00E+00,5.00E+00,6.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,0.00E+00
1.00E+00,0.00E+00,3.00E+01,1.00E+00,9.00E+00,7.00E+00,8.00E+00,9.00E+00,1.00E+00,1.00E+01,6.00E+00,1.00E+01,7.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,1.00E+00
0.00E+00,0.00E+00,2.80E+01,0.00E+00,9.00E+00,3.00E+00,4.00E+00,7.00E+00,4.00E+00,6.00E+00,5.00E+00,5.00E+00,5.00E+00,2.60E+01,2.00E+00,1.00E+00,1.00E+00,2.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,2.40E+01,1.00E+00,7.00E+00,7.00E+00,6.00E+00,9.00E+00,2.00E+00,1.00E+01,8.00E+00,5.00E+00,8.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,3.30E+01,1.00E+00,7.00E+00,8.00E+00,0.00E+00,7.00E+00,2.00E+00,9.00E+00,8.00E+00,8.00E+00,8.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,2.30E+01,0.00E+00,7.00E+00,8.00E+00,7.00E+00,8.00E+00,2.00E+00,7.00E+00,8.00E+00,6.00E+00,7.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,2.40E+01,1.00E+00,7.00E+00,9.00E+00,9.00E+00,1.00E+01,2.00E+00,1.00E+01,9.00E+00,8.00E+00,9.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,0.00E+00
1.00E+00,1.00E+00,3.60E+01,1.00E+00,7.00E+00,1.00E+01,8.00E+00,9.00E+00,2.00E+00,1.00E+01,1.00E+01,8.00E+00,1.00E+01,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,1.00E+00
0.00E+00,0.00E+00,2.60E+01,0.00E+00,7.00E+00,5.00E+00,5.00E+00,8.00E+00,4.00E+00,8.00E+00,6.00E+00,6.00E+00,6.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,0.00E+00
0.00E+00,0.00E+00,2.70E+01,0.00E+00,7.00E+00,4.00E+00,2.00E+00,6.00E+00,4.00E+00,7.00E+00,4.00E+00,7.00E+00,6.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,2.80E+01,0.00E+00,7.00E+00,3.00E+00,3.00E+00,7.00E+00,2.00E+00,8.00E+00,3.00E+00,3.00E+00,3.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,3.10E+01,0.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,2.00E+00,6.00E+00,8.00E+00,6.00E+00,7.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,1.00E+00
0.00E+00,1.00E+00,2.80E+01,0.00E+00,7.00E+00,7.00E+00,8.00E+00,8.00E+00,2.00E+00,8.00E+00,6.00E+00,7.00E+00,5.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,1.00E+00
1.00E+00,0.00E+00,2.70E+01,1.00E+00,7.00E+00,7.00E+00,9.00E+00,8.00E+00,4.00E+00,8.00E+00,6.00E+00,0.00E+00,7.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,1.00E+00
0.00E+00,0.00E+00,2.80E+01,1.00E+00,7.00E+00,7.00E+00,6.00E+00,6.00E+00,4.00E+00,7.00E+00,6.00E+00,0.00E+00,7.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,2.70E+01,0.00E+00,7.00E+00,7.00E+00,5.00E+00,9.00E+00,2.00E+00,9.00E+00,7.00E+00,7.00E+00,9.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,0.00E+00
0.00E+00,1.00E+00,2.70E+01,0.00E+00,7.00E+00,8.00E+00,8.00E+00,8.00E+00,2.00E+00,7.00E+00,6.00E+00,8.00E+00,7.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,7.00E+00,0.00E+00
0.00E+00,0.00E+00,3.00E+01,0.00E+00,7.00E+00,6.00E+00,6.00E+00,9.00E+00,1.00E+00,1.00E+01,7.00E+00,1.00E+01,6.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,2.00E+00,0.00E+00
0.00E+00,0.00E+00,2.80E+01,0.00E+00,7.00E+00,6.00E+00,6.00E+00,6.00E+00,4.00E+00,6.00E+00,5.00E+00,7.00E+00,7.00E+00,2.70E+01,2.00E+00,1.00E+00,1.00E+00,5.00E+00,2.00E+00,1.00E+00
0.00E+00,1.00E+00,2.40E+01,0.00E+00,1.30E+01,7.00E+00,7.00E+00,8.00E+00,2.00E+00,7.00E+00,6.00E+00,5.00E+00,6.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,1.00E+00,3.30E+01,1.00E+00,1.30E+01,9.00E+00,0.00E+00,9.00E+00,2.00E+00,9.00E+00,1.00E+01,6.00E+00,1.00E+01,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,1.00E+00,2.30E+01,0.00E+00,1.30E+01,6.00E+00,5.00E+00,6.00E+00,2.00E+00,6.00E+00,7.00E+00,6.00E+00,5.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,1.00E+00,2.40E+01,0.00E+00,1.30E+01,2.00E+00,4.00E+00,8.00E+00,2.00E+00,7.00E+00,8.00E+00,5.00E+00,7.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,1.00E+00,3.60E+01,0.00E+00,1.30E+01,6.00E+00,7.00E+00,8.00E+00,2.00E+00,7.00E+00,8.00E+00,0.00E+00,0.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,1.00E+00
1.00E+00,0.00E+00,2.60E+01,1.00E+00,1.30E+01,6.00E+00,5.00E+00,7.00E+00,4.00E+00,7.00E+00,7.00E+00,6.00E+00,5.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,1.00E+00
0.00E+00,0.00E+00,2.70E+01,0.00E+00,1.30E+01,1.00E+00,2.00E+00,7.00E+00,4.00E+00,6.00E+00,6.00E+00,5.00E+00,1.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,1.00E+00
0.00E+00,1.00E+00,2.80E+01,0.00E+00,1.30E+01,0.00E+00,0.00E+00,7.00E+00,2.00E+00,6.00E+00,8.00E+00,4.00E+00,4.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,1.00E+00
1.00E+00,1.00E+00,3.10E+01,1.00E+00,1.30E+01,7.00E+00,0.00E+00,8.00E+00,2.00E+00,8.00E+00,9.00E+00,8.00E+00,7.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,1.00E+00
0.00E+00,1.00E+00,2.80E+01,0.00E+00,1.30E+01,4.00E+00,5.00E+00,5.00E+00,2.00E+00,5.00E+00,8.00E+00,6.00E+00,4.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,2.70E+01,1.00E+00,1.30E+01,9.00E+00,9.00E+00,8.00E+00,4.00E+00,7.00E+00,8.00E+00,8.00E+00,8.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,1.00E+00
0.00E+00,0.00E+00,2.80E+01,0.00E+00,1.30E+01,5.00E+00,6.00E+00,5.00E+00,4.00E+00,5.00E+00,5.00E+00,0.00E+00,5.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,1.00E+00,2.70E+01,0.00E+00,1.30E+01,5.00E+00,4.00E+00,9.00E+00,2.00E+00,7.00E+00,7.00E+00,5.00E+00,5.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,1.00E+00,2.70E+01,0.00E+00,1.30E+01,5.00E+00,5.00E+00,6.00E+00,2.00E+00,5.00E+00,7.00E+00,4.00E+00,6.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,0.00E+00,3.00E+01,0.00E+00,1.30E+01,5.00E+00,6.00E+00,5.00E+00,1.00E+00,1.00E+01,8.00E+00,8.00E+00,7.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,0.00E+00,2.80E+01,0.00E+00,1.30E+01,4.00E+00,4.00E+00,7.00E+00,4.00E+00,7.00E+00,6.00E+00,5.00E+00,4.00E+00,3.00E+01,2.00E+00,4.00E+00,7.00E+00,6.00E+00,2.00E+00,1.00E+00
0.00E+00,0.00E+00,2.40E+01,0.00E+00,8.00E+00,5.00E+00,5.00E+00,6.00E+00,2.00E+00,6.00E+00,8.00E+00,9.00E+00,8.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,0.00E+00,3.30E+01,1.00E+00,8.00E+00,8.00E+00,0.00E+00,8.00E+00,2.00E+00,9.00E+00,9.00E+00,8.00E+00,8.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,0.00E+00,2.30E+01,0.00E+00,8.00E+00,7.00E+00,6.00E+00,8.00E+00,2.00E+00,8.00E+00,7.00E+00,7.00E+00,7.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,1.00E+00
0.00E+00,0.00E+00,2.40E+01,0.00E+00,8.00E+00,3.00E+00,4.00E+00,7.00E+00,2.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,0.00E+00,3.60E+01,0.00E+00,8.00E+00,6.00E+00,0.00E+00,8.00E+00,2.00E+00,6.00E+00,5.00E+00,0.00E+00,6.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,2.60E+01,1.00E+00,8.00E+00,7.00E+00,7.00E+00,8.00E+00,4.00E+00,8.00E+00,8.00E+00,8.00E+00,6.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,1.00E+00
0.00E+00,0.00E+00,2.70E+01,0.00E+00,8.00E+00,7.00E+00,2.00E+00,8.00E+00,4.00E+00,7.00E+00,7.00E+00,5.00E+00,5.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,1.00E+00
1.00E+00,0.00E+00,2.80E+01,1.00E+00,8.00E+00,7.00E+00,8.00E+00,5.00E+00,2.00E+00,6.00E+00,8.00E+00,7.00E+00,3.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,1.00E+00
0.00E+00,0.00E+00,3.10E+01,0.00E+00,8.00E+00,5.00E+00,0.00E+00,5.00E+00,2.00E+00,6.00E+00,6.00E+00,8.00E+00,5.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,0.00E+00,2.80E+01,0.00E+00,8.00E+00,5.00E+00,6.00E+00,4.00E+00,2.00E+00,6.00E+00,6.00E+00,5.00E+00,6.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,0.00E+00,2.70E+01,0.00E+00,8.00E+00,5.00E+00,7.00E+00,5.00E+00,4.00E+00,6.00E+00,5.00E+00,0.00E+00,5.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,0.00E+00
0.00E+00,0.00E+00,2.80E+01,0.00E+00,8.00E+00,4.00E+00,0.00E+00,4.00E+00,4.00E+00,5.00E+00,4.00E+00,0.00E+00,4.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,2.70E+01,1.00E+00,8.00E+00,8.00E+00,7.00E+00,9.00E+00,2.00E+00,9.00E+00,9.00E+00,9.00E+00,9.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,1.00E+00
0.00E+00,0.00E+00,2.70E+01,0.00E+00,8.00E+00,5.00E+00,5.00E+00,7.00E+00,2.00E+00,7.00E+00,8.00E+00,6.00E+00,6.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,2.00E+00,1.00E+00
0.00E+00,0.00E+00,3.00E+01,0.00E+00,8.00E+00,7.00E+00,6.00E+00,6.00E+00,1.00E+00,1.00E+01,7.00E+00,1.00E+01,9.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,8.00E+00,1.00E+00
0.00E+00,0.00E+00,2.80E+01,0.00E+00,8.00E+00,7.00E+00,6.00E+00,7.00E+00,4.00E+00,7.00E+00,6.00E+00,7.00E+00,7.00E+00,2.60E+01,6.00E+00,1.00E+00,9.00E+00,6.00E+00,8.00E+00,1.00E+00
1.00E+00,1.00E+00,2.40E+01,1.00E+00,1.00E+01,8.00E+00,8.00E+00,8.00E+00,2.00E+00,8.00E+00,8.00E+00,8.00E+00,8.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,1.00E+00
0.00E+00,1.00E+00,3.30E+01,0.00E+00,1.00E+01,5.00E+00,0.00E+00,6.00E+00,2.00E+00,7.00E+00,5.00E+00,4.00E+00,6.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,0.00E+00
0.00E+00,1.00E+00,2.30E+01,0.00E+00,1.00E+01,6.00E+00,7.00E+00,7.00E+00,2.00E+00,8.00E+00,6.00E+00,7.00E+00,7.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,0.00E+00
0.00E+00,1.00E+00,2.40E+01,0.00E+00,1.00E+01,8.00E+00,4.00E+00,9.00E+00,2.00E+00,9.00E+00,1.00E+01,7.00E+00,8.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,0.00E+00
0.00E+00,1.00E+00,3.60E+01,0.00E+00,1.00E+01,6.00E+00,0.00E+00,7.00E+00,2.00E+00,8.00E+00,5.00E+00,0.00E+00,7.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,0.00E+00
0.00E+00,0.00E+00,2.60E+01,0.00E+00,1.00E+01,6.00E+00,5.00E+00,6.00E+00,4.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,0.00E+00
0.00E+00,0.00E+00,2.70E+01,0.00E+00,1.00E+01,6.00E+00,2.00E+00,8.00E+00,4.00E+00,8.00E+00,3.00E+00,8.00E+00,5.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,1.00E+00
0.00E+00,1.00E+00,2.80E+01,0.00E+00,1.00E+01,5.00E+00,8.00E+00,6.00E+00,2.00E+00,7.00E+00,4.00E+00,5.00E+00,7.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,1.00E+00
1.00E+00,1.00E+00,3.10E+01,1.00E+00,1.00E+01,7.00E+00,8.00E+00,7.00E+00,2.00E+00,8.00E+00,7.00E+00,8.00E+00,8.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,1.00E+00
0.00E+00,1.00E+00,2.80E+01,0.00E+00,1.00E+01,3.00E+00,7.00E+00,3.00E+00,2.00E+00,6.00E+00,6.00E+00,4.00E+00,5.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,1.00E+00
1.00E+00,0.00E+00,2.70E+01,1.00E+00,1.00E+01,0.00E+00,7.00E+00,9.00E+00,4.00E+00,8.00E+00,7.00E+00,8.00E+00,8.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,1.00E+00
0.00E+00,0.00E+00,2.80E+01,1.00E+00,1.00E+01,5.00E+00,5.00E+00,6.00E+00,4.00E+00,7.00E+00,5.00E+00,0.00E+00,7.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,0.00E+00
0.00E+00,1.00E+00,2.70E+01,0.00E+00,1.00E+01,8.00E+00,8.00E+00,8.00E+00,2.00E+00,8.00E+00,8.00E+00,8.00E+00,8.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,1.00E+00
0.00E+00,1.00E+00,2.70E+01,0.00E+00,1.00E+01,4.00E+00,3.00E+00,5.00E+00,2.00E+00,6.00E+00,5.00E+00,6.00E+00,6.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,8.00E+00,1.00E+00
0.00E+00,0.00E+00,3.00E+01,0.00E+00,1.00E+01,6.00E+00,4.00E+00,9.00E+00,1.00E+00,1.00E+01,6.00E+00,9.00E+00,6.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,1.00E+01,1.00E+00
0.00E+00,0.00E+00,2.80E+01,0.00E+00,1.00E+01,3.00E+00,4.00E+00,5.00E+00,4.00E+00,5.00E+00,4.00E+00,3.00E+00,6.00E+00,2.30E+01,2.00E+00,1.00E+00,1.00E+00,3.00E+00,1.00E+01,1.00E+00
1.00E+00,0.00E+00,2.40E+01,1.00E+00,1.00E+01,1.00E+01,1.00E+01,9.00E+00,2.00E+00,9.00E+00,6.00E+00,9.00E+00,1.00E+01,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,1.00E+00
0.00E+00,0.00E+00,3.30E+01,1.00E+00,1.00E+01,7.00E+00,0.00E+00,8.00E+00,2.00E+00,9.00E+00,7.00E+00,9.00E+00,9.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,0.00E+00
0.00E+00,0.00E+00,2.30E+01,0.00E+00,1.00E+01,5.00E+00,5.00E+00,5.00E+00,2.00E+00,6.00E+00,5.00E+00,5.00E+00,6.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,1.00E+00
0.00E+00,0.00E+00,2.40E+01,0.00E+00,1.00E+01,8.00E+00,1.00E+01,9.00E+00,2.00E+00,8.00E+00,6.00E+00,7.00E+00,8.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,1.00E+00
0.00E+00,0.00E+00,3.60E+01,0.00E+00,1.00E+01,6.00E+00,0.00E+00,8.00E+00,2.00E+00,1.00E+01,6.00E+00,0.00E+00,0.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,0.00E+00
0.00E+00,1.00E+00,2.60E+01,0.00E+00,1.00E+01,4.00E+00,3.00E+00,8.00E+00,4.00E+00,8.00E+00,4.00E+00,4.00E+00,4.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,0.00E+00
0.00E+00,1.00E+00,2.70E+01,0.00E+00,1.00E+01,5.00E+00,2.00E+00,8.00E+00,4.00E+00,8.00E+00,2.00E+00,2.00E+00,4.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,1.00E+00
0.00E+00,0.00E+00,2.80E+01,0.00E+00,1.00E+01,4.00E+00,0.00E+00,7.00E+00,2.00E+00,8.00E+00,4.00E+00,7.00E+00,4.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,0.00E+00
0.00E+00,0.00E+00,3.10E+01,0.00E+00,1.00E+01,8.00E+00,0.00E+00,8.00E+00,2.00E+00,8.00E+00,7.00E+00,8.00E+00,8.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,1.00E+00
0.00E+00,0.00E+00,2.80E+01,0.00E+00,1.00E+01,4.00E+00,4.00E+00,3.00E+00,2.00E+00,7.00E+00,6.00E+00,5.00E+00,4.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,1.00E+00
0.00E+00,1.00E+00,2.70E+01,0.00E+00,1.00E+01,6.00E+00,5.00E+00,7.00E+00,4.00E+00,7.00E+00,4.00E+00,7.00E+00,6.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,1.00E+00
0.00E+00,1.00E+00,2.80E+01,1.00E+00,1.00E+01,6.00E+00,0.00E+00,6.00E+00,4.00E+00,6.00E+00,5.00E+00,0.00E+00,6.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,0.00E+00
0.00E+00,0.00E+00,2.70E+01,0.00E+00,1.00E+01,5.00E+00,5.00E+00,9.00E+00,2.00E+00,7.00E+00,5.00E+00,7.00E+00,5.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,1.00E+00
0.00E+00,0.00E+00,2.70E+01,0.00E+00,1.00E+01,4.00E+00,3.00E+00,6.00E+00,2.00E+00,4.00E+00,3.00E+00,6.00E+00,6.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+01,1.00E+00
0.00E+00,0.00E+00,3.00E+01,0.00E+00,1.00E+01,7.00E+00,5.00E+00,9.00E+00,1.00E+00,1.00E+01,6.00E+00,1.00E+01,9.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,4.00E+00,0.00E+00
0.00E+00,1.00E+00,2.80E+01,0.00E+00,1.00E+01,2.00E+00,7.00E+00,8.00E+00,4.00E+00,8.00E+00,2.00E+00,6.00E+00,7.00E+00,2.30E+01,4.00E+00,1.00E+00,1.00E+00,5.00E+00,4.00E+00,1.00E+00
1.00E+00,1.00E+00,2.40E+01,1.00E+00,1.00E+01,1.00E+01,1.00E+01,1.00E+01,2.00E+00,1.00E+01,1.00E+01,1.00E+01,1.00E+01,2.80E+01,2.00E+00,2.00E+00,3.00E+00,6.00E+00,4.00E+00,1.00E+00
0.00E+00,1.00E+00,3.30E+01,1.00E+00,1.00E+01,8.00E+00,8.00E+00,9.00E+00,2.00E+00,9.00E+00,8.00E+00,8.00E+00,8.00E+00,2.80E+01,2.00E+00,2.00E+00,3.00E+00,6.00E+00,4.00E+00,0.00E+00
0.00E+00,1.00E+00,2.30E+01,1.00E+00,1.00E+01,7.00E+00,7.00E+00,7.00E+00,2.00E+00,8.00E+00,7.00E+00,6.00E+00,8.00E+00,2.80E+01,2.00E+00,2.00E+00,3.00E+00,6.00E+00,4.00E+00,0.00E+00
