gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,shar_o,amb_o,fun_o,intel_o,like_o,prob_o,met_o,age,field_cd,race,imprace,career_c,income,dec_o
0,1,28,2,20,20,15,15,5,25,5,8,8,7,8,5,6,1,29,5,2,2,2,42825.55189,0
0,0,27,4,20,20,20,20,10,10,5,5,5,5,7,4,4,1,29,5,2,2,2,37189.23668,0
0,1,22,6,40,15,10,20,5,10,9,9,9,9,9,9,7,1,20,3,6,1,5,50975.82751,1
0,0,18,4,50,10,20,5,5,10,9,5,4,6,7,8,2,1,20,3,6,1,5,29194.08315,1
0,0,22,4,40,10,10,10,10,20,6,5,4,4,7,6,6,1,20,3,6,1,5,23102.9057,1
0,0,21,2,20,15,20,15,12,18,9,7,8,9,9,8,8,1,20,3,6,1,5,49053.00641,1
0,0,22,2,25,40,15,10,5,5,7,6,6,6,7,6,7,1,20,3,6,1,5,42760.3383,1
0,0,22,2,25,25,25,15,5,5,10,10,8,10,9,10,10,0,20,3,6,1,5,43339.86371,1
0,0,21,2,40,15,10,20,10,5,10,7,9,9,8,9,8,1,20,3,6,1,5,44284.86385,1
0,0,19,4,25,10,20,20,10,15,5,5,5,5,5,5,1,1,20,3,6,1,5,57142.33078,0
0,0,22,6,40,15,10,20,5,10,10,10,10,10,10,10,1,0,21,8,2,3,5,53923,0
0,0,18,4,50,10,20,5,5,10,6,5,4,4,5,4,2,1,21,8,2,3,5,53923,0
0,0,22,4,40,10,10,10,10,20,7,8,5,5,7,8,8,1,21,8,2,3,5,53923,1
0,1,21,2,20,15,20,15,12,18,8,6,7,7,7,7,5,0,21,8,2,3,5,53923,1
0,1,22,2,25,40,15,10,5,5,6,6,8,9,9,7,8,1,21,8,2,3,5,53923,1
0,1,22,2,25,25,25,15,5,5,5,5,5,5,5,5,8,1,21,8,2,3,5,53923,0
0,1,21,2,40,15,10,20,10,5,7,8,8,8,9,7,8,1,21,8,2,3,5,53923,1
0,0,19,4,25,10,20,20,10,15,5,5,5,5,5,5,1,1,21,8,2,3,5,53923,0
0,0,22,6,40,15,10,20,5,10,6,7,7,7,7,8,4,1,20,8,1,2,6,51471.10926,0
0,0,18,4,50,10,20,5,5,10,4,5,4,5,6,4,1,1,20,8,1,2,6,15130.99936,0
0,0,22,4,40,10,10,10,10,20,5,7,7,7,8,7,2,0,20,8,1,2,6,24622.78359,1
0,0,21,2,20,15,20,15,12,18,5,5,7,6,8,5,7,0,20,8,1,2,6,36890.83264,0
0,0,22,2,25,40,15,10,5,5,6,7,7,6,7,6,6,1,20,8,1,2,6,23437.50143,0
0,0,21,2,40,15,10,20,10,5,7,7,8,8,9,7,8,1,20,8,1,2,6,33865.07739,1
0,0,19,4,25,10,20,20,10,15,5,5,5,5,5,5,1,1,20,8,1,2,6,46726.70399,0
0,0,22,6,40,15,10,20,5,10,10,10,10,10,10,10,1,0,21,3,2,10,6,27094,0
0,0,18,4,50,10,20,5,5,10,4,4,5,4,4,4,2,1,21,3,2,10,6,27094,0
0,0,22,4,40,10,10,10,10,20,6,6,4,4,4,6,6,0,21,3,2,10,6,27094,1
0,1,21,2,20,15,20,15,12,18,10,10,9,10,9,10,10,0,21,3,2,10,6,27094,1
0,1,22,2,25,40,15,10,5,5,5,5,6,6,6,5,5,1,21,3,2,10,6,27094,0
0,1,22,2,25,25,25,15,5,5,7,8,7,10,7,7,10,0,21,3,2,10,6,27094,1
0,1,21,2,40,15,10,20,10,5,9,7,8,10,6,8,9,1,21,3,2,10,6,27094,1
0,0,22,6,40,15,10,20,5,10,10,10,10,10,10,10,10,0,21,13,2,4,6,45007.42862,1
0,0,18,4,50,10,20,5,5,10,6,6,4,4,5,4,2,1,21,13,2,4,6,9611.457226,0
0,0,22,4,40,10,10,10,10,20,5,4,5,2,3,7,7,1,21,13,2,4,6,23170.55963,1
0,1,21,2,20,15,20,15,12,18,10,10,10,10,10,10,9,0,21,13,2,4,6,41813.16667,1
0,1,22,2,25,40,15,10,5,5,7,7,7,9,8,7,3,0,21,13,2,4,6,35971.04837,0
0,1,22,2,25,25,25,15,5,5,7,5,5,7,7,7,8,1,21,13,2,4,6,41369.42236,1
0,1,21,2,40,15,10,20,10,5,7,6,8,7,7,6,7,1,21,13,2,4,6,44644.14586,1
0,0,19,4,25,10,20,20,10,15,5,5,5,5,5,5,1,1,21,13,2,4,6,33349.0344,0
0,0,22,6,40,15,10,20,5,10,10,10,10,10,10,10,1,0,21,8,2,8,6,57213,0
0,0,18,4,50,10,20,5,5,10,6,6,5,6,5,6,2,1,21,8,2,8,6,57213,0
0,0,22,4,40,10,10,10,10,20,8,5,5,5,6,7,8,1,21,8,2,8,6,57213,1
0,1,21,2,20,15,20,15,12,18,10,10,10,10,6,10,9,0,21,8,2,8,6,57213,1
0,1,22,2,25,40,15,10,5,5,7,8,7,7,7,7,3,1,21,8,2,8,6,57213,0
0,1,22,2,25,25,25,15,5,5,7,6,10,8,8,7,10,1,21,8,2,8,6,57213,1
0,1,21,2,40,15,10,20,10,5,8,7,7,9,9,8,8,1,21,8,2,8,6,57213,1
0,0,22,6,40,15,10,20,5,10,9,7,8,7,8,8,6,1,19,16,3,5,7,52251.74415,1
0,0,18,4,50,10,20,5,5,10,6,7,7,6,5,5,2,1,19,16,3,5,7,14592.78103,0
0,0,22,4,40,10,10,10,10,20,9,2,3,5,4,7,7,1,19,16,3,5,7,62450.75449,1
0,0,21,2,20,15,20,15,12,18,8,7,6,6,6,7,8,1,19,16,3,5,7,41661.34381,1
0,0,22,2,25,40,15,10,5,5,6,7,7,9,8,7,7,1,19,16,3,5,7,46145.32806,1
0,0,22,2,25,25,25,15,5,5,9,3,7,6,8,8,7,1,19,16,3,5,7,40120.73113,1
0,0,21,2,40,15,10,20,10,5,9,8,8,7,9,8,7,1,19,16,3,5,7,14337.4942,1
0,0,19,4,25,10,20,20,10,15,6,6,6,6,6,6,1,1,19,16,3,5,7,40318.77682,0
0,0,22,6,40,15,10,20,5,10,6,7,7,7,7,8,9,1,20,6,3,1,7,42390,1
0,0,18,4,50,10,20,5,5,10,9,4,7,5,8,5,8,0,20,6,3,1,7,42390,0
0,0,22,4,40,10,10,10,10,20,7,7,8,6,6,8,8,1,20,6,3,1,7,42390,0
0,0,21,2,20,15,20,15,12,18,9,7,7,8,7,7,7,1,20,6,3,1,7,42390,1
0,0,22,2,25,40,15,10,5,5,7,8,6,7,7,7,7,1,20,6,3,1,7,42390,1
0,0,22,2,25,25,25,15,5,5,8,6,5,8,7,7,10,1,20,6,3,1,7,42390,1
0,0,21,2,40,15,10,20,10,5,8,7,8,10,10,8,8,1,20,6,3,1,7,42390,1
0,0,19,4,25,10,20,20,10,15,6,2,6,6,7,5,1,1,20,6,3,1,7,42390,0
0,0,22,6,40,15,10,20,5,10,6,6,6,7,8,7,7,1,21,3,2,8,11,43636,0
0,0,18,4,50,10,20,5,5,10,5,4,5,4,5,3,1,1,21,3,2,8,11,43636,0
0,0,22,4,40,10,10,10,10,20,2,7,7,6,9,7,7,1,21,3,2,8,11,43636,1
0,1,21,2,20,15,20,15,12,18,4,2,4,5,6,3,5,1,21,3,2,8,11,43636,0
0,1,22,2,25,40,15,10,5,5,4,5,6,6,7,5,7,1,21,3,2,8,11,43636,0
0,1,22,2,25,25,25,15,5,5,5,0,5,0,7,4,7,1,21,3,2,8,11,43636,0
0,1,21,2,40,15,10,20,10,5,6,7,8,7,7,5,8,1,21,3,2,8,11,43636,0
0,0,26,4,17.39,17.39,15.22,17.39,13.04,19.57,8,7,9,8,9,7,6,0,27,8,2,10,1,40375,1
0,1,32,2,20,20,20,20,6.67,13.33,8,4,6,6,4,8,6,1,27,8,2,10,1,40375,1
0,0,37,4,18.75,16.67,18.75,20.83,12.5,12.5,8,6.618300601,7,8,8,8,6,1,27,8,2,10,1,40375,1
0,1,29,2,18.6,16.28,18.6,18.6,11.63,16.28,7,7,7,7,7,7,7,0,27,8,2,10,1,40375,1
0,0,28,3,20.83,20.83,16.67,16.67,6.25,18.75,8,8,7,7,7,7,7,0,27,8,2,10,1,40375,1
0,1,26,4,17.39,17.39,15.22,17.39,13.04,19.57,6,5,7,6,10,7,6,1,24,5,4,8,1,62623.23565,0
0,0,32,2,20,20,20,20,6.67,13.33,3,1,8,9,8,1,1,1,24,5,4,8,1,43804.36629,0
0,1,37,4,18.75,16.67,18.75,20.83,12.5,12.5,6,7.475127405,8,6,10,6,7,1,24,5,4,8,1,47392.34538,1
0,0,29,2,18.6,16.28,18.6,18.6,11.63,16.28,5,6,8,6,8,6,6,1,24,5,4,8,1,14256.11642,0
0,0,28,3,20.83,20.83,16.67,16.67,6.25,18.75,6,5,6,9,9,8,8,1,24,5,4,8,1,47980.61928,1
0,0,26,4,17.39,17.39,15.22,17.39,13.04,19.57,9,7,8,8,9,9,6,1,23,10,2,8,4,48929,1
0,1,32,2,20,20,20,20,6.67,13.33,3,1,7,2,8,1,8,1,23,10,2,8,4,48929,0
0,0,37,4,18.75,16.67,18.75,20.83,12.5,12.5,7,4.510988804,6,7,9,7,6,1,23,10,2,8,4,48929,1
0,1,29,2,18.6,16.28,18.6,18.6,11.63,16.28,6.5,7.061389398,7,7,7.5,6.5,7,1,23,10,2,8,4,48929,0
0,0,28,3,20.83,20.83,16.67,16.67,6.25,18.75,7,5,6,7,8,7,7,1,23,10,2,8,4,48929,1
0,0,26,4,17.39,17.39,15.22,17.39,13.04,19.57,7,6,7,7,8,7,6,1,26,3,2,9,4,42691.32642,1
0,1,32,2,20,20,20,20,6.67,13.33,4,1,7,1,6,1,8,1,26,3,2,9,4,47722.69538,0
0,0,37,4,18.75,16.67,18.75,20.83,12.5,12.5,6,5.594065029,5,6,6.261454028,6,7,1,26,3,2,9,4,50979.11286,0
0,1,29,2,18.6,16.28,18.6,18.6,11.63,16.28,6.5,7,7,7,8,7,7,1,26,3,2,9,4,21614.68793,1
0,0,28,3,20.83,20.83,16.67,16.67,6.25,18.75,8,5,6,8,8,8,8,1,26,3,2,9,4,36763.85622,1
0,1,23,2,19.05,19.05,19.05,19.05,9.52,14.29,10,5,7,7,8,9,5,1,24,13,2,1,4,50745,1
0,1,28,2,15.91,20.45,20.45,20.45,11.36,11.36,7,4,6.631407968,6,7,7,5,1,24,13,2,1,4,50745,1
0,0,29,1,16,18,18,18,14,16,6,3.998265387,9,7,8,6,7,1,24,13,2,1,4,50745,0
0,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,8,4,6,7,8,7,6,1,24,13,2,1,4,50745,0
0,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,6,5,6,6,7,5,5,0,24,13,2,1,4,50745,0
0,1,26,2,12,20,20,20,16,12,7,5,6,5,7,6,2,1,24,13,2,1,4,50745,0
0,1,27,2,20.51,23.08,20.51,17.95,2.56,15.38,8,5.568861698,5.738779686,7,9,6,3,1,24,13,2,1,4,50745,0
0,1,30,2,16.67,12.5,20.83,18.75,12.5,18.75,8,6,8,7,9,6,3,1,24,13,2,1,4,50745,0
0,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,4,2.871559356,8.232236749,4,8,5,2,1,24,13,2,1,4,50745,0
0,1,23,2,18.6,13.95,18.6,16.28,16.28,16.28,7,4,4,6,7,6,4,1,24,13,2,1,4,50745,1
0,0,23,4,11.11,17.78,17.78,17.78,17.78,17.78,8,8,7,7,7,8,9,1,24,13,2,1,6,50745,1
0,1,28,2,17.78,20,17.78,15.56,15.56,13.33,8,8,7,8,9,8,7,1,24,13,2,1,6,50745,1
0,0,28,4,16.28,20.93,18.6,18.6,13.95,11.63,7,7,5,7,7,7,6,1,24,13,2,1,6,50745,1
0,1,29,2,19.57,10.87,19.57,19.57,19.57,10.87,7,7,8,9,9,7,7,1,24,13,2,1,6,50745,1
0,1,27,2,17.78,17.78,22.22,20,15.56,6.67,8,6,7,7,6,6,6,1,24,13,2,1,6,50745,1
0,1,22,2,18.37,18.37,20.41,20.41,16.33,6.12,8,5,5,7,7,7,5,1,24,13,2,1,6,50745,1
0,1,23,2,19.05,19.05,19.05,19.05,9.52,14.29,6,7,8,6,9,7,5,1,33,1,2,6,6,40897.44195,1
0,1,28,2,15.91,20.45,20.45,20.45,11.36,11.36,5,4,4,5,7,5,5,1,33,1,2,6,6,7102.308632,0
0,0,29,1,16,18,18,18,14,16,4,3,8,5,7,4,5,1,33,1,2,6,6,41761.13383,0
0,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,5,6,10,5,8,4,5,1,33,1,2,6,6,43330.04978,0
0,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,3,2,7,2,6,3,4,1,33,1,2,6,5,57448.83707,0
0,1,26,2,12,20,20,20,16,12,5,4,6,6,7,5,2,0,33,1,2,6,5,3639.060318,0
0,1,27,2,20.51,23.08,20.51,17.95,2.56,15.38,4,5.597627149,4.866394099,5,9,6,2,1,33,1,2,6,5,32549.11013,0
0,1,30,2,16.67,12.5,20.83,18.75,12.5,18.75,6,4,8,6,9,6,5,1,33,1,2,6,5,14638.81403,0
0,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,3,6.782181526,8.620915629,5,7,5,2,1,33,1,2,6,5,31235.43078,0
0,1,23,2,18.6,13.95,18.6,16.28,16.28,16.28,3,2,5,4,6,3,4,1,33,1,2,6,5,35109.00628,0
0,1,28,2,17.78,20,17.78,15.56,15.56,13.33,7,8,8,8,9,7,7,1,33,1,2,6,5,71190.85044,0
0,0,28,4,16.28,20.93,18.6,18.6,13.95,11.63,5,3,7,5,7,4,4,1,33,1,2,6,5,30766.2751,0
0,1,29,2,19.57,10.87,19.57,19.57,19.57,10.87,5,9,7,6,9,6,7,1,33,1,2,6,5,31868.51621,0
0,1,22,2,18.37,18.37,20.41,20.41,16.33,6.12,4,5,5,4,5,3,3,1,33,1,2,6,7,47787.80417,0
0,1,23,2,19.05,19.05,19.05,19.05,9.52,14.29,9,8,7,7,9,9,7,1,23,10,2,5,7,29279,1
0,1,28,2,15.91,20.45,20.45,20.45,11.36,11.36,8,9,7,8,8,9,7,1,23,10,2,5,7,29279,1
0,0,29,1,16,18,18,18,14,16,6,7,9,9,9,7,6,1,23,10,2,5,7,29279,0
0,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,6,1,3,9,10,5,3,0,23,10,2,5,7,29279,0
0,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,8,5,7,7,7,8,10,0,23,10,2,5,7,29279,1
0,1,26,2,12,20,20,20,16,12,8,5,6,6,8,6,4,1,23,10,2,5,7,29279,0
0,1,27,2,20.51,23.08,20.51,17.95,2.56,15.38,7,5,6,7,9,7,4,1,23,10,2,5,7,29279,0
0,1,30,2,16.67,12.5,20.83,18.75,12.5,18.75,7,6,7,8,10,7,5,1,23,10,2,5,7,29279,0
0,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,7,3.094479604,4.782488295,9,9,8,4,1,23,10,2,5,10,29279,1
0,1,23,2,18.6,13.95,18.6,16.28,16.28,16.28,4,6,5,4,5,3,3,1,23,10,2,5,10,29279,0
0,0,23,4,11.11,17.78,17.78,17.78,17.78,17.78,8,8,8,8,8,7,7,0,23,10,2,5,10,29279,1
0,1,28,2,17.78,20,17.78,15.56,15.56,13.33,8,9,7,9,8,8,7,0,23,10,2,5,10,29279,0
0,1,29,2,19.57,10.87,19.57,19.57,19.57,10.87,8,10,8,9,9,8,9,1,23,10,2,5,10,29279,1
0,1,27,2,17.78,17.78,22.22,20,15.56,6.67,4,4,6,5,8,4,5,1,23,10,2,5,10,29279,0
0,1,22,2,18.37,18.37,20.41,20.41,16.33,6.12,5,5,6,6,6,4,4,1,23,10,2,5,10,29279,0
0,1,23,2,19.05,19.05,19.05,19.05,9.52,14.29,9,8,7,7,9,9,6,1,24,10,2,9,10,38774,1
0,1,28,2,15.91,20.45,20.45,20.45,11.36,11.36,8,9,7,7,8,8,6,1,24,10,2,9,10,38774,1
0,0,29,1,16,18,18,18,14,16,4,3,10,4,9,5,5,1,24,10,2,9,10,38774,0
0,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,6,3,5,7,10,4,2,0,24,10,2,9,10,38774,0
0,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,5,5,6,7,7,6,3,0,24,10,2,9,10,38774,0
0,1,26,2,12,20,20,20,16,12,6,3,5,8,6,5,3,1,24,10,2,9,10,38774,0
0,1,27,2,20.51,23.08,20.51,17.95,2.56,15.38,4,7,9.468120917,8,9,7,5,1,24,10,2,9,10,38774,0
0,1,30,2,16.67,12.5,20.83,18.75,12.5,18.75,6,5,8,6,9,6,4,1,24,10,2,9,10,38774,0
0,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,5,4.623000956,4.03246685,6,7,5,4,1,24,10,2,9,10,38774,0
0,1,23,2,18.6,13.95,18.6,16.28,16.28,16.28,2,5,5,4,6,3,5,1,24,10,2,9,10,38774,0
0,0,23,4,11.11,17.78,17.78,17.78,17.78,17.78,7,7,7,7,7,7,7,1,24,10,2,9,10,38774,1
0,1,28,2,17.78,20,17.78,15.56,15.56,13.33,7,8,9,8,9,8,8,0,24,10,2,9,10,38774,0
0,0,28,4,16.28,20.93,18.6,18.6,13.95,11.63,6,8,6,6,6,6,5,1,24,10,2,9,7,38774,1
0,1,29,2,19.57,10.87,19.57,19.57,19.57,10.87,6,3,8,5,9,6,6,1,24,10,2,9,7,38774,1
0,1,27,2,17.78,17.78,22.22,20,15.56,6.67,2,2,4,2,9,3,7,1,24,10,2,9,7,38774,0
0,1,22,2,18.37,18.37,20.41,20.41,16.33,6.12,4,5,5,5,6,4,4,1,24,10,2,9,7,38774,0
0,1,23,2,19.05,19.05,19.05,19.05,9.52,14.29,8,8,7,7,8,9,5,1,36,6,2,1,7,58802,1
0,1,28,2,15.91,20.45,20.45,20.45,11.36,11.36,6,6.856151431,6,5,8,5,3,1,36,6,2,1,2,58802,0
0,0,29,1,16,18,18,18,14,16,5,4.540099094,7,6,9.002355449,4,4,1,36,6,2,1,2,58802,0
0,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,5,5,5,4,7,4,3,1,36,6,2,1,2,58802,0
0,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,4,3,6,3,8,4,3,1,36,6,2,1,2,58802,0
0,1,26,2,12,20,20,20,16,12,5,7,7,6,7,6,3,1,36,6,2,1,2,58802,0
0,1,27,2,20.51,23.08,20.51,17.95,2.56,15.38,9,8,8,8,10,10,10,0,36,6,2,1,2,58802,1
0,1,30,2,16.67,12.5,20.83,18.75,12.5,18.75,8,7,7,7,9,7,5,1,36,6,2,1,2,58802,1
0,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,7,5.477211681,7.009414415,7,7,7,2,1,36,6,2,1,2,58802,0
0,1,23,2,18.6,13.95,18.6,16.28,16.28,16.28,3,3,5,2,8,3,1,1,36,6,2,1,2,58802,0
0,0,23,4,11.11,17.78,17.78,17.78,17.78,17.78,4,3,6,6,7,4,2,1,36,6,2,1,2,58802,0
0,1,28,2,17.78,20,17.78,15.56,15.56,13.33,7,7,8,7,9,7,7,1,36,6,2,1,2,58802,0
0,0,28,4,16.28,20.93,18.6,18.6,13.95,11.63,5,5,6,6,7,5,5,1,36,6,2,1,2,58802,1
0,1,29,2,19.57,10.87,19.57,19.57,19.57,10.87,6,7,7,6,9,8,7,1,36,6,2,1,2,58802,1
0,1,22,2,18.37,18.37,20.41,20.41,16.33,6.12,5,4,5,5,5,4,3,1,36,6,2,1,2,58802,0
0,0,26,2,12,20,20,20,16,12,7,8,7,8,7,6,6,1,26,8,4,3,8,41831,0
0,0,27,2,20.51,23.08,20.51,17.95,2.56,15.38,9,5,6,8,6,6,3,1,26,8,4,3,8,41831,0
0,0,30,2,16.67,12.5,20.83,18.75,12.5,18.75,7,5,8,10,8,8,4,1,26,8,4,3,8,41831,1
0,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,8,5.216186486,4.673638956,9,8,8,2,0,26,8,4,3,8,41831,1
0,0,23,2,18.6,13.95,18.6,16.28,16.28,16.28,3,4,2,8,5,5,5,1,26,8,4,3,8,41831,0
0,1,23,4,11.11,17.78,17.78,17.78,17.78,17.78,4,7,5,7,8,5,6,1,26,8,4,3,7,41831,0
0,0,28,2,17.78,20,17.78,15.56,15.56,13.33,10,4.819499136,8,9,8,9,9,1,26,8,4,3,7,41831,1
0,1,28,4,16.28,20.93,18.6,18.6,13.95,11.63,7,7,6,6,7,6,6,1,26,8,4,3,7,41831,1
0,0,29,2,19.57,10.87,19.57,19.57,19.57,10.87,5,4,7,9,7,9,8,1,26,8,4,3,7,41831,0
0,0,27,2,17.78,17.78,22.22,20,15.56,6.67,8,6,8,7,5.991179585,8,5,0,26,8,4,3,7,41831,1
0,0,22,2,18.37,18.37,20.41,20.41,16.33,6.12,5,4,6,6,5,4,4,1,26,8,4,3,2,41831,0
0,0,23,2,19.05,19.05,19.05,19.05,9.52,14.29,9,7,7,7,8,8,5,1,27,8,4,7,2,39580.19578,1
0,0,28,2,15.91,20.45,20.45,20.45,11.36,11.36,7,5.104120426,5,5,6,6,4,1,27,8,4,7,2,32154.87379,0
0,0,29,1,16,18,18,18,14,16,7,7,8,8,8,7,7,1,27,8,4,7,2,45404.95764,1
0,0,22,2,16.67,18.75,18.75,18.75,18.75,8.33,6,5,7,5,8,5,4,1,27,8,4,7,2,49510.0232,0
0,1,27,4,15.22,15.22,19.57,17.39,13.04,19.57,6,7,6,7,7,6,5,1,27,8,4,7,7,20883.60534,1
0,0,26,2,12,20,20,20,16,12,8,5,6,7,8,7,4,1,27,8,4,7,7,74949.42547,0
0,0,27,2,20.51,23.08,20.51,17.95,2.56,15.38,7,3.277571717,6.324767256,7.199416017,7,6,3,1,27,8,4,7,7,55701.44036,0
0,0,30,2,16.67,12.5,20.83,18.75,12.5,18.75,8,5,9,6,9,8,4,1,27,8,4,7,7,34843.16774,1
0,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,8,3.521745062,8,8,8,8,2,0,27,8,4,7,7,38472.45436,1
0,0,23,2,18.6,13.95,18.6,16.28,16.28,16.28,6,3,4,5,6,5,4,1,27,8,4,7,7,39971.40455,1
0,1,23,4,11.11,17.78,17.78,17.78,17.78,17.78,7,5,6,6,8,7,6,1,27,8,4,7,7,23745.36249,1
0,0,28,2,17.78,20,17.78,15.56,15.56,13.33,9,3.166873813,9,7.085914753,9,9,8,1,27,8,4,7,7,19272.59804,1
0,1,28,4,16.28,20.93,18.6,18.6,13.95,11.63,6,5,8,5,7,6,5,1,27,8,4,7,7,10727.13952,1
0,0,29,2,19.57,10.87,19.57,19.57,19.57,10.87,7,6,8,6,7,8,6,1,27,8,4,7,7,49230.06911,1
0,0,27,2,17.78,17.78,22.22,20,15.56,6.67,7,4,8,9,6,6,3,0,27,8,4,7,2,43093.99744,1
0,0,22,2,18.37,18.37,20.41,20.41,16.33,6.12,5,5,6,7,5,5,4,1,27,8,4,7,2,54826.12753,0
0,1,23,2,19.05,19.05,19.05,19.05,9.52,14.29,9,6,7,8,9,8,5,1,28,13,2,3,2,52186,1
0,1,28,2,15.91,20.45,20.45,20.45,11.36,11.36,8,6,7,7,7,7,6,1,28,13,2,3,2,52186,1
0,0,29,1,16,18,18,18,14,16,6,4.580806163,8,6,9,5,5,1,28,13,2,3,2,52186,1
0,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,7,7,8,5,7,7,5,1,28,13,2,3,2,52186,0
0,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,8,5,7,7,6,6,4,1,28,13,2,3,2,52186,1
0,1,26,2,12,20,20,20,16,12,8,6,7,7,8,8,3,1,28,13,2,3,2,52186,1
0,1,27,2,20.51,23.08,20.51,17.95,2.56,15.38,6,5.774683366,5.099265603,6,6,5,1,1,28,13,2,3,2,52186,0
0,1,30,2,16.67,12.5,20.83,18.75,12.5,18.75,9,5,6,7,9,7,5,1,28,13,2,3,2,52186,1
0,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,7,5.926756796,6.907281019,7,7,7,4,1,28,13,2,3,2,52186,1
0,1,23,2,18.6,13.95,18.6,16.28,16.28,16.28,6,4,4,5,6,7,5,1,28,13,2,3,2,52186,1
0,0,23,4,11.11,17.78,17.78,17.78,17.78,17.78,5,6,6,6,6,6,5,1,28,13,2,3,2,52186,0
0,1,28,2,17.78,20,17.78,15.56,15.56,13.33,9,8,8,8,9,9,8,1,28,13,2,3,2,52186,0
0,0,28,4,16.28,20.93,18.6,18.6,13.95,11.63,7,6,6,6,7,6,5,1,28,13,2,3,2,52186,1
0,1,29,2,19.57,10.87,19.57,19.57,19.57,10.87,8,10,9,6,8,9,8,1,28,13,2,3,2,52186,1
0,1,27,2,17.78,17.78,22.22,20,15.56,6.67,6,7,6,5,7,6,6,1,28,13,2,3,1,52186,1
0,1,22,2,18.37,18.37,20.41,20.41,16.33,6.12,8,8,7,8,8,8,6,1,28,13,2,3,1,52186,1
0,1,23,2,19.05,19.05,19.05,19.05,9.52,14.29,10,7,7,7,9,9,5,1,31,7,2,3,1,55080,1
0,1,28,2,15.91,20.45,20.45,20.45,11.36,11.36,8,5,8,8,9,8,7,1,31,7,2,3,1,55080,1
0,0,29,1,16,18,18,18,14,16,7,3,8,8,9,7,7,1,31,7,2,3,1,55080,1
0,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,8,5,6,8,10,6,3,1,31,7,2,3,1,55080,0
0,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,6,3,6,5,8,5,5,1,31,7,2,3,1,55080,0
0,1,26,2,12,20,20,20,16,12,9,5,8,8,9,8,5,1,31,7,2,3,1,55080,1
0,1,27,2,20.51,23.08,20.51,17.95,2.56,15.38,9,9,5.651464654,9,9,9,7,1,31,7,2,3,1,55080,1
0,1,30,2,16.67,12.5,20.83,18.75,12.5,18.75,8,7,8,8,9,8,7,1,31,7,2,3,1,55080,1
0,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,5,7.284603983,9,8,9,7,7,1,31,7,2,3,1,55080,0
0,1,23,2,18.6,13.95,18.6,16.28,16.28,16.28,7,4,5,7,6,6,5,1,31,7,2,3,1,55080,1
0,0,23,4,11.11,17.78,17.78,17.78,17.78,17.78,8,7,7,7,7,7,7,1,31,7,2,3,1,55080,1
0,1,28,2,17.78,20,17.78,15.56,15.56,13.33,7,8,9,7,9,8,7,1,31,7,2,3,1,55080,0
0,0,28,4,16.28,20.93,18.6,18.6,13.95,11.63,6,7,6,7,7,6,5,1,31,7,2,3,1,55080,1
0,1,29,2,19.57,10.87,19.57,19.57,19.57,10.87,7,5,8,7,9,7,5,1,31,7,2,3,1,55080,1
0,1,27,2,17.78,17.78,22.22,20,15.56,6.67,4,3,6,4,8,3,9,1,31,7,2,3,2,55080,0
0,1,22,2,18.37,18.37,20.41,20.41,16.33,6.12,7,5,7,7,7,6,4,1,31,7,2,3,2,55080,1
0,1,23,2,19.05,19.05,19.05,19.05,9.52,14.29,10,6,7,9,8,9,4,1,28,13,2,1,2,59057.88287,1
0,1,28,2,15.91,20.45,20.45,20.45,11.36,11.36,8,1.880525948,7,7,7,7,4,1,28,13,2,1,2,32770.47946,1
0,0,29,1,16,18,18,18,14,16,8,8,7,8,4.657979852,8,7,1,28,13,2,1,2,52651.68601,1
0,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,10,5,8,9,8,8,4,1,28,13,2,1,2,73359.1283,1
0,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,8,9,6,7,7,9,6,1,28,13,2,1,2,28078.35874,1
0,1,26,2,12,20,20,20,16,12,8,5,6,7,8,8,3,1,28,13,2,1,2,52045.59686,1
