gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,shar_o,amb_o,fun_o,intel_o,like_o,prob_o,met_o,age,field_cd,race,imprace,career_c,income,dec_o
0,0,27,4,20,20,20,20,10,10,6,6,4,5,5,7,4,3,1,23,11,2,8,4,109031,0
0,0,28,4,20,20,20,10,10,20,5,5,5,5,5,5,5,5,0,27,8,2,3,9,15341.71009,0
0,1,26,2,18,18,18,19,13,14,3,5,3,6,4,6,2,1,1,27,8,2,3,9,43408.77618,0
0,0,26,3,10,20,20,22,6,22,6,7,7.343520838,7,7,7,7,7,1,27,8,2,3,9,38988.05515,1
0,1,29,2,50,7,20,23,0,0,8,8,5,7,7,7,7,5,1,27,8,2,3,9,74239.6248,1
0,1,39,2,40,20,15,20,0,5,10,10,5.529194917,2.866592139,6.374411823,10,9,2,1,27,8,2,3,9,44199.93643,1
0,1,28,2,30,30,20,10,10,0,9,8,6,7,7,8,9,9,0,27,8,2,3,9,50017.65332,1
0,0,30,6,20,25,25,15,5,10,9,8,7,8,9,8,8,9,0,27,8,2,3,9,34692.19437,0
0,0,22,4,40,8,10,12,10,20,8,9,2,9,6,9,6,2,1,27,8,2,3,9,73073.97581,0
0,1,32,2,30,10,30,20,10,0,3,7,2,3,1,7,3,5,1,27,8,2,3,9,3890.669803,0
0,1,26,2,40,5,20,10,10,15,8,7,5,8,7,8,7,6,1,27,8,2,3,9,57678.47844,1
0,1,27,2,20,15,25,15,20,5,7,7,6,7,6,7,7,7,1,27,8,2,3,9,38318.22415,1
0,0,25,1,30,15,20,20,0,5,7,8,5,8,6,9,7,5,1,27,8,2,3,9,60343.5826,1
0,0,22,3,10,20,35,10,5,20,8,8,5.565546241,10,8,8,8,5,1,27,8,2,3,9,53839.81624,1
0,1,21,2,19,24,21,23,5,8,8,7,4,9,6,9,7,6,1,27,8,2,3,9,51685.74601,0
0,1,24,2,10,20,35,20,0,15,6,5,4,6,6,7,5,3,1,27,8,2,3,9,39572.28542,0
0,0,25,4,15,10,30,10,5,30,8,10,3,8,6,8,5,5,1,27,8,2,3,9,57284.25448,0
0,1,28,2,20,20,15,15,5,25,5,7,6,9,5,8,6,6,1,27,8,2,3,9,36319.06369,0
0,0,27,4,20,20,20,20,10,10,7,7,7,8,6,6,7,3,1,27,8,2,3,9,33041.14639,0
0,1,28,4,20,20,20,10,10,20,5,6,3,3,3,9,3,3,1,23,10,4,4,2,44653.50877,0
0,0,26,2,18,18,18,19,13,14,3,8,4,5,4,5,3,2,1,23,10,4,4,2,41739.04433,0
0,0,26,3,10,20,20,22,6,22,6,8,5.588870587,6,6,7,6,7,1,23,10,4,4,2,50380.19225,0
0,0,29,2,50,7,20,23,0,0,3,7,5,9,4,8,4,5,1,23,10,4,4,2,41883.66252,0
0,0,39,2,40,20,15,20,0,5,10,10,4.964265135,10,6.092286078,10,10,3,1,23,10,4,4,2,45091.7368,1
0,0,28,2,30,30,20,10,10,0,6,8,0,5,6,8,5,6,0,23,10,4,4,2,42647.7513,0
0,0,30,6,20,25,25,15,5,10,8,7,2,4,2,7,4,1,1,23,10,4,4,2,52604.8229,0
0,1,22,4,40,8,10,12,10,20,6,9,6,8,6,9,6,5,1,23,10,4,4,2,53998.46298,1
0,0,32,2,30,10,30,20,10,0,3,7,2,2,2,7,4,5,1,23,10,4,4,2,39363.65663,0
0,0,26,2,40,5,20,10,10,15,6,7,5,5,5,8,5,3,1,23,10,4,4,2,29683.43612,0
0,0,27,2,20,15,25,15,20,5,10,10,10,10,10,10,10,1,0,23,10,4,4,2,10313.04071,0
0,0,25,1,30,15,20,20,0,5,6,7,5,6,5,7,6,3,1,23,10,4,4,2,44873.19845,0
0,0,22,3,10,20,35,10,5,20,6,10,4,3.857328427,3,8,7,7,1,23,10,4,4,2,10882.51594,0
0,0,21,2,19,24,21,23,5,8,7,8,2,6,6,8,4,4,1,23,10,4,4,2,58029.72858,0
0,0,24,2,10,20,35,20,0,15,6,8,3,5,6,7,5,4,1,23,10,4,4,2,41814.02889,0
0,1,25,4,15,10,30,10,5,30,7,10,3,8,6,8,5,5,1,23,10,4,4,2,28044.39478,1
0,0,28,2,20,20,15,15,5,25,5,6,7.703158535,3.958557504,4,8,5,6,1,23,10,4,4,2,54979.82696,0
0,1,27,4,20,20,20,20,10,10,3,8,7,5,4,5,6,5,1,23,10,4,4,2,51128.46638,0
0,0,28,4,20,20,20,10,10,20,9,8,5,8,8,8,7,5,1,25,1,6,6,9,40409,1
0,0,26,2,18,18,18,19,13,14,7,7,7,8,7,8,7,6,1,25,1,6,6,9,40409,1
0,0,26,3,10,20,20,22,6,22,8,8,7,8,8,8,8,7,1,25,1,6,6,9,40409,1
0,0,29,2,50,7,20,23,0,0,8,8,6,9,8,8,8,5,1,25,1,6,6,9,40409,1
0,0,39,2,40,20,15,20,0,5,10,10,4.743419784,2.509954538,7.164350279,10,10,3,1,25,1,6,6,9,40409,1
0,0,28,2,30,30,20,10,10,0,9,8,8,8,7,8,9,9,0,25,1,6,6,9,40409,1
0,1,30,6,20,25,25,15,5,10,9,7,8,9,9,9,9,5,1,25,1,6,6,9,40409,1
0,0,22,4,40,8,10,12,10,20,8,7,5.649694697,8.061179504,8,7,8,6,1,25,1,6,6,9,40409,1
0,0,32,2,30,10,30,20,10,0,7,7,7,10,8,8,8,7,1,25,1,6,6,9,40409,1
0,0,26,2,40,5,20,10,10,15,8,8,8,8,8,8,8,6,1,25,1,6,6,9,40409,1
0,0,27,2,20,15,25,15,20,5,8,7,6,8,6,7,7,5,1,25,1,6,6,9,40409,0
0,0,25,1,30,15,20,20,0,5,8,8,7,7,9,10,8,10,0,25,1,6,6,9,40409,1
0,0,22,3,10,20,35,10,5,20,10,10,10,10,10,10,10,6,1,25,1,6,6,9,40409,1
0,0,21,2,19,24,21,23,5,8,8,9,7,8,8,8,9,9,1,25,1,6,6,9,40409,1
0,0,24,2,10,20,35,20,0,15,8,7,4,8,9,7,7,5,1,25,1,6,6,9,40409,1
0,0,25,4,15,10,30,10,5,30,10,10,5,8,7,8,7,5,1,25,1,6,6,9,40409,1
0,0,28,2,20,20,15,15,5,25,8,8,4.664123749,8,7,8,6,4,1,25,1,6,6,9,40409,1
0,0,27,4,20,20,20,20,10,10,8,7,6,6,5,8,7,5,1,25,1,6,6,9,40409,0
0,0,28,4,20,20,20,10,10,20,9,8,7,7,6,8,6,5,1,29,9,2,1,9,21597,0
0,1,26,2,18,18,18,19,13,14,6,6,5,4,7,7,6,4,1,29,9,2,1,9,21597,1
0,0,26,3,10,20,20,22,6,22,7,7,5,6.281359902,6,7,6,6,1,29,9,2,1,9,21597,0
0,1,29,2,50,7,20,23,0,0,8,7,9,8,6,8,6,5,1,29,9,2,1,9,21597,1
0,1,39,2,40,20,15,20,0,5,10,10,4.2249741,4.756898796,6.938969044,10,10,3,1,29,9,2,1,9,21597,1
0,1,28,2,30,30,20,10,10,0,6,7,7,7,5,8,8,9,1,29,9,2,1,9,21597,1
0,0,30,6,20,25,25,15,5,10,9,8,6,6,7,8,6,3,1,29,9,2,1,9,21597,0
0,0,22,4,40,8,10,12,10,20,9,8,-0.068041017,4.904623385,7,8,8,5,1,29,9,2,1,9,21597,1
0,1,32,2,30,10,30,20,10,0,7,8,7,8,6,8,7,7,1,29,9,2,1,9,21597,1
0,1,26,2,40,5,20,10,10,15,6,6,6,6,6,6,6,3,1,29,9,2,1,9,21597,0
0,1,27,2,20,15,25,15,20,5,9,8,6,6,6,6,7,5,1,29,9,2,1,9,21597,1
0,0,25,1,30,15,20,20,0,5,8,7,6,6,7,8,7,3,1,29,9,2,1,9,21597,1
0,0,22,3,10,20,35,10,5,20,6,10,2.677269586,6,4,4,2,1,1,29,9,2,1,9,21597,0
0,1,21,2,19,24,21,23,5,8,9,9,8,9,9,9,8,6,1,29,9,2,1,9,21597,1
0,1,24,2,10,20,35,20,0,15,8,7,2,8,6,6,6,4,1,29,9,2,1,9,21597,0
0,0,25,4,15,10,30,10,5,30,9,10,3,8,6,8,8,5,1,29,9,2,1,9,21597,1
0,0,27,4,20,20,20,20,10,10,7,6,4,4,3,6,4,4,1,29,9,2,1,9,21597,0
0,0,28,4,20,20,20,10,10,20,7,9,7,6,8,9,7,5,1,29,5,2,2,2,14155.87235,1
0,1,26,2,18,18,18,19,13,14,5,7,6,5,8,7,6,5,1,29,5,2,2,2,40605.1271,1
0,0,26,3,10,20,20,22,6,22,7,8,0.580198028,3.959419716,8,8,7,7,1,29,5,2,2,2,41343.56338,1
0,1,29,2,50,7,20,23,0,0,8,8,8,7,8,8,7,7,1,29,5,2,2,2,26971.91219,1
0,1,39,2,40,20,15,20,0,5,10,10,3.03279903,7.14751479,5.261609697,10,10,3,1,29,5,2,2,2,29638.76495,1
0,1,28,2,30,30,20,10,10,0,5,5,7,9,5,7,8,9,0,29,5,2,2,2,30558.01828,0
0,0,30,6,20,25,25,15,5,10,8,9,7,8,10,10,8,6,1,29,5,2,2,2,67211.83625,1
0,0,22,4,40,8,10,12,10,20,9,8,7,4.295769943,8,8,9,6,1,29,5,2,2,2,42534.58082,1
0,1,32,2,30,10,30,20,10,0,7,7,5,6,6,7,6,6,1,29,5,2,2,2,44444.9294,1
0,1,26,2,40,5,20,10,10,15,6,7,6,7,8,7,7,5,1,29,5,2,2,2,25671.28847,0
0,1,27,2,20,15,25,15,20,5,7,8,6,6,8,6,7,5,1,29,5,2,2,2,64525.41848,1
0,0,25,1,30,15,20,20,0,5,8,7,5,6,7,8,7,4,1,29,5,2,2,2,36633.42033,1
0,0,22,3,10,20,35,10,5,20,9,10,8,8,8,10,10,6,1,29,5,2,2,2,27277.24517,1
0,1,21,2,19,24,21,23,5,8,7.5,8.5,9,9.5,9.5,9,8,6.5,1,29,5,2,2,2,61027.47316,1
0,1,24,2,10,20,35,20,0,15,8,8,4,6,7,7,7,4,1,29,5,2,2,2,50233.25376,1
0,0,25,4,15,10,30,10,5,30,7,10,3,7,7,8,8,5,1,29,5,2,2,2,35043.63196,1
0,1,28,2,20,20,15,15,5,25,5,7,8,8,7,8,5,6,1,29,5,2,2,2,39462.32624,0
0,0,27,4,20,20,20,20,10,10,5,7,5,5,5,7,4,4,1,29,5,2,2,2,15755.20225,0
1,0,34,2,10,10,30,20,10,20,5,5,5.649841185,8,10,5,5,5,1,28,8,4,6,10,2661.48431,1
1,0,22,2,15,20,20,20,15,10,4,7,7,7,10,8,8,4,1,28,8,4,6,10,31102.36425,1
1,0,23,3,10,25,20,10,20,15,4,2,2,10,2,9,5,1,1,28,8,4,6,10,42762.60357,0
1,1,26,4,10,20,15,20,20,15,5,6,5,9,6,7,5,5,1,28,8,4,6,10,39243.50171,0
1,0,28,2,10,10,20,20,20,20,2,10,6,10,8,10,8,8,1,28,8,4,6,10,33668.59557,0
1,0,25,6,20,20,20,20,10,10,7,7,8,9,10,10,8,8,1,28,8,4,6,10,42934.4696,1
1,0,35,3,10,32,20,12,11,15,4,6,8,9,6,7,5,3,1,28,8,4,6,10,36358.36036,0
1,0,32,3,30,30,30,5,0,5,1,5,3,0,10,0,0,3,1,28,8,4,6,10,32049.09448,0
1,0,30,2,20,25,15,15,15,10,4,1,1,10,1,4,1,3,1,28,8,4,6,10,68994.45857,0
1,0,22,2,15,20,20,20,5,20,5,7,7.371565369,5,9,8,7,5,1,28,8,4,6,10,29507.69579,0
1,0,23,2,15,15,20,15,15,20,2,3,1,1,1,2,1,4,1,28,8,4,6,10,34162.63757,0
1,0,23,2,15,15,20,15,20,15,1,2,4,10,1,10,2,2,1,28,8,4,6,10,25025.28212,0
1,0,27,2,25,15,20,20,20,0,6,9,6,7,5,8,6,5,1,28,8,4,6,10,46025.24798,0
1,1,23,4,15,21,18,18,10,18,0,5,0,9,0,5,2,0,1,28,8,4,6,10,43693.02684,0
1,0,25,6,15,3,50,20,2,10,5,7,6.707978344,8,7,7,5,3,1,28,8,4,6,10,36525.61283,0
1,0,29,2,10,20,20,20,20,10,4,3,5,8,3,9,3,3,1,28,8,4,6,10,43256.12815,0
1,0,29,2,14,20,18,24,18,6,6,6,6,8,7,7,7,5,1,28,8,4,6,10,37301.7136,0
1,1,34,2,10,10,30,20,10,20,4,5,4.540707094,6,4,5,2,2,1,26,8,2,7,1,76624,0
1,1,22,2,15,20,20,20,15,10,4,6,7,5,6,6,4,6,1,26,8,2,7,1,76624,0
1,0,23,3,10,25,20,10,20,15,2,4,6,9,4,9,5,1,1,26,8,2,7,1,76624,0
1,0,26,4,10,20,15,20,20,15,5,6,4,5,5,6,5,5,1,26,8,2,7,1,76624,0
1,0,27,4,10,20,20,10,20,20,7,9,8,9,8,9,8,8,1,26,8,2,7,1,76624,0
1,1,28,2,10,10,20,20,20,20,3,7,6,7,5,7,6,8,1,26,8,2,7,1,76624,0
1,0,25,6,20,20,20,20,10,10,4,8,4,7,5,7,6,7,1,26,8,2,7,1,76624,0
1,0,35,3,10,32,20,12,11,15,5,6,8,8,7,8,6,4,1,26,8,2,7,1,76624,0
1,0,32,3,30,30,30,5,0,5,5,8,4,5,5,7,6,6,1,26,8,2,7,1,76624,0
1,1,30,2,20,25,15,15,15,10,5,6,2,6,5,7,4,5,1,26,8,2,7,1,76624,0
1,1,22,2,15,20,20,20,5,20,6,8,6,7,7,6,6,6,1,26,8,2,7,1,76624,0
1,1,23,2,15,15,20,15,15,20,2,2,1,2,2,2,1,5,1,26,8,2,7,1,76624,0
1,1,23,2,15,15,20,15,20,15,2,10,5,10,2,10,4,8,1,26,8,2,7,1,76624,0
1,1,27,2,25,15,20,20,20,0,6,9,6,7,7,8,6,5,1,26,8,2,7,1,76624,0
1,0,23,4,15,21,18,18,10,18,8,8,4,6,8,7,8,3,1,26,8,2,7,1,76624,1
1,0,25,6,15,3,50,20,2,10,5,6,6.769685884,7,6,6,4,5,1,26,8,2,7,1,76624,0
1,1,29,2,10,20,20,20,20,10,4,8,3,8,4,9,4,5,1,26,8,2,7,1,76624,0
1,1,29,2,14,20,18,24,18,6,7,8,7,7,7,7,8,6,1,26,8,2,7,1,76624,1
1,0,34,2,10,10,30,20,10,20,2,10,3.453377331,4,4,4,2,2,1,26,5,3,3,7,36241.80747,0
1,0,22,2,15,20,20,20,15,10,4,6,2,6,4,7,4,1,1,26,5,3,3,7,43122.34378,0
1,1,23,3,10,25,20,10,20,15,2,5,2,9,2,9,7,2,1,26,5,3,3,7,39792.71679,0
1,0,26,4,10,20,15,20,20,15,7,7,5,5,5,7,7,5,0,26,5,3,3,7,38462.87578,0
1,0,27,4,10,20,20,10,20,20,6,7,7,8,7,8,7,8,1,26,5,3,3,7,28522.27049,0
1,0,28,2,10,10,20,20,20,20,2,6,4,7,4,8,5,6,1,26,5,3,3,7,41165.73286,0
1,0,25,6,20,20,20,20,10,10,5,10,7,9,8,8,8,8,1,26,5,3,3,7,12599.01366,0
1,1,35,3,10,32,20,12,11,15,4,8,6,7,5,8,5,2,1,26,5,3,3,7,24999.22516,0
1,1,32,3,30,30,30,5,0,5,5,8,5,6,6,8,6,4,1,26,5,3,3,7,51306.40657,0
1,0,30,2,20,25,15,15,15,10,5,5,2,6,6,6,3,3,1,26,5,3,3,7,44293.4948,0
1,0,22,2,15,20,20,20,5,20,6,7,7.578873788,5.217998139,4,7,5,5,1,26,5,3,3,7,34368.2881,0
1,0,23,2,15,15,20,15,15,20,3,6,4,7,5,6,1,7,1,26,5,3,3,7,49290.32868,0
1,0,23,2,15,15,20,15,20,15,3,7,3,10,2,9,3,5,1,26,5,3,3,7,5372.167194,0
1,0,27,2,25,15,20,20,20,0,6,10,6,8,7,9,8,5,1,26,5,3,3,7,46355.1934,0
1,0,23,4,15,21,18,18,10,18,5,5,7,6,5,6,6,0,1,26,5,3,3,7,32992.05595,0
1,0,25,6,15,3,50,20,2,10,4,6,5,6,6,6,5,2,1,26,5,3,3,7,53345.74867,0
1,0,29,2,10,20,20,20,20,10,3,9,5,9,6,10,6,7,1,26,5,3,3,7,32258.54609,0
1,0,29,2,14,20,18,24,18,6,7,7,6,6,6,7,6,4,1,26,5,3,3,7,41555.68905,0
1,1,34,2,10,10,30,20,10,20,10,8,5.580034503,5.983564177,8,10,10,7,1,29,10,2,4,2,35968,1
1,1,22,2,15,20,20,20,15,10,6,5,7,6,7,6,6,4,1,29,10,2,4,2,35968,1
1,0,23,3,10,25,20,10,20,15,9,5,2,6.853535561,8.206422535,9,4,1,1,29,10,2,4,2,35968,0
1,0,26,4,10,20,15,20,20,15,7,7,7,7,7,7,7,5,1,29,10,2,4,2,35968,1
1,0,27,4,10,20,20,10,20,20,8,8,8,5.253530138,8,8,8,7,1,29,10,2,4,2,35968,1
1,1,28,2,10,10,20,20,20,20,8,8,6,7,8,9,6,5,1,29,10,2,4,2,35968,0
1,0,25,6,20,20,20,20,10,10,8,9,8,8,7,10,7,7,1,29,10,2,4,2,35968,0
1,0,35,3,10,32,20,12,11,15,8,6,6,7,7,7,5,4,1,29,10,2,4,2,35968,0
1,0,32,3,30,30,30,5,0,5,4,6,3,7,4,7,4,3,1,29,10,2,4,2,35968,0
1,1,30,2,20,25,15,15,15,10,7,8,4,5,7,7,7,7,1,29,10,2,4,2,35968,1
1,1,22,2,15,20,20,20,5,20,7,7,6,7,7,7,7,5,1,29,10,2,4,2,35968,1
1,1,23,2,15,15,20,15,15,20,3,4,3,7,6,6,3,6,1,29,10,2,4,2,35968,0
1,1,23,2,15,15,20,15,20,15,6,7,7,10,7,10,6,5,1,29,10,2,4,2,35968,0
1,1,27,2,25,15,20,20,20,0,7,9,5,9,8,9,2,5,1,29,10,2,4,2,35968,0
1,0,23,4,15,21,18,18,10,18,7,6,5,7,7,8,7,3,1,29,10,2,4,2,35968,1
1,0,25,6,15,3,50,20,2,10,6,7,0.819958825,7,6,8,6,2,1,29,10,2,4,2,35968,1
1,1,29,2,10,20,20,20,20,10,10,10,10,9,8,10,9,8,1,29,10,2,4,2,35968,1
1,1,29,2,14,20,18,24,18,6,8,7,5.545637227,8.769062186,8,8,8,6,1,29,10,2,4,2,35968,1
1,1,34,2,10,10,30,20,10,20,2,10,6.799716223,5.385766497,2,5,2,2,1,39,11,2,1,7,51725,0
1,1,22,2,15,20,20,20,15,10,8,9,5,7,6,9,8,5,1,39,11,2,1,7,51725,1
1,0,23,3,10,25,20,10,20,15,7,9,2,9,2,9,7,2,1,39,11,2,1,7,51725,0
1,0,26,4,10,20,15,20,20,15,2,2,2,2,2,2,2,2,1,39,11,2,1,7,51725,0
1,0,27,4,10,20,20,10,20,20,6,7,5,6,6,7,6,6,0,39,11,2,1,7,51725,0
1,1,28,2,10,10,20,20,20,20,7,6,3,6,4,6,5,2,1,39,11,2,1,7,51725,0
1,0,25,6,20,20,20,20,10,10,7,10,6,8,7,7,9,7,1,39,11,2,1,7,51725,0
1,0,35,3,10,32,20,12,11,15,5,6,4,5,4,7,5,2,1,39,11,2,1,7,51725,0
1,0,32,3,30,30,30,5,0,5,5,8,2,2,2,5,4,6,1,39,11,2,1,7,51725,0
1,1,30,2,20,25,15,15,15,10,8,8,1,1,1,8,3,4,1,39,11,2,1,7,51725,0
1,1,22,2,15,20,20,20,5,20,7,8,5,5,5,7,6,5,1,39,11,2,1,7,51725,0
1,1,23,2,15,15,20,15,15,20,2,8,7,9,5,8,7,4,1,39,11,2,1,7,51725,0
1,1,23,2,15,15,20,15,20,15,3,10,10,10,3,10,6,8,1,39,11,2,1,7,51725,0
1,1,27,2,25,15,20,20,20,0,6,9,5,7,6,7,5,5,1,39,11,2,1,7,51725,0
1,0,23,4,15,21,18,18,10,18,6,6,3,4,5,6,5,0,1,39,11,2,1,7,51725,0
1,0,25,6,15,3,50,20,2,10,6,9,3,8,5,8,6,2,1,39,11,2,1,7,51725,0
1,1,29,2,10,20,20,20,20,10,8,7,6,8,3,8,7,7,1,39,11,2,1,7,51725,1
1,1,29,2,14,20,18,24,18,6,6,6,5,6,6,6,6,4,1,39,11,2,1,7,51725,0
1,1,34,2,10,10,30,20,10,20,6,8,3.335374905,8,6,8,2,2,1,28,1,2,1,7,55419,1
1,1,22,2,15,20,20,20,15,10,10,7,9,9,7,8,10,5,1,28,1,2,1,7,55419,1
1,0,23,3,10,25,20,10,20,15,7,9,9,7.049736133,9,9,8,2,1,28,1,2,1,7,55419,1
1,0,26,4,10,20,15,20,20,15,7,7,7,7,7,7,7,5,1,28,1,2,1,7,55419,0
1,0,27,4,10,20,20,10,20,20,8,8,7,7,8,8,7,2,1,28,1,2,1,7,55419,1
1,1,28,2,10,10,20,20,20,20,8,8,8,9,7,8,9,7,1,28,1,2,1,7,55419,1
1,0,25,6,20,20,20,20,10,10,8,8,10,10,10,10,9,8,1,28,1,2,1,7,55419,1
1,0,35,3,10,32,20,12,11,15,8,7,7,8,8,8,7,4,1,28,1,2,1,7,55419,1
1,0,32,3,30,30,30,5,0,5,7,5,7,5,7,6,7,5,1,28,1,2,1,7,55419,1
1,1,30,2,20,25,15,15,15,10,8,7,5,6,6,7,7,6,1,28,1,2,1,7,55419,1
1,1,22,2,15,20,20,20,5,20,7,6,5,5,5,6,6,5,1,28,1,2,1,7,55419,1
1,1,23,2,15,15,20,15,15,20,8,8,7,8,7,7,6,8,1,28,1,2,1,7,55419,1
1,1,23,2,15,15,20,15,20,15,8,10,8,10,8,10,10,8,1,28,1,2,1,7,55419,1
1,1,27,2,25,15,20,20,20,0,9,9,9,9,9,9,9,10,1,28,1,2,1,7,55419,1
1,0,23,4,15,21,18,18,10,18,7,8,4,5,6,7,7,4,1,28,1,2,1,7,55419,1
1,0,25,6,15,3,50,20,2,10,8,7,5.026122319,8,8,8,8,6,0,28,1,2,1,7,55419,1
1,1,29,2,10,20,20,20,20,10,10,10,9,9,10,9,9,9,1,28,1,2,1,7,55419,1
1,0,34,2,10,10,30,20,10,20,1,10,6.993881125,7.717976524,7.689709907,9.412911633,1,1,1,30,8,6,8,2,48529.63396,0
1,0,22,2,15,20,20,20,15,10,4,6,5.81339789,5.805942557,4,6,4,7,1,30,8,6,8,2,7913.289773,0
1,0,23,3,10,25,20,10,20,15,2,9,1.842508678,6.031722578,4,9,5,1,1,30,8,6,8,2,33239.09857,0
1,0,26,4,10,20,15,20,20,15,4,6,4,6,6,6,5,5,1,30,8,6,8,2,54663.49124,0
1,0,27,4,10,20,20,10,20,20,6,8,7,8,7,8,7,7,1,30,8,6,8,2,36953.45406,0
1,0,28,2,10,10,20,20,20,20,3,8,5,7,6,8,7,8,1,30,8,6,8,2,45796.55889,0
1,1,25,6,20,20,20,20,10,10,5,10,8,10,9,10,9,8,1,30,8,6,8,2,32565.62189,1
1,0,35,3,10,32,20,12,11,15,4,8,3,5,4,7,4,2,1,30,8,6,8,2,19287.86946,0
1,0,32,3,30,30,30,5,0,5,2,5,5,7,4,7,3,4,1,30,8,6,8,2,53071.18183,0
1,0,30,2,20,25,15,15,15,10,5,8,3,8,5,8,7,6,1,30,8,6,8,2,14437.66537,0
1,0,22,2,15,20,20,20,5,20,7,6,5,5,5,6,6,5,1,30,8,6,8,2,58537.00632,1
1,0,23,2,15,15,20,15,15,20,3,10,5,9,5,9,4,9,1,30,8,6,8,2,45356.08754,0
1,0,23,2,15,15,20,15,20,15,4,10,9,10,6,10,7,8,1,30,8,6,8,2,34865.02172,0
1,0,27,2,25,15,20,20,20,0,8,9,9,9,10,10,10,10,1,30,8,6,8,2,15324.54309,1
1,0,23,4,15,21,18,18,10,18,5,8,4,7,6,8,6,1,1,30,8,6,8,2,14130.47728,1
1,1,25,6,15,3,50,20,2,10,6,7,3.087012666,7,7,8,6,2,1,30,8,6,8,2,31748.28976,0
1,0,29,2,10,20,20,20,20,10,6,8,5,9,4,9,6,6,1,30,8,6,8,2,26226.91648,0
1,0,29,2,14,20,18,24,18,6,7,7,7,7,7,7,7.5,6,1,30,8,6,8,2,53027.93341,1
1,0,34,2,10,10,30,20,10,20,1,10,4.365538051,6.21512835,4.583102184,5,2,2,0,22,8,4,3,2,22825.13991,0
1,0,22,2,15,20,20,20,15,10,3,5,2,5.294743065,3,6,3,6,1,22,8,4,3,2,65325.83583,0
1,0,23,3,10,25,20,10,20,15,2,9,2,9,2,9,5,2,1,22,8,4,3,2,20116.48685,0
1,1,26,4,10,20,15,20,20,15,4,6,5,5,5,6,5,5,1,22,8,4,3,2,349.0726027,0
1,1,27,4,10,20,20,10,20,20,6,8,6,8,6,7,7,8,1,22,8,4,3,2,21766.31514,0
1,0,28,2,10,10,20,20,20,20,3,8,2,9,2,9,4,3,1,22,8,4,3,2,49219.59496,0
1,0,25,6,20,20,20,20,10,10,5,10,7,8,8,10,9,8,1,22,8,4,3,2,42807.62321,0
1,0,35,3,10,32,20,12,11,15,5,8,6,8,7,8,7,3,1,22,8,4,3,2,48074.503,0
1,0,32,3,30,30,30,5,0,5,3,7,5,2,2,7,4,5,1,22,8,4,3,2,34271.67692,0
1,0,30,2,20,25,15,15,15,10,4,7,3,8,4,9,3,4,1,22,8,4,3,2,23798.17865,0
1,0,22,2,15,20,20,20,5,20,6,7,4,7,5,7,6,6,1,22,8,4,3,2,6438.101776,0
1,0,23,2,15,15,20,15,15,20,1,3,1,4,2,4,1,7,1,22,8,4,3,2,67539.33541,0
1,0,23,2,15,15,20,15,20,15,3,10,2,10,3,10,3,4,1,22,8,4,3,2,20376.91569,0
1,0,27,2,25,15,20,20,20,0,5,9,6,6,6,8,5,5,1,22,8,4,3,2,56216.37515,0
1,1,23,4,15,21,18,18,10,18,4,8,4,5,4,8,4,1,1,22,8,4,3,2,17537.45767,0
1,0,25,6,15,3,50,20,2,10,4,7,4,7,5,8,4,2,1,22,8,4,3,2,48868.39922,0
1,0,29,2,10,20,20,20,20,10,6,9,8,9,8,10,7,9,1,22,8,4,3,2,46808.64465,0
1,0,29,2,14,20,18,24,18,6,7,6,6,7,6,7,6.5,6,1,22,8,4,3,2,56226.2613,0
1,1,22,2,15,20,20,20,15,10,6,7,6,4,7,6,7,6,1,32,10,2,2,2,54163.9953,1
1,0,23,3,10,25,20,10,20,15,3,8,8,5.351854151,3.922038899,8,8,2,1,32,10,2,2,2,29601.42124,0
1,0,26,4,10,20,15,20,20,15,2,2,2,2,2,2,2,2,1,32,10,2,2,2,27276.28952,0
1,0,27,4,10,20,20,10,20,20,8,8,9,8,8,8,9,8,0,32,10,2,2,2,39552.82599,1
1,1,28,2,10,10,20,20,20,20,2,8,1,7,1,10,2,5,1,32,10,2,2,2,46413.8012,0
1,0,25,6,20,20,20,20,10,10,4,10,6,8,6,9,7,8,1,32,10,2,2,2,52438.27787,0
1,0,35,3,10,32,20,12,11,15,5,7,4,7,6,8,6,3,1,32,10,2,2,2,51178.34764,0
1,0,32,3,30,30,30,5,0,5,4,5,3,7,3,6,4,3,1,32,10,2,2,2,41557.23132,0
1,1,30,2,20,25,15,15,15,10,5,8,3,5,6,8,5,5,1,32,10,2,2,2,36829.44848,0
1,1,22,2,15,20,20,20,5,20,5,8,4,5,5,6,6,4,1,32,10,2,2,2,39519.23622,0
1,1,23,2,15,15,20,15,15,20,2,3,2,4,5,4,1,7,1,32,10,2,2,2,43296.17521,0
1,1,23,2,15,15,20,15,20,15,2,10,1,10,1,10,2,4,1,32,10,2,2,2,40599.98212,0
1,1,27,2,25,15,20,20,20,0,6,10,5,7,6,9,5,5,1,32,10,2,2,2,58323.43014,0
1,0,23,4,15,21,18,18,10,18,5,7,5,6,5,6,5,4,1,32,10,2,2,2,33859.34453,0
1,0,25,6,15,3,50,20,2,10,4,6,3,5,6,7,5,2,1,32,10,2,2,2,6950.541678,0
1,1,29,2,10,20,20,20,20,10,4,8,6,8,7,9,7,5,1,32,10,2,2,2,46389.62538,0
