,gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,income,career_c,dec_o
2367,0,1,25,4,20.93,16.28,23.26,16.28,11.63,11.63,7.0,8.0,8.0,6.0,7.0,8.0,8.0,7.0,1,24,8,4,2,2,,7.0,1
2368,0,0,34,2,16.67,16.67,16.67,16.67,16.67,16.67,10.0,10.0,10.0,8.0,10.0,9.0,9.0,6.0,1,22,4,1,7,8,"31,143.00",7.0,0
2369,0,0,25,4,16.98,15.09,16.98,16.98,18.87,15.09,9.0,10.0,8.0,8.0,8.0,5.0,9.0,10.0,1,22,4,1,7,8,"31,143.00",7.0,1
2370,0,0,24,4,19.44,19.44,22.22,16.67,11.11,11.11,6.0,8.0,8.0,,8.0,,5.0,4.0,1,22,4,1,7,8,"31,143.00",7.0,1
2371,0,0,26,2,16.98,16.98,18.87,16.98,13.21,16.98,,,,,,,,,0,22,4,1,7,8,"31,143.00",7.0,0
2372,0,0,21,2,15.56,11.11,22.22,15.56,20.0,15.56,6.0,7.0,5.0,6.0,2.0,5.0,3.0,2.0,1,22,4,1,7,8,"31,143.00",7.0,1
2373,0,0,27,6,16.98,16.98,16.98,16.98,16.98,15.09,6.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,1,22,4,1,7,8,"31,143.00",7.0,0
2374,0,0,25,2,15.56,20.0,20.0,20.0,13.33,11.11,6.0,9.0,,9.0,,,7.0,6.0,1,22,4,1,7,8,"31,143.00",7.0,1
2375,0,0,28,2,20.45,20.45,20.45,18.18,18.18,2.27,8.0,8.0,8.0,8.0,8.0,5.0,7.0,7.0,1,22,4,1,7,8,"31,143.00",7.0,1
2376,0,0,24,2,19.57,19.57,15.22,17.39,15.22,13.04,7.0,7.0,6.0,5.0,6.0,3.0,3.0,2.0,1,22,4,1,7,8,"31,143.00",7.0,0
2377,0,0,25,4,20.93,16.28,23.26,16.28,11.63,11.63,8.0,10.0,8.0,6.0,9.0,9.0,8.0,7.0,1,22,4,1,7,8,"31,143.00",7.0,1
2378,0,0,34,2,16.67,16.67,16.67,16.67,16.67,16.67,8.0,10.0,10.0,8.0,9.0,6.0,7.0,5.0,1,22,4,1,7,5,,7.0,0
2379,0,0,25,4,16.98,15.09,16.98,16.98,18.87,15.09,6.0,8.0,9.0,9.0,9.0,5.0,9.0,9.0,0,22,4,1,7,5,,7.0,1
2380,0,0,24,4,19.44,19.44,22.22,16.67,11.11,11.11,5.0,7.0,6.0,5.0,5.0,,4.0,3.0,1,22,4,1,7,5,,7.0,0
2381,0,0,26,2,16.98,16.98,18.87,16.98,13.21,16.98,,,,,,,5.0,6.0,1,22,4,1,7,5,,7.0,0
2382,0,0,21,2,15.56,11.11,22.22,15.56,20.0,15.56,5.0,7.0,7.0,6.0,7.0,5.0,2.0,1.0,1,22,4,1,7,5,,7.0,0
2383,0,0,27,6,16.98,16.98,16.98,16.98,16.98,15.09,5.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,1,22,4,1,7,5,,7.0,0
2384,0,0,25,2,15.56,20.0,20.0,20.0,13.33,11.11,7.0,5.0,7.0,7.0,,,6.0,4.0,1,22,4,1,7,5,,7.0,1
2385,0,0,28,2,20.45,20.45,20.45,18.18,18.18,2.27,5.0,7.0,7.0,7.0,8.0,5.0,6.0,5.0,1,22,4,1,7,5,,7.0,0
2386,0,0,24,2,19.57,19.57,15.22,17.39,15.22,13.04,3.0,8.0,7.0,6.0,7.0,3.0,5.0,4.0,1,22,4,1,7,5,,7.0,0
2387,0,0,25,4,20.93,16.28,23.26,16.28,11.63,11.63,3.0,9.0,7.0,6.0,8.0,6.0,8.0,8.0,1,22,4,1,7,5,,7.0,0
2388,0,1,34,2,16.67,16.67,16.67,16.67,16.67,16.67,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,1,24,11,2,1,1,,7.0,1
2389,0,0,25,4,16.98,15.09,16.98,16.98,18.87,15.09,6.0,6.0,6.0,7.0,6.0,10.0,6.0,10.0,1,24,11,2,1,1,,7.0,0
2390,0,0,24,4,19.44,19.44,22.22,16.67,11.11,11.11,7.0,7.0,6.0,6.0,5.0,3.0,4.0,3.0,1,24,11,2,1,1,,7.0,0
2391,0,1,26,2,16.98,16.98,18.87,16.98,13.21,16.98,4.0,,,1.0,,1.0,1.0,2.0,1,24,11,2,1,1,,7.0,0
2392,0,1,21,2,15.56,11.11,22.22,15.56,20.0,15.56,4.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1,24,11,2,1,1,,2.0,0
2393,0,0,27,6,16.98,16.98,16.98,16.98,16.98,15.09,6.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,1,24,11,2,1,1,,2.0,0
2394,0,1,25,2,15.56,20.0,20.0,20.0,13.33,11.11,8.0,3.0,8.0,8.0,4.0,1.0,6.0,6.0,0,24,11,2,1,1,,2.0,1
2395,0,1,28,2,20.45,20.45,20.45,18.18,18.18,2.27,5.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,1,24,11,2,1,1,,2.0,0
2396,0,1,24,2,19.57,19.57,15.22,17.39,15.22,13.04,5.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,1,24,11,2,1,1,,2.0,0
2397,0,0,25,4,20.93,16.28,23.26,16.28,11.63,11.63,6.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,1,24,11,2,1,1,,2.0,0
2398,1,0,29,4,9.52,23.81,16.67,16.67,16.67,16.67,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,34,8,2,1,1,"32,129.00",2.0,1
2399,1,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,0,34,8,2,1,1,"32,129.00",2.0,1
2400,1,0,28,4,13.04,21.74,19.57,17.39,15.22,13.04,7.0,7.0,8.0,6.0,7.0,5.0,6.0,3.0,1,34,8,2,1,1,"32,129.00",2.0,1
2401,1,1,22,2,15.09,16.98,16.98,16.98,18.87,15.09,5.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,1,34,8,2,1,1,"32,129.00",2.0,1
2402,1,0,35,4,15.22,17.39,17.39,17.39,15.22,17.39,5.0,7.0,7.0,5.0,,4.0,7.0,2.0,0,34,8,2,1,1,"32,129.00",2.0,0
2403,1,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,3.0,7.0,6.0,4.0,6.0,7.0,2.0,5.0,1,34,8,2,1,1,"32,129.00",2.0,0
2404,1,0,24,4,15.38,17.31,17.31,19.23,13.46,17.31,7.0,8.0,7.0,8.0,7.0,6.0,8.0,8.0,1,34,8,2,1,1,"32,129.00",2.0,1
2405,1,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,8.0,9.0,8.0,9.0,10.0,7.0,7.0,7.0,1,34,8,2,1,1,"32,129.00",2.0,1
2406,1,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,7.0,8.0,8.0,8.0,9.0,8.0,8.0,6.0,1,34,8,2,1,1,"32,129.00",2.0,1
2407,1,1,24,2,20.0,22.5,17.5,22.5,10.0,7.5,8.0,9.0,9.0,7.0,6.0,9.0,7.0,9.0,1,34,8,2,1,1,"32,129.00",2.0,1
2408,1,1,29,4,9.52,23.81,16.67,16.67,16.67,16.67,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,1,25,2,4,3,4,,7.0,0
2409,1,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,2.0,7.0,7.0,5.0,7.0,2.0,2.0,7.0,1,25,2,4,3,4,,7.0,0
2410,1,1,28,4,13.04,21.74,19.57,17.39,15.22,13.04,6.0,5.0,6.0,6.0,7.0,4.0,6.0,2.0,1,25,2,4,3,4,,7.0,0
2411,1,0,22,2,15.09,16.98,16.98,16.98,18.87,15.09,2.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,1,25,2,4,3,4,,7.0,0
2412,1,1,35,4,15.22,17.39,17.39,17.39,15.22,17.39,7.0,7.0,7.0,6.0,,,5.0,6.0,1,25,2,4,3,4,,7.0,1
2413,1,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,4.0,6.0,6.0,5.0,6.0,6.0,2.0,5.0,1,25,2,4,3,4,,7.0,0
2414,1,1,24,4,15.38,17.31,17.31,19.23,13.46,17.31,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1,25,2,4,3,4,,7.0,0
2415,1,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,6.0,8.0,9.0,6.0,10.0,6.0,6.0,6.0,1,25,2,4,3,4,,7.0,1
2416,1,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,7.0,7.0,8.0,9.0,8.0,8.0,6.0,6.0,1,25,2,4,3,4,,7.0,0
2417,1,0,24,2,20.0,22.5,17.5,22.5,10.0,7.5,7.0,6.0,7.0,6.0,6.0,7.0,7.0,5.0,1,25,2,4,3,4,,7.0,0
2418,1,1,29,4,9.52,23.81,16.67,16.67,16.67,16.67,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1,24,5,4,4,3,"44,195.00",7.0,1
2419,1,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,2.0,8.0,8.0,7.0,8.0,6.0,4.0,7.0,1,24,5,4,4,3,"44,195.00",7.0,0
2420,1,1,28,4,13.04,21.74,19.57,17.39,15.22,13.04,7.0,8.0,7.0,6.0,5.0,6.0,7.0,5.0,1,24,5,4,4,3,"44,195.00",7.0,1
2421,1,0,22,2,15.09,16.98,16.98,16.98,18.87,15.09,2.0,6.0,7.0,2.0,4.0,2.0,3.0,5.0,1,24,5,4,4,3,"44,195.00",7.0,0
2422,1,1,35,4,15.22,17.39,17.39,17.39,15.22,17.39,5.0,7.0,7.0,5.0,,,6.0,7.0,1,24,5,4,4,3,"44,195.00",7.0,1
2423,1,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,4.0,8.0,7.0,6.0,6.0,7.0,3.0,5.0,1,24,5,4,4,3,"44,195.00",7.0,0
2424,1,1,24,4,15.38,17.31,17.31,19.23,13.46,17.31,6.0,7.0,7.0,5.0,5.0,6.0,7.0,7.0,1,24,5,4,4,3,"44,195.00",7.0,0
2425,1,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,8.0,8.0,9.0,7.0,9.0,7.0,7.0,7.0,1,24,5,4,4,3,"44,195.00",7.0,1
2426,1,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,6.0,8.0,10.0,9.0,10.0,8.0,8.0,6.0,1,24,5,4,4,3,"44,195.00",7.0,0
2427,1,0,24,2,20.0,22.5,17.5,22.5,10.0,7.5,8.0,8.0,8.0,7.0,6.0,5.0,8.0,5.0,1,24,5,4,4,3,"44,195.00",7.0,0
2428,1,0,29,4,9.52,23.81,16.67,16.67,16.67,16.67,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,1,26,8,2,10,5,,7.0,1
2429,1,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,4.0,6.0,7.0,7.0,6.0,7.0,4.0,5.0,1,26,8,2,10,5,,7.0,0
2430,1,0,28,4,13.04,21.74,19.57,17.39,15.22,13.04,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,1,26,8,2,10,5,,7.0,0
2431,1,1,22,2,15.09,16.98,16.98,16.98,18.87,15.09,4.0,6.0,7.0,5.0,,4.0,4.0,5.0,0,26,8,2,10,5,,7.0,0
2432,1,0,35,4,15.22,17.39,17.39,17.39,15.22,17.39,4.0,7.0,7.0,5.0,,,4.0,5.0,1,26,8,2,10,5,,7.0,0
2433,1,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,4.0,8.0,7.0,6.0,6.0,7.0,3.0,5.0,1,26,8,2,10,5,,7.0,0
2434,1,0,24,4,15.38,17.31,17.31,19.23,13.46,17.31,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1,26,8,2,10,5,,7.0,0
2435,1,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1,26,8,2,10,5,,7.0,0
2436,1,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,6.0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,1,26,8,2,10,5,,7.0,0
2437,1,1,24,2,20.0,22.5,17.5,22.5,10.0,7.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1,26,8,2,10,5,,7.0,0
2438,1,0,29,4,9.52,23.81,16.67,16.67,16.67,16.67,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,1,21,5,2,1,1,"46,837.00",7.0,1
2439,1,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,4.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,1,21,5,2,1,1,"46,837.00",7.0,1
2440,1,0,28,4,13.04,21.74,19.57,17.39,15.22,13.04,7.0,5.0,6.0,8.0,6.0,4.0,4.0,2.0,1,21,5,2,1,1,"46,837.00",7.0,0
2441,1,1,22,2,15.09,16.98,16.98,16.98,18.87,15.09,1.0,6.0,6.0,3.0,4.0,2.0,3.0,5.0,1,21,5,2,1,1,"46,837.00",7.0,0
2442,1,0,35,4,15.22,17.39,17.39,17.39,15.22,17.39,5.0,6.0,7.0,5.0,,,5.0,6.0,1,21,5,2,1,1,"46,837.00",7.0,0
2443,1,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,4.0,8.0,7.0,6.0,7.0,6.0,3.0,5.0,1,21,5,2,1,1,"46,837.00",7.0,0
2444,1,0,24,4,15.38,17.31,17.31,19.23,13.46,17.31,7.0,8.0,8.0,7.0,8.0,5.0,7.0,7.0,1,21,5,2,1,1,"46,837.00",7.0,0
2445,1,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,21,5,2,1,1,"46,837.00",7.0,0
2446,1,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,1.0,7.0,8.0,9.0,10.0,9.0,10.0,6.0,1,21,5,2,1,1,"46,837.00",7.0,0
2447,1,1,24,2,20.0,22.5,17.5,22.5,10.0,7.5,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,1,21,5,2,1,1,"46,837.00",7.0,0
2448,1,0,29,4,9.52,23.81,16.67,16.67,16.67,16.67,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,1,27,1,6,6,1,,4.0,1
2449,1,1,23,6,12.24,20.41,16.33,14.29,20.41,16.33,4.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,1,27,1,6,6,1,,4.0,1
2450,1,0,28,4,13.04,21.74,19.57,17.39,15.22,13.04,6.0,7.0,7.0,5.0,5.0,3.0,5.0,1.0,1,27,1,6,6,1,,4.0,0
2451,1,0,22,2,15.09,16.98,16.98,16.98,18.87,15.09,4.0,6.0,6.0,3.0,5.0,4.0,5.0,4.0,1,27,1,6,6,1,,4.0,0
2452,1,0,35,4,15.22,17.39,17.39,17.39,15.22,17.39,7.0,7.0,7.0,5.0,,,6.0,6.0,1,27,1,6,6,1,,4.0,1
2453,1,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,4.0,8.0,7.0,5.0,7.0,7.0,5.0,5.0,1,27,1,6,6,1,,4.0,0
2454,1,0,24,4,15.38,17.31,17.31,19.23,13.46,17.31,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,1,27,1,6,6,1,,4.0,0
2455,1,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,5.0,10.0,8.0,8.0,9.0,4.0,4.0,4.0,1,27,1,6,6,1,,4.0,1
2456,1,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,6.0,8.0,8.0,8.0,9.0,8.0,6.0,6.0,1,27,1,6,6,1,,4.0,0
2457,1,0,24,2,20.0,22.5,17.5,22.5,10.0,7.5,6.0,8.0,8.0,7.0,6.0,9.0,5.0,6.0,1,27,1,6,6,1,,4.0,0
2458,1,0,29,4,9.52,23.81,16.67,16.67,16.67,16.67,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,1,25,13,2,1,1,,2.0,1
2459,1,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,1,25,13,2,1,1,,2.0,1
2460,1,0,28,4,13.04,21.74,19.57,17.39,15.22,13.04,8.0,7.0,6.0,8.0,6.0,2.0,7.0,2.0,1,25,13,2,1,1,,2.0,0
2461,1,1,22,2,15.09,16.98,16.98,16.98,18.87,15.09,6.0,7.0,7.0,8.0,8.0,3.0,7.0,5.0,0,25,13,2,1,1,,2.0,1
2462,1,0,35,4,15.22,17.39,17.39,17.39,15.22,17.39,7.0,5.0,7.0,7.0,5.0,,6.0,5.0,1,25,13,2,1,1,,2.0,1
2463,1,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,1,25,13,2,1,1,,2.0,1
2464,1,0,24,4,15.38,17.31,17.31,19.23,13.46,17.31,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,1,25,13,2,1,1,,2.0,0
2465,1,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,5.0,5.0,6.0,10.0,5.0,4.0,4.0,4.0,1,25,13,2,1,1,,2.0,1
2466,1,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,7.0,8.0,9.0,9.0,9.0,8.0,8.0,6.0,1,25,13,2,1,1,,2.0,0
2467,1,1,24,2,20.0,22.5,17.5,22.5,10.0,7.5,7.0,7.0,7.0,9.0,9.0,9.0,9.0,5.0,0,25,13,2,1,1,,2.0,0
2468,1,0,29,4,9.52,23.81,16.67,16.67,16.67,16.67,5.0,6.0,5.0,7.0,7.0,6.0,6.0,8.0,1,28,8,2,6,1,,7.0,1
2469,1,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,1.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,1,28,8,2,6,1,,7.0,1
2470,1,0,28,4,13.04,21.74,19.57,17.39,15.22,13.04,8.0,6.0,7.0,8.0,7.0,6.0,5.0,5.0,1,28,8,2,6,1,,7.0,1
2471,1,1,22,2,15.09,16.98,16.98,16.98,18.87,15.09,7.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,1,28,8,2,6,1,,7.0,1
2472,1,0,35,4,15.22,17.39,17.39,17.39,15.22,17.39,8.0,7.0,7.0,7.0,7.0,,7.0,7.0,1,28,8,2,6,1,,7.0,1
2473,1,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,4.0,7.0,6.0,4.0,6.0,5.0,4.0,5.0,1,28,8,2,6,1,,7.0,0
2474,1,0,24,4,15.38,17.31,17.31,19.23,13.46,17.31,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,1,28,8,2,6,1,,7.0,0
2475,1,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,8.0,9.0,8.0,8.0,8.0,4.0,6.0,5.0,1,28,8,2,6,1,,7.0,1
2476,1,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,9.0,9.0,9.0,9.0,9.0,8.0,9.0,6.0,0,28,8,2,6,1,,7.0,1
2477,1,1,24,2,20.0,22.5,17.5,22.5,10.0,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,1,28,8,2,6,1,,7.0,1
2478,1,0,29,4,9.52,23.81,16.67,16.67,16.67,16.67,6.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,1,24,8,2,2,7,"97,972.00",2.0,1
2479,1,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,1.0,5.0,7.0,8.0,7.0,8.0,7.0,5.0,1,24,8,2,2,7,"97,972.00",2.0,0
2480,1,0,28,4,13.04,21.74,19.57,17.39,15.22,13.04,8.0,7.0,9.0,6.0,7.0,7.0,7.0,4.0,1,24,8,2,2,7,"97,972.00",2.0,1
2481,1,1,22,2,15.09,16.98,16.98,16.98,18.87,15.09,7.0,7.0,8.0,8.0,8.0,7.0,7.0,6.0,1,24,8,2,2,7,"97,972.00",2.0,1
2482,1,0,35,4,15.22,17.39,17.39,17.39,15.22,17.39,6.0,6.0,7.0,5.0,,,5.0,4.0,1,24,8,2,2,7,"97,972.00",2.0,0
2483,1,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,1,24,8,2,2,7,"97,972.00",2.0,0
2484,1,0,24,4,15.38,17.31,17.31,19.23,13.46,17.31,9.0,8.0,8.0,9.0,8.0,9.0,8.0,7.0,1,24,8,2,2,7,"97,972.00",2.0,1
2485,1,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,6.0,4.0,4.0,9.0,5.0,9.0,6.0,5.0,1,24,8,2,2,7,"97,972.00",2.0,0
2486,1,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,8.0,9.0,9.0,9.0,9.0,8.0,9.0,6.0,1,24,8,2,2,7,"97,972.00",2.0,1
2487,1,1,24,2,20.0,22.5,17.5,22.5,10.0,7.5,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,1,24,8,2,2,7,"97,972.00",2.0,1
2488,1,1,29,4,9.52,23.81,16.67,16.67,16.67,16.67,6.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,1,25,1,4,2,2,"35,960.00",4.0,1
2489,1,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,4.0,6.0,7.0,6.0,7.0,7.0,4.0,7.0,0,25,1,4,2,2,"35,960.00",4.0,1
2490,1,1,28,4,13.04,21.74,19.57,17.39,15.22,13.04,7.0,8.0,8.0,6.0,7.0,6.0,7.0,5.0,1,25,1,4,2,2,"35,960.00",4.0,1
2491,1,0,22,2,15.09,16.98,16.98,16.98,18.87,15.09,5.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,1,25,1,4,2,2,"35,960.00",4.0,0
2492,1,1,35,4,15.22,17.39,17.39,17.39,15.22,17.39,7.0,8.0,8.0,,,,8.0,8.0,1,25,1,4,2,2,"35,960.00",4.0,1
2493,1,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,5.0,7.0,7.0,8.0,8.0,7.0,5.0,5.0,1,25,1,4,2,2,"35,960.00",4.0,0
2494,1,1,24,4,15.38,17.31,17.31,19.23,13.46,17.31,7.0,7.0,7.0,8.0,6.0,5.0,6.0,6.0,1,25,1,4,2,2,"35,960.00",4.0,0
2495,1,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,8.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,1,25,1,4,2,2,"35,960.00",4.0,1
2496,1,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,5.0,8.0,9.0,9.0,9.0,6.0,8.0,6.0,1,25,1,4,2,2,"35,960.00",4.0,0
2497,1,0,24,2,20.0,22.5,17.5,22.5,10.0,7.5,7.0,8.0,7.0,6.0,6.0,6.0,8.0,5.0,1,25,1,4,2,2,"35,960.00",4.0,0
2498,0,1,23,2,17.02,21.28,17.02,21.28,14.89,8.51,7.0,8.0,6.0,7.0,8.0,3.0,5.0,4.0,1,24,3,2,9,9,"65,708.00",6.0,0
2499,0,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,3.0,4.0,4.0,3.0,3.0,4.0,2.0,6.0,1,24,3,2,9,9,"65,708.00",6.0,0
2500,0,1,27,2,7.5,17.5,20.0,22.5,12.5,20.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,1,24,3,2,9,9,"65,708.00",6.0,0
2501,0,1,26,2,21.28,17.02,21.28,12.77,6.38,21.28,3.0,9.0,9.0,4.0,7.0,6.0,6.0,7.0,1,24,3,2,9,9,"65,708.00",6.0,0
2502,0,1,24,2,20.51,5.13,23.08,12.82,17.95,20.51,2.0,6.0,4.0,5.0,4.0,4.0,3.0,2.0,1,24,3,2,9,9,"65,708.00",6.0,0
2503,0,1,26,2,16.28,16.28,18.6,16.28,16.28,16.28,3.0,7.0,,3.0,4.0,5.0,5.0,4.0,1,24,3,2,9,9,"65,708.00",6.0,0
2504,0,0,25,6,16.67,16.67,16.67,16.67,14.81,18.52,5.0,8.0,8.0,7.0,9.0,0.0,2.0,1.0,1,24,3,2,9,9,"65,708.00",6.0,0
2505,0,0,27,4,15.56,17.78,17.78,17.78,17.78,13.33,4.0,3.0,6.0,7.0,6.0,5.0,6.0,3.0,1,24,3,2,9,9,"65,708.00",6.0,1
2506,0,1,27,2,9.52,19.05,23.81,19.05,4.76,23.81,7.0,4.0,4.0,4.0,7.0,2.0,4.0,3.0,1,24,3,2,9,9,"65,708.00",6.0,0
2507,0,1,28,2,17.39,17.39,19.57,19.57,10.87,15.22,7.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0,1,24,3,2,9,9,"65,708.00",6.0,1
2508,0,1,32,2,17.24,17.24,17.24,17.24,13.79,17.24,5.0,8.0,7.0,7.0,6.0,7.0,7.0,5.0,1,24,3,2,9,9,"65,708.00",7.0,0
2509,0,0,28,3,14.71,14.71,14.71,14.71,20.59,20.59,6.0,4.0,5.0,5.0,3.0,4.0,4.0,6.0,1,24,3,2,9,9,"65,708.00",7.0,0
2510,0,1,23,2,25.64,17.95,15.38,20.51,10.26,10.26,4.0,5.0,5.0,4.0,5.0,4.0,4.0,7.0,1,24,3,2,9,9,"65,708.00",7.0,0
2511,0,1,26,2,20.0,16.0,18.0,16.0,16.0,14.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,1,24,3,2,9,9,"65,708.00",7.0,0
2512,0,0,24,4,13.51,18.92,21.62,13.51,13.51,18.92,6.0,7.0,6.0,4.0,6.0,5.0,5.0,3.0,1,24,3,2,9,9,"65,708.00",7.0,0
2513,0,1,28,2,21.43,16.67,21.43,16.67,11.9,11.9,1.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,1,24,3,2,9,9,"65,708.00",7.0,0
2514,0,1,42,2,23.81,23.81,23.81,23.81,2.38,2.38,3.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1,24,3,2,9,9,"65,708.00",7.0,0
2515,0,0,30,3,18.6,20.93,23.26,23.26,2.33,11.63,5.0,4.0,6.0,5.0,6.0,4.0,4.0,5.0,1,24,3,2,9,9,"65,708.00",7.0,0
2516,0,1,31,2,17.78,17.78,17.78,17.78,13.33,15.56,5.0,5.0,5.0,4.0,3.0,5.0,5.0,2.0,1,24,3,2,9,9,"65,708.00",7.0,0
2517,0,0,29,4,14.0,20.0,18.0,16.0,14.0,18.0,6.0,7.0,8.0,7.0,8.0,,6.0,4.0,1,24,3,2,9,9,"65,708.00",7.0,1
2518,0,1,23,2,17.02,21.28,17.02,21.28,14.89,8.51,9.0,8.0,7.0,7.0,7.0,5.0,7.0,0.0,0,27,10,2,3,9,"49,466.00",6.0,0
2519,0,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,5.0,9.0,8.0,9.0,7.0,9.0,8.0,8.0,1,27,10,2,3,9,"49,466.00",6.0,1
2520,0,1,27,2,7.5,17.5,20.0,22.5,12.5,20.0,7.0,7.0,9.0,8.0,8.0,4.0,7.0,4.0,1,27,10,2,3,9,"49,466.00",6.0,1
2521,0,1,26,2,21.28,17.02,21.28,12.77,6.38,21.28,6.0,5.0,9.0,4.0,6.0,5.0,7.0,8.0,0,27,10,2,3,9,"49,466.00",6.0,1
2522,0,1,24,2,20.51,5.13,23.08,12.82,17.95,20.51,6.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,1,27,10,2,3,9,"49,466.00",6.0,1
