gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,income,career_c,dec_o
0,0,26,3,10,20,20,22,6,22,8,8,9,8,,8,9,7,1,22,3,2,1,1,"55,223.00",2,1
0,1,29,2,50,7,20,23,0,0,8,8,8,8,8,7,7,7,1,22,3,2,1,1,"55,223.00",2,1
0,1,39,2,40,20,15,20,0,5,10,10,10,10,,10,10,4,1,22,3,2,1,1,"55,223.00",2,1
0,1,28,2,30,30,20,10,10,0,5,8,7,4,8,5,6,8,1,22,3,2,1,1,"55,223.00",2,0
0,0,30,6,20,25,25,15,5,10,8,10,9,9,7,8,8,3,1,22,3,2,1,1,"55,223.00",2,1
0,0,22,4,40,8,10,12,10,20,9,8,8,9,,6,9,6,1,22,3,2,1,1,"55,223.00",2,1
0,1,32,2,30,10,30,20,10,0,6,8,8,8,8,5,7,7,1,22,3,2,1,1,"55,223.00",2,1
0,1,26,2,40,5,20,10,10,15,6,7,7,7,7,6,7,5,1,22,3,2,1,1,"55,223.00",2,0
0,1,27,2,20,15,25,15,20,5,7,7,7,8,7,6,7,7,1,22,3,2,1,1,"55,223.00",2,1
0,0,25,1,30,15,20,20,0,5,8,8,8,8,7,6,7,5,1,22,3,2,1,1,"55,223.00",2,1
0,0,22,3,10,20,35,10,5,20,8,6,7,8,9,1,7,6,1,22,3,2,1,1,"55,223.00",2,0
0,1,21,2,19,24,21,23,5,8,8,8,8,7,8,8,8,8,1,22,3,2,1,1,"55,223.00",2,1
0,1,24,2,10,20,35,20,0,15,8,6,8,7,7,5,8,2,1,22,3,2,1,1,"55,223.00",2,1
0,0,25,4,15,10,30,10,5,30,7,10,8,8,7,8,7,5,1,22,3,2,1,1,"55,223.00",2,1
0,1,28,2,20,20,15,15,5,25,7,8,9,8,7,8,8,6,1,22,3,2,1,1,"55,223.00",2,1
0,0,27,4,20,20,20,20,10,10,5,6,7,4,7,3,4,3,1,22,3,2,1,1,"55,223.00",2,0
0,0,28,4,20,20,20,10,10,20,7,7,7,7,7,5,6,7,1,23,11,2,8,10,,7,0
0,1,26,2,18,18,18,19,13,14,6,7,6,6,6,6,6,4,1,23,11,2,8,10,,7,0
0,0,26,3,10,20,20,22,6,22,7,6,6,7,,,7,5,1,23,11,2,8,10,,7,0
0,1,29,2,50,7,20,23,0,0,8,8,7,7,6,5,7,4,1,23,11,2,8,10,,7,1
0,1,39,2,40,20,15,20,0,5,10,10,10,,,10,10,3,1,23,11,2,8,10,,7,1
0,1,28,2,30,30,20,10,10,0,8,8,8,8,7,4,8,9,1,23,11,2,8,10,,7,1
0,0,30,6,20,25,25,15,5,10,6,8,8,8,6,4,6,9,1,23,11,2,8,10,,7,1
0,0,22,4,40,8,10,12,10,20,8,6,6,6,,,6,3,1,23,11,2,8,10,,7,0
0,1,32,2,30,10,30,20,10,0,8,6,6,7,4,3,7,4,1,23,11,2,8,10,,7,1
0,1,26,2,40,5,20,10,10,15,8,7,7,7,7,8,8,7,1,23,11,2,8,10,,7,1
0,1,27,2,20,15,25,15,20,5,7,6,6,6,6,5,6,4,1,23,11,2,8,10,,7,0
0,0,25,1,30,15,20,20,0,5,8,7,7,6,7,5,7,1,1,23,11,2,8,10,,7,1
0,0,22,3,10,20,35,10,5,20,7,3,6,8,4,,5,2,1,23,11,2,8,10,,7,0
0,1,21,2,19,24,21,23,5,8,9,9,9,9,9,8.5,8,8,1,23,11,2,8,10,,7,1
0,1,24,2,10,20,35,20,0,15,7,7,6,6,7,3,5,4,1,23,11,2,8,10,,7,0
0,0,25,4,15,10,30,10,5,30,7,10,8,8,7,8,6,6,1,23,11,2,8,10,,7,1
0,1,28,2,20,20,15,15,5,25,7,8,8,7,9,,7,4,1,23,11,2,8,10,,7,1
0,0,27,4,20,20,20,20,10,10,7,6,7,5,5,4,5,5,1,23,11,2,8,10,,7,0
0,0,28,4,20,20,20,10,10,20,7,6,6,6,6,5,5,5,1,23,11,2,8,7,"109,031.00",4,0
0,1,26,2,18,18,18,19,13,14,6,7,7,7,7,6,7,6,1,23,11,2,8,7,"109,031.00",4,1
0,0,26,3,10,20,20,22,6,22,7,7,7,7,,,7,5,1,23,11,2,8,7,"109,031.00",4,0
0,1,29,2,50,7,20,23,0,0,6,7,6,5,7,6,5,,1,23,11,2,8,7,"109,031.00",4,0
0,1,39,2,40,20,15,20,0,5,10,10,10,10,,10,10,4,1,23,11,2,8,7,"109,031.00",4,1
0,1,28,2,30,30,20,10,10,0,6,7,5,4,5,8,6,9,1,23,11,2,8,7,"109,031.00",4,0
0,0,30,6,20,25,25,15,5,10,7,8,9,9,9,8,8,5,1,23,11,2,8,7,"109,031.00",4,0
0,0,22,4,40,8,10,12,10,20,8,8,8,7,,,7,4,1,23,11,2,8,7,"109,031.00",4,0
0,1,32,2,30,10,30,20,10,0,5,5,6,6,7,5,5,6,1,23,11,2,8,7,"109,031.00",4,0
0,1,26,2,40,5,20,10,10,15,7,6,7,6,7,6,7,5,1,23,11,2,8,7,"109,031.00",4,0
0,1,27,2,20,15,25,15,20,5,6,6,6,6,6,5,6,3,1,23,11,2,8,7,"109,031.00",4,0
0,0,25,1,30,15,20,20,0,5,7,8,8,8,7,7,7,5,1,23,11,2,8,7,"109,031.00",4,1
0,0,22,3,10,20,35,10,5,20,8,10,8,8,6,5,7,3,1,23,11,2,8,7,"109,031.00",4,1
0,1,21,2,19,24,21,23,5,8,9,9,9,9,9,9,8,8,0,23,11,2,8,7,"109,031.00",4,1
0,1,24,2,10,20,35,20,0,15,8,9,7,8,5,4,7,6,1,23,11,2,8,7,"109,031.00",4,1
0,0,25,4,15,10,30,10,5,30,7,10,7,6,6,7,5,5,1,23,11,2,8,7,"109,031.00",4,0
0,1,28,2,20,20,15,15,5,25,6,8,8,7,6,6,6,5,1,23,11,2,8,7,"109,031.00",4,0
0,0,27,4,20,20,20,20,10,10,6,6,7,5,5,4,4,3,1,23,11,2,8,7,"109,031.00",4,0
0,0,28,4,20,20,20,10,10,20,5,5,5,5,5,5,5,5,0,27,8,2,3,2,,9,0
0,1,26,2,18,18,18,19,13,14,3,5,6,4,6,3,2,1,1,27,8,2,3,2,,9,0
0,0,26,3,10,20,20,22,6,22,6,7,7,7,7,,7,7,1,27,8,2,3,2,,9,1
0,1,29,2,50,7,20,23,0,0,8,8,7,7,7,5,7,5,1,27,8,2,3,2,,9,1
0,1,39,2,40,20,15,20,0,5,10,10,10,,,,9,2,1,27,8,2,3,2,,9,1
0,1,28,2,30,30,20,10,10,0,9,8,8,7,7,6,9,9,0,27,8,2,3,2,,9,1
0,0,30,6,20,25,25,15,5,10,9,8,8,9,8,7,8,9,0,27,8,2,3,2,,9,0
0,0,22,4,40,8,10,12,10,20,8,9,9,6,9,2,6,2,1,27,8,2,3,2,,9,0
0,1,32,2,30,10,30,20,10,0,3,7,7,1,3,2,3,5,1,27,8,2,3,2,,9,0
0,1,26,2,40,5,20,10,10,15,8,7,8,7,8,5,7,6,1,27,8,2,3,2,,9,1
0,1,27,2,20,15,25,15,20,5,7,7,7,6,7,6,7,7,1,27,8,2,3,2,,9,1
0,0,25,1,30,15,20,20,0,5,7,8,9,6,8,5,7,5,1,27,8,2,3,2,,9,1
0,0,22,3,10,20,35,10,5,20,8,8,8,8,10,,8,5,1,27,8,2,3,2,,9,1
0,1,21,2,19,24,21,23,5,8,8,7,9,6,9,4,7,6,1,27,8,2,3,2,,9,0
0,1,24,2,10,20,35,20,0,15,6,5,7,6,6,4,5,3,1,27,8,2,3,2,,9,0
0,0,25,4,15,10,30,10,5,30,8,10,8,6,8,3,5,5,1,27,8,2,3,2,,9,0
0,1,28,2,20,20,15,15,5,25,5,7,8,5,9,6,6,6,1,27,8,2,3,2,,9,0
0,0,27,4,20,20,20,20,10,10,7,7,6,6,8,7,7,3,1,27,8,2,3,2,,9,0
0,1,28,4,20,20,20,10,10,20,5,6,9,3,3,3,3,3,1,23,10,4,4,1,,2,0
0,0,26,2,18,18,18,19,13,14,3,8,5,4,5,4,3,2,1,23,10,4,4,1,,2,0
0,0,26,3,10,20,20,22,6,22,6,8,7,6,6,,6,7,1,23,10,4,4,1,,2,0
0,0,29,2,50,7,20,23,0,0,3,7,8,4,9,5,4,5,1,23,10,4,4,1,,2,0
0,0,39,2,40,20,15,20,0,5,10,10,10,,10,,10,3,1,23,10,4,4,1,,2,1
0,0,28,2,30,30,20,10,10,0,6,8,8,6,5,0,5,6,0,23,10,4,4,1,,2,0
0,0,30,6,20,25,25,15,5,10,8,7,7,2,4,2,4,1,1,23,10,4,4,1,,2,0
0,1,22,4,40,8,10,12,10,20,6,9,9,6,8,6,6,5,1,23,10,4,4,1,,2,1
0,0,32,2,30,10,30,20,10,0,3,7,7,2,2,2,4,5,1,23,10,4,4,1,,2,0
0,0,26,2,40,5,20,10,10,15,6,7,8,5,5,5,5,3,1,23,10,4,4,1,,2,0
0,0,27,2,20,15,25,15,20,5,10,10,10,10,10,10,10,1,0,23,10,4,4,1,,2,0
0,0,25,1,30,15,20,20,0,5,6,7,7,5,6,5,6,3,1,23,10,4,4,1,,2,0
0,0,22,3,10,20,35,10,5,20,6,10,8,3,,4,7,7,1,23,10,4,4,1,,2,0
0,0,21,2,19,24,21,23,5,8,7,8,8,6,6,2,4,4,1,23,10,4,4,1,,2,0
0,0,24,2,10,20,35,20,0,15,6,8,7,6,5,3,5,4,1,23,10,4,4,1,,2,0
0,1,25,4,15,10,30,10,5,30,7,10,8,6,8,3,5,5,1,23,10,4,4,1,,2,1
0,0,28,2,20,20,15,15,5,25,5,6,8,4,,,5,6,1,23,10,4,4,1,,2,0
0,1,27,4,20,20,20,20,10,10,3,8,5,4,5,7,6,5,1,23,10,4,4,1,,2,0
0,0,28,4,20,20,20,10,10,20,9,8,8,8,8,5,7,5,1,25,1,6,6,8,"40,409.00",9,1
0,0,26,2,18,18,18,19,13,14,7,7,8,7,8,7,7,6,1,25,1,6,6,8,"40,409.00",9,1
0,0,26,3,10,20,20,22,6,22,8,8,8,8,8,7,8,7,1,25,1,6,6,8,"40,409.00",9,1
0,0,29,2,50,7,20,23,0,0,8,8,8,8,9,6,8,5,1,25,1,6,6,8,"40,409.00",9,1
0,0,39,2,40,20,15,20,0,5,10,10,10,,,,10,3,1,25,1,6,6,8,"40,409.00",9,1
0,0,28,2,30,30,20,10,10,0,9,8,8,7,8,8,9,9,0,25,1,6,6,8,"40,409.00",9,1
0,1,30,6,20,25,25,15,5,10,9,7,9,9,9,8,9,5,1,25,1,6,6,8,"40,409.00",9,1
0,0,22,4,40,8,10,12,10,20,8,7,7,8,,,8,6,1,25,1,6,6,8,"40,409.00",9,1
0,0,32,2,30,10,30,20,10,0,7,7,8,8,10,7,8,7,1,25,1,6,6,8,"40,409.00",9,1
0,0,26,2,40,5,20,10,10,15,8,8,8,8,8,8,8,6,1,25,1,6,6,8,"40,409.00",9,1
0,0,27,2,20,15,25,15,20,5,8,7,7,6,8,6,7,5,1,25,1,6,6,8,"40,409.00",9,0
0,0,25,1,30,15,20,20,0,5,8,8,10,9,7,7,8,10,0,25,1,6,6,8,"40,409.00",9,1
0,0,22,3,10,20,35,10,5,20,10,10,10,10,10,10,10,6,1,25,1,6,6,8,"40,409.00",9,1
0,0,21,2,19,24,21,23,5,8,8,9,8,8,8,7,9,9,1,25,1,6,6,8,"40,409.00",9,1
0,0,24,2,10,20,35,20,0,15,8,7,7,9,8,4,7,5,1,25,1,6,6,8,"40,409.00",9,1
0,0,25,4,15,10,30,10,5,30,10,10,8,7,8,5,7,5,1,25,1,6,6,8,"40,409.00",9,1
0,0,28,2,20,20,15,15,5,25,8,8,8,7,8,,6,4,1,25,1,6,6,8,"40,409.00",9,1
0,0,27,4,20,20,20,20,10,10,8,7,8,5,6,6,7,5,1,25,1,6,6,8,"40,409.00",9,0
0,0,28,4,20,20,20,10,10,20,9,8,8,6,7,7,6,5,1,29,9,2,1,2,"21,597.00",9,0
0,1,26,2,18,18,18,19,13,14,6,6,7,7,4,5,6,4,1,29,9,2,1,2,"21,597.00",9,1
0,0,26,3,10,20,20,22,6,22,7,7,7,6,,5,6,6,1,29,9,2,1,2,"21,597.00",9,0
0,1,29,2,50,7,20,23,0,0,8,7,8,6,8,9,6,5,1,29,9,2,1,2,"21,597.00",9,1
0,1,39,2,40,20,15,20,0,5,10,10,10,,,,10,3,1,29,9,2,1,2,"21,597.00",9,1
0,1,28,2,30,30,20,10,10,0,6,7,8,5,7,7,8,9,1,29,9,2,1,2,"21,597.00",9,1
0,0,30,6,20,25,25,15,5,10,9,8,8,7,6,6,6,3,1,29,9,2,1,2,"21,597.00",9,0
0,0,22,4,40,8,10,12,10,20,9,8,8,7,,,8,5,1,29,9,2,1,2,"21,597.00",9,1
0,1,32,2,30,10,30,20,10,0,7,8,8,6,8,7,7,7,1,29,9,2,1,2,"21,597.00",9,1
0,1,26,2,40,5,20,10,10,15,6,6,6,6,6,6,6,3,1,29,9,2,1,2,"21,597.00",9,0
0,1,27,2,20,15,25,15,20,5,9,8,6,6,6,6,7,5,1,29,9,2,1,2,"21,597.00",9,1
0,0,25,1,30,15,20,20,0,5,8,7,8,7,6,6,7,3,1,29,9,2,1,2,"21,597.00",9,1
0,0,22,3,10,20,35,10,5,20,6,10,4,4,6,,2,1,1,29,9,2,1,2,"21,597.00",9,0
0,1,21,2,19,24,21,23,5,8,9,9,9,9,9,8,8,6,1,29,9,2,1,2,"21,597.00",9,1
0,1,24,2,10,20,35,20,0,15,8,7,6,6,8,2,6,4,1,29,9,2,1,2,"21,597.00",9,0
0,0,25,4,15,10,30,10,5,30,9,10,8,6,8,3,8,5,1,29,9,2,1,2,"21,597.00",9,1
0,1,28,2,20,20,15,15,5,25,9,,8,8,7,5,7,6,1,29,9,2,1,2,"21,597.00",9,1
0,0,27,4,20,20,20,20,10,10,7,6,6,3,4,4,4,4,1,29,9,2,1,2,"21,597.00",9,0
0,0,28,4,20,20,20,10,10,20,7,9,9,8,6,7,7,5,1,29,5,2,2,2,,2,1
0,1,26,2,18,18,18,19,13,14,5,7,7,8,5,6,6,5,1,29,5,2,2,2,,2,1
0,0,26,3,10,20,20,22,6,22,7,8,8,8,,,7,7,1,29,5,2,2,2,,2,1
0,1,29,2,50,7,20,23,0,0,8,8,8,8,7,8,7,7,1,29,5,2,2,2,,2,1
0,1,39,2,40,20,15,20,0,5,10,10,10,,,,10,3,1,29,5,2,2,2,,2,1
0,1,28,2,30,30,20,10,10,0,5,5,7,5,9,7,8,9,0,29,5,2,2,2,,2,0
0,0,30,6,20,25,25,15,5,10,8,9,10,10,8,7,8,6,1,29,5,2,2,2,,2,1
0,0,22,4,40,8,10,12,10,20,9,8,8,8,,7,9,6,1,29,5,2,2,2,,2,1
0,1,32,2,30,10,30,20,10,0,7,7,7,6,6,5,6,6,1,29,5,2,2,2,,2,1
0,1,26,2,40,5,20,10,10,15,6,7,7,8,7,6,7,5,1,29,5,2,2,2,,2,0
0,1,27,2,20,15,25,15,20,5,7,8,6,8,6,6,7,5,1,29,5,2,2,2,,2,1
0,0,25,1,30,15,20,20,0,5,8,7,8,7,6,5,7,4,1,29,5,2,2,2,,2,1
0,0,22,3,10,20,35,10,5,20,9,10,10,8,8,8,10,6,1,29,5,2,2,2,,2,1
0,1,21,2,19,24,21,23,5,8,7.5,8.5,9,9.5,9.5,9,8,6.5,1,29,5,2,2,2,,2,1
0,1,24,2,10,20,35,20,0,15,8,8,7,7,6,4,7,4,1,29,5,2,2,2,,2,1
0,0,25,4,15,10,30,10,5,30,7,10,8,7,7,3,8,5,1,29,5,2,2,2,,2,1
0,1,28,2,20,20,15,15,5,25,5,7,8,7,8,8,5,6,1,29,5,2,2,2,,2,0
0,0,27,4,20,20,20,20,10,10,5,7,7,5,5,5,4,4,1,29,5,2,2,2,,2,0
1,0,34,2,10,10,30,20,10,20,5,5,5,10,8,,5,5,1,28,8,4,6,8,,10,1
1,0,22,2,15,20,20,20,15,10,4,7,8,10,7,7,8,4,1,28,8,4,6,8,,10,1
1,0,23,3,10,25,20,10,20,15,4,2,9,2,10,2,5,1,1,28,8,4,6,8,,10,0
1,1,26,4,10,20,15,20,20,15,5,6,7,6,9,5,5,5,1,28,8,4,6,8,,10,0
1,1,27,4,10,20,20,10,20,20,1,,8,7,,7,5,5,1,28,8,4,6,8,,10,0
1,0,28,2,10,10,20,20,20,20,2,10,10,8,10,6,8,8,1,28,8,4,6,8,,10,0
1,0,25,6,20,20,20,20,10,10,7,7,10,10,9,8,8,8,1,28,8,4,6,8,,10,1
1,0,35,3,10,32,20,12,11,15,4,6,7,6,9,8,5,3,1,28,8,4,6,8,,10,0
1,0,32,3,30,30,30,5,0,5,1,5,0,10,0,3,0,3,1,28,8,4,6,8,,10,0
1,0,30,2,20,25,15,15,15,10,4,1,4,1,10,1,1,3,1,28,8,4,6,8,,10,0
1,0,22,2,15,20,20,20,5,20,5,7,8,9,5,,7,5,1,28,8,4,6,8,,10,0
1,0,23,2,15,15,20,15,15,20,2,3,2,1,1,1,1,4,1,28,8,4,6,8,,10,0
1,0,23,2,15,15,20,15,20,15,1,2,10,1,10,4,2,2,1,28,8,4,6,8,,10,0
1,0,27,2,25,15,20,20,20,0,6,9,8,5,7,6,6,5,1,28,8,4,6,8,,10,0
1,1,23,4,15,21,18,18,10,18,0,5,5,0,9,0,2,0,1,28,8,4,6,8,,10,0
1,0,25,6,15,3,50,20,2,10,5,7,7,7,8,,5,3,1,28,8,4,6,8,,10,0
1,0,29,2,10,20,20,20,20,10,4,3,9,3,8,5,3,3,1,28,8,4,6,8,,10,0
1,0,29,2,14,20,18,24,18,6,6,6,7,7,8,6,7,5,1,28,8,4,6,8,,10,0
1,1,34,2,10,10,30,20,10,20,4,5,5,4,6,,2,2,1,26,8,2,7,5,"76,624.00",1,0
1,1,22,2,15,20,20,20,15,10,4,6,6,6,5,7,4,6,1,26,8,2,7,5,"76,624.00",1,0
1,0,23,3,10,25,20,10,20,15,2,4,9,4,9,6,5,1,1,26,8,2,7,5,"76,624.00",1,0
1,0,26,4,10,20,15,20,20,15,5,6,6,5,5,4,5,5,1,26,8,2,7,5,"76,624.00",1,0
1,0,27,4,10,20,20,10,20,20,7,9,9,8,9,8,8,8,1,26,8,2,7,5,"76,624.00",1,0
1,1,28,2,10,10,20,20,20,20,3,7,7,5,7,6,6,8,1,26,8,2,7,5,"76,624.00",1,0
1,0,25,6,20,20,20,20,10,10,4,8,7,5,7,4,6,7,1,26,8,2,7,5,"76,624.00",1,0
1,0,35,3,10,32,20,12,11,15,5,6,8,7,8,8,6,4,1,26,8,2,7,5,"76,624.00",1,0
1,0,32,3,30,30,30,5,0,5,5,8,7,5,5,4,6,6,1,26,8,2,7,5,"76,624.00",1,0
1,1,30,2,20,25,15,15,15,10,5,6,7,5,6,2,4,5,1,26,8,2,7,5,"76,624.00",1,0
1,1,22,2,15,20,20,20,5,20,6,8,6,7,7,6,6,6,1,26,8,2,7,5,"76,624.00",1,0
1,1,23,2,15,15,20,15,15,20,2,2,2,2,2,1,1,5,1,26,8,2,7,5,"76,624.00",1,0
1,1,23,2,15,15,20,15,20,15,2,10,10,2,10,5,4,8,1,26,8,2,7,5,"76,624.00",1,0
1,1,27,2,25,15,20,20,20,0,6,9,8,7,7,6,6,5,1,26,8,2,7,5,"76,624.00",1,0
1,0,23,4,15,21,18,18,10,18,8,8,7,8,6,4,8,3,1,26,8,2,7,5,"76,624.00",1,1
1,0,25,6,15,3,50,20,2,10,5,6,6,6,7,,4,5,1,26,8,2,7,5,"76,624.00",1,0
1,1,29,2,10,20,20,20,20,10,4,8,9,4,8,3,4,5,1,26,8,2,7,5,"76,624.00",1,0
1,1,29,2,14,20,18,24,18,6,7,8,7,7,7,7,8,6,1,26,8,2,7,5,"76,624.00",1,1
1,0,34,2,10,10,30,20,10,20,2,10,4,4,4,,2,2,1,26,5,3,3,6,,7,0
1,0,22,2,15,20,20,20,15,10,4,6,7,4,6,2,4,1,1,26,5,3,3,6,,7,0
1,1,23,3,10,25,20,10,20,15,2,5,9,2,9,2,7,2,1,26,5,3,3,6,,7,0
1,0,26,4,10,20,15,20,20,15,7,7,7,5,5,5,7,5,0,26,5,3,3,6,,7,0
1,0,27,4,10,20,20,10,20,20,6,7,8,7,8,7,7,8,1,26,5,3,3,6,,7,0
1,0,28,2,10,10,20,20,20,20,2,6,8,4,7,4,5,6,1,26,5,3,3,6,,7,0
1,0,25,6,20,20,20,20,10,10,5,10,8,8,9,7,8,8,1,26,5,3,3,6,,7,0
1,1,35,3,10,32,20,12,11,15,4,8,8,5,7,6,5,2,1,26,5,3,3,6,,7,0
1,1,32,3,30,30,30,5,0,5,5,8,8,6,6,5,6,4,1,26,5,3,3,6,,7,0
1,0,30,2,20,25,15,15,15,10,5,5,6,6,6,2,3,3,1,26,5,3,3,6,,7,0
1,0,22,2,15,20,20,20,5,20,6,7,7,4,,,5,5,1,26,5,3,3,6,,7,0
1,0,23,2,15,15,20,15,15,20,3,6,6,5,7,4,1,7,1,26,5,3,3,6,,7,0
1,0,23,2,15,15,20,15,20,15,3,7,9,2,10,3,3,5,1,26,5,3,3,6,,7,0
1,0,27,2,25,15,20,20,20,0,6,10,9,7,8,6,8,5,1,26,5,3,3,6,,7,0
1,0,23,4,15,21,18,18,10,18,5,5,6,5,6,7,6,0,1,26,5,3,3,6,,7,0
1,0,25,6,15,3,50,20,2,10,4,6,6,6,6,5,5,2,1,26,5,3,3,6,,7,0
1,0,29,2,10,20,20,20,20,10,3,9,10,6,9,5,6,7,1,26,5,3,3,6,,7,0
1,0,29,2,14,20,18,24,18,6,7,7,7,6,6,6,6,4,1,26,5,3,3,6,,7,0
1,1,34,2,10,10,30,20,10,20,10,8,10,8,,,10,7,1,29,10,2,4,1,"35,968.00",2,1
1,1,22,2,15,20,20,20,15,10,6,5,6,7,6,7,6,4,1,29,10,2,4,1,"35,968.00",2,1
1,0,23,3,10,25,20,10,20,15,9,5,9,,,2,4,1,1,29,10,2,4,1,"35,968.00",2,0
1,0,26,4,10,20,15,20,20,15,7,7,7,7,7,7,7,5,1,29,10,2,4,1,"35,968.00",2,1
1,0,27,4,10,20,20,10,20,20,8,8,8,8,,8,8,7,1,29,10,2,4,1,"35,968.00",2,1
1,1,28,2,10,10,20,20,20,20,8,8,9,8,7,6,6,5,1,29,10,2,4,1,"35,968.00",2,0
1,0,25,6,20,20,20,20,10,10,8,9,10,7,8,8,7,7,1,29,10,2,4,1,"35,968.00",2,0
1,0,35,3,10,32,20,12,11,15,8,6,7,7,7,6,5,4,1,29,10,2,4,1,"35,968.00",2,0
1,0,32,3,30,30,30,5,0,5,4,6,7,4,7,3,4,3,1,29,10,2,4,1,"35,968.00",2,0
1,1,30,2,20,25,15,15,15,10,7,8,7,7,5,4,7,7,1,29,10,2,4,1,"35,968.00",2,1
1,1,22,2,15,20,20,20,5,20,7,7,7,7,7,6,7,5,1,29,10,2,4,1,"35,968.00",2,1
1,1,23,2,15,15,20,15,15,20,3,4,6,6,7,3,3,6,1,29,10,2,4,1,"35,968.00",2,0
1,1,23,2,15,15,20,15,20,15,6,7,10,7,10,7,6,5,1,29,10,2,4,1,"35,968.00",2,0
1,1,27,2,25,15,20,20,20,0,7,9,9,8,9,5,2,5,1,29,10,2,4,1,"35,968.00",2,0
1,0,23,4,15,21,18,18,10,18,7,6,8,7,7,5,7,3,1,29,10,2,4,1,"35,968.00",2,1
1,0,25,6,15,3,50,20,2,10,6,7,8,6,7,,6,2,1,29,10,2,4,1,"35,968.00",2,1
1,1,29,2,10,20,20,20,20,10,10,10,10,8,9,10,9,8,1,29,10,2,4,1,"35,968.00",2,1
1,1,29,2,14,20,18,24,18,6,8,7,8,8,,,8,6,1,29,10,2,4,1,"35,968.00",2,1
1,1,34,2,10,10,30,20,10,20,2,10,5,2,,,2,2,1,39,11,2,1,1,"51,725.00",7,0
1,1,22,2,15,20,20,20,15,10,8,9,9,6,7,5,8,5,1,39,11,2,1,1,"51,725.00",7,1
1,0,23,3,10,25,20,10,20,15,7,9,9,2,9,2,7,2,1,39,11,2,1,1,"51,725.00",7,0
1,0,26,4,10,20,15,20,20,15,2,2,2,2,2,2,2,2,1,39,11,2,1,1,"51,725.00",7,0
1,0,27,4,10,20,20,10,20,20,6,7,7,6,6,5,6,6,0,39,11,2,1,1,"51,725.00",7,0
1,1,28,2,10,10,20,20,20,20,7,6,6,4,6,3,5,2,1,39,11,2,1,1,"51,725.00",7,0
1,0,25,6,20,20,20,20,10,10,7,10,7,7,8,6,9,7,1,39,11,2,1,1,"51,725.00",7,0
1,0,35,3,10,32,20,12,11,15,5,6,7,4,5,4,5,2,1,39,11,2,1,1,"51,725.00",7,0
1,0,32,3,30,30,30,5,0,5,5,8,5,2,2,2,4,6,1,39,11,2,1,1,"51,725.00",7,0
1,1,30,2,20,25,15,15,15,10,8,8,8,1,1,1,3,4,1,39,11,2,1,1,"51,725.00",7,0
1,1,22,2,15,20,20,20,5,20,7,8,7,5,5,5,6,5,1,39,11,2,1,1,"51,725.00",7,0
1,1,23,2,15,15,20,15,15,20,2,8,8,5,9,7,7,4,1,39,11,2,1,1,"51,725.00",7,0
1,1,23,2,15,15,20,15,20,15,3,10,10,3,10,10,6,8,1,39,11,2,1,1,"51,725.00",7,0
1,1,27,2,25,15,20,20,20,0,6,9,7,6,7,5,5,5,1,39,11,2,1,1,"51,725.00",7,0
1,0,23,4,15,21,18,18,10,18,6,6,6,5,4,3,5,0,1,39,11,2,1,1,"51,725.00",7,0
1,0,25,6,15,3,50,20,2,10,6,9,8,5,8,3,6,2,1,39,11,2,1,1,"51,725.00",7,0
1,1,29,2,10,20,20,20,20,10,8,7,8,3,8,6,7,7,1,39,11,2,1,1,"51,725.00",7,1
1,1,29,2,14,20,18,24,18,6,6,6,6,6,6,5,6,4,1,39,11,2,1,1,"51,725.00",7,0
1,1,34,2,10,10,30,20,10,20,6,8,8,6,8,,2,2,1,28,1,2,1,1,"55,419.00",7,1
1,1,22,2,15,20,20,20,15,10,10,7,8,7,9,9,10,5,1,28,1,2,1,1,"55,419.00",7,1
1,0,23,3,10,25,20,10,20,15,7,9,9,9,,9,8,2,1,28,1,2,1,1,"55,419.00",7,1
1,0,26,4,10,20,15,20,20,15,7,7,7,7,7,7,7,5,1,28,1,2,1,1,"55,419.00",7,0
1,0,27,4,10,20,20,10,20,20,8,8,8,8,7,7,7,2,1,28,1,2,1,1,"55,419.00",7,1
1,1,28,2,10,10,20,20,20,20,8,8,8,7,9,8,9,7,1,28,1,2,1,1,"55,419.00",7,1
1,0,25,6,20,20,20,20,10,10,8,8,10,10,10,10,9,8,1,28,1,2,1,1,"55,419.00",7,1
1,0,35,3,10,32,20,12,11,15,8,7,8,8,8,7,7,4,1,28,1,2,1,1,"55,419.00",7,1
1,0,32,3,30,30,30,5,0,5,7,5,6,7,5,7,7,5,1,28,1,2,1,1,"55,419.00",7,1
1,1,30,2,20,25,15,15,15,10,8,7,7,6,6,5,7,6,1,28,1,2,1,1,"55,419.00",7,1
1,1,22,2,15,20,20,20,5,20,7,6,6,5,5,5,6,5,1,28,1,2,1,1,"55,419.00",7,1
1,1,23,2,15,15,20,15,15,20,8,8,7,7,8,7,6,8,1,28,1,2,1,1,"55,419.00",7,1
1,1,23,2,15,15,20,15,20,15,8,10,10,8,10,8,10,8,1,28,1,2,1,1,"55,419.00",7,1
1,1,27,2,25,15,20,20,20,0,9,9,9,9,9,9,9,10,1,28,1,2,1,1,"55,419.00",7,1
