,gender,match,samerace,age_o,dec_o,field_cd,like_o,shar_o,sinc_o,race_o,intel_o,attr_o,amb_o,fun_o,age,race,imprace,imprelig,exphappy,dec
1472,1,0,0,23,0,1,5,6,7,4,6,5,7,7,25,1,1,1,5,0
1473,1,1,0,25,1,1,,10,10,6,10,7,10,10,25,1,1,1,5,1
1474,1,1,0,29,1,1,7,8,8,2,9,7,8,9,25,1,1,1,5,1
1475,1,0,0,29,0,1,7,6,7,2,7,7,7,7,25,1,1,1,5,1
1476,1,0,0,34,1,1,5,,8,2,8,4,6,6,22,3,1,3,5,0
1477,1,0,0,22,0,1,4,4,6,2,7,5,6,5,22,3,1,3,5,1
1478,1,1,1,23,1,1,9,,9,3,9,5,,,22,3,1,3,5,1
1479,1,0,0,26,0,1,5,5,5,4,5,5,5,5,22,3,1,3,5,1
1480,1,0,0,27,0,1,7,,9,4,8,7,8,8,22,3,1,3,5,0
1481,1,0,0,28,0,1,7,3,9,2,8,4,8,9,22,3,1,3,5,0
1482,1,0,0,25,0,1,8,7,10,6,9,5,9,8,22,3,1,3,5,0
1483,1,0,1,35,0,1,4,8,8,3,8,5,8,8,22,3,1,3,5,1
1484,1,0,1,32,0,1,5,5,6,3,8,4,5,6,22,3,1,3,5,1
1485,1,0,0,30,0,1,6,2,8,2,7,6,8,6,22,3,1,3,5,0
1486,1,0,0,22,1,1,7,6,7,2,7,5,7,7,22,3,1,3,5,0
1487,1,0,0,23,0,1,1,3,4,2,5,2,7,4,22,3,1,3,5,0
1488,1,0,0,23,0,1,7,3,10,2,10,2,2,2,22,3,1,3,5,1
1489,1,0,0,27,0,1,9,5,10,2,10,8,10,9,22,3,1,3,5,1
1490,1,0,0,23,1,1,6,5,7,4,7,6,7,8,22,3,1,3,5,0
1491,1,1,0,25,1,1,8,,7,6,8,5,7,7,22,3,1,3,5,1
1492,1,0,0,29,0,1,7,7,8,2,8,7,8,8,22,3,1,3,5,0
1493,1,0,0,29,0,1,7,7,7,2,7,7,7,7,22,3,1,3,5,1
1494,1,1,1,34,1,7,10,8,6,2,7,8,,10,21,2,1,1,6,1
1495,1,1,1,22,1,7,10,10,9,2,9,9,9,10,21,2,1,1,6,1
1496,1,1,0,23,1,7,10,9,9,3,9,9,9,9,21,2,1,1,6,1
1497,1,1,0,26,1,7,6,6,7,4,7,5,5,7,21,2,1,1,6,1
1498,1,0,0,27,0,7,7,8,9,4,8,6,9,8,21,2,1,1,6,0
1499,1,0,1,28,0,7,8,4,7,2,6,2,6,8,21,2,1,1,6,1
1500,1,1,0,25,1,7,10,9,10,6,9,7,8,10,21,2,1,1,6,1
1501,1,1,0,35,1,7,4,8,8,3,8,8,5,7,21,2,1,1,6,1
1502,1,0,0,32,0,7,7,6,8,3,8,4,7,5,21,2,1,1,6,0
1503,1,1,1,30,1,7,6,5,6,2,6,7,6,5,21,2,1,1,6,1
1504,1,1,1,22,1,7,5,8,7,2,7,10,6,6,21,2,1,1,6,1
1505,1,1,1,23,1,7,8,8,10,2,8,8,8,9,21,2,1,1,6,1
1506,1,0,1,23,0,7,7,6,10,2,10,3,10,10,21,2,1,1,6,1
1507,1,0,1,27,0,7,8,6,9,2,10,9,7,10,21,2,1,1,6,0
1508,1,0,0,23,1,7,6,6,7,4,8,6,8,7,21,2,1,1,6,0
1509,1,1,0,25,1,7,8,,7,6,8,8,,8,21,2,1,1,6,1
1510,1,1,1,29,1,7,8,9,9,2,9,8,9,10,21,2,1,1,6,1
1511,1,0,1,29,0,7,7,6,7,2,7,7,7,7,21,2,1,1,6,1
1512,1,0,1,34,1,5,5,8,5,2,5,5,8,5,24,2,1,1,5,0
1513,1,0,1,22,1,5,8,5,7,2,7,9,6,9,24,2,1,1,5,0
1514,1,0,0,23,0,5,5,2,4,3,7,7,2,2,24,2,1,1,5,0
1515,1,1,0,26,1,5,7,6,6,4,6,6,6,6,24,2,1,1,5,1
1516,1,0,0,27,1,5,8,8,8,4,8,8,8,8,24,2,1,1,5,0
1517,1,1,1,28,1,5,8,7,7,2,7,7,7,8,24,2,1,1,5,1
1518,1,0,0,25,1,5,8,10,10,6,10,7,8,10,24,2,1,1,5,0
1519,1,0,0,35,0,5,5,5,7,3,9,5,7,6,24,2,1,1,5,0
1520,1,1,0,32,1,5,7,6,0,3,8,4,7,7,24,2,1,1,5,1
1521,1,0,1,30,0,5,5,1,6,2,6,6,6,4,24,2,1,1,5,0
1522,1,1,1,22,1,5,9,5,8,2,6,10,10,7,24,2,1,1,5,1
1523,1,0,1,23,0,5,5,5,9,2,7,7,7,6,24,2,1,1,5,0
1524,1,0,1,23,0,5,7,8,10,2,10,8,10,5,24,2,1,1,5,1
1525,1,0,1,27,0,5,8,7,9,2,8,9,8,10,24,2,1,1,5,0
1526,1,0,0,23,1,5,7,5,7,4,6,7,4,6,24,2,1,1,5,0
1527,1,0,0,25,0,5,3,7,7,6,8,9,6,7,24,2,1,1,5,1
1528,1,0,1,29,1,5,8,9,9,2,10,8,8,9,24,2,1,1,5,0
1529,1,0,1,29,0,5,7,6,7,2,7,7,7,7,24,2,1,1,5,1
1530,1,1,0,34,1,14,5,,5,2,6,5,7,10,25,4,1,1,5,1
1531,1,0,0,22,0,14,7,7,7,2,7,6,7,6,25,4,1,1,5,1
1532,1,1,0,23,1,14,9,6,10,3,10,7,10,6,25,4,1,1,5,1
1533,1,0,1,26,0,14,5,5,5,4,5,5,5,5,25,4,1,1,5,1
1534,1,1,1,27,1,14,8,8,8,4,8,8,8,8,25,4,1,1,5,1
1535,1,0,0,28,0,14,7,7,9,2,8,6,8,8,25,4,1,1,5,1
1536,1,1,0,25,1,14,9,8,10,6,10,6,8,8,25,4,1,1,5,1
1537,1,0,0,35,0,14,6,8,8,3,8,4,6,9,25,4,1,1,5,1
1538,1,0,0,32,0,14,6,5,5,3,9,5,5,6,25,4,1,1,5,1
1539,1,0,0,30,0,14,6,2,8,2,7,6,6,5,25,4,1,1,5,1
1540,1,1,0,22,1,14,7,7,7,2,7,6,5,7,25,4,1,1,5,1
1541,1,0,0,23,0,14,4,4,4,2,7,2,8,8,25,4,1,1,5,1
1542,1,0,0,23,0,14,9,10,10,2,10,5,10,10,25,4,1,1,5,0
1543,1,0,0,27,0,14,8,6,10,2,10,8,8,8,25,4,1,1,5,0
1544,1,1,1,23,1,14,7,7,7,4,7,6,6,5,25,4,1,1,5,1
1545,1,1,0,25,1,14,7,,7,6,8,6,8,8,25,4,1,1,5,1
1546,1,1,0,29,1,14,7,7,9,2,9,7,9,7,25,4,1,1,5,1
1547,1,0,0,29,0,14,7,6,7,2,7,7,7,6,25,4,1,1,5,1
1548,1,1,1,34,1,14,5,,5,2,6,5,6,7,28,2,4,6,6,1
1549,1,0,1,22,1,14,8,8,9,2,8,8,9,9,28,2,4,6,6,0
1550,1,0,0,23,0,14,2,8,2,3,5,2,,2,28,2,4,6,6,0
1551,1,0,0,26,0,14,4,4,4,4,4,4,4,4,28,2,4,6,6,0
1552,1,0,0,27,0,14,8,8,,4,8,6,8,8,28,2,4,6,6,0
1553,1,0,1,28,0,14,6,6,6,2,7,6,7,6,28,2,4,6,6,0
1554,1,0,0,25,0,14,8,6,8,6,8,7,8,9,28,2,4,6,6,0
1555,1,0,0,35,0,14,4,6,7,3,8,4,8,4,28,2,4,6,6,0
1556,1,0,0,32,0,14,1,4,4,3,5,4,9,4,28,2,4,6,6,0
1557,1,0,1,30,0,14,5,3,5,2,5,5,5,7,28,2,4,6,6,1
1558,1,1,1,22,1,14,8,8,7,2,7,8,7,7,28,2,4,6,6,1
1559,1,0,1,23,0,14,5,2,3,2,6,4,5,7,28,2,4,6,6,1
1560,1,0,1,23,0,14,7,8,10,2,10,4,10,10,28,2,4,6,6,0
1561,1,0,1,27,0,14,8,6,10,2,10,7,7,10,28,2,4,6,6,0
1562,1,0,0,23,0,14,5,7,6,4,6,6,8,7,28,2,4,6,6,0
1563,1,1,0,25,1,14,7,,7,6,8,6,8,8,28,2,4,6,6,1
1564,1,1,1,29,1,14,7,5,9,2,9,6,8,8,28,2,4,6,6,1
1565,1,0,1,29,0,14,7,6,7,2,7,7,6,6,28,2,4,6,6,0
1566,1,0,0,34,1,8,5,,8,2,8,2,,,27,4,7,1,9,0
1567,1,0,0,22,0,8,3,2,6,2,7,4,5,4,27,4,7,1,9,0
1568,1,0,0,23,0,8,8,,5,3,9,5,9,,27,4,7,1,9,0
1569,1,0,1,26,0,8,7,6,6,4,6,6,6,6,27,4,7,1,9,0
1570,1,0,1,27,0,8,8,8,9,4,8,7,9,8,27,4,7,1,9,0
1571,1,0,0,28,0,8,6,5,9,2,9,4,7,6,27,4,7,1,9,0
1572,1,0,0,25,0,8,8,7,10,6,9,6,8,8,27,4,7,1,9,0
1573,1,0,0,35,0,8,4,8,8,3,6,4,7,8,27,4,7,1,9,0
1574,1,0,0,32,0,8,4,4,5,3,5,3,5,4,27,4,7,1,9,0
1575,1,0,0,30,0,8,3,1,4,2,6,6,6,2,27,4,7,1,9,0
1576,1,0,0,22,0,8,5,,5,2,5,4,5,5,27,4,7,1,9,0
1577,1,0,0,23,0,8,2,3,4,2,7,2,7,7,27,4,7,1,9,0
1578,1,0,0,23,0,8,9,7,10,2,10,2,10,10,27,4,7,1,9,0
1579,1,0,0,27,0,8,8,6,10,2,10,7,9,9,27,4,7,1,9,0
1580,1,0,1,23,0,8,5,8,9,4,7,6,6,6,27,4,7,1,9,0
1581,1,0,0,25,0,8,7,,8,6,8,5,7,7,27,4,7,1,9,0
1582,1,0,0,29,0,8,6,5,7,2,8,6,8,7,27,4,7,1,9,0
1583,1,0,0,29,1,8,7,7,7,2,7,7,7,7,27,4,7,1,9,0
1584,0,1,1,22,1,3,9,9,9,6,9,9,9,9,20,6,1,1,4,1
1585,0,0,0,18,1,3,8,5,7,4,7,9,4,6,20,6,1,1,4,0
1586,0,0,0,22,1,3,6,5,7,4,7,6,4,4,20,6,1,1,4,0
1587,0,1,0,21,1,3,8,7,8,2,9,9,8,9,20,6,1,1,4,1
1588,0,1,0,22,1,3,6,6,8,2,7,7,6,6,20,6,1,1,4,1
1589,0,1,0,22,1,3,10,10,7,2,9,10,8,10,20,6,1,1,4,1
1590,0,1,0,21,1,3,9,7,9,2,8,10,9,9,20,6,1,1,4,1
1591,0,0,0,20,0,3,5,2,5,4,5,5,1,2,20,6,1,1,4,1
1592,0,0,0,19,0,3,5,5,5,4,5,5,5,5,20,6,1,1,4,0
1593,0,0,0,22,0,8,10,10,10,6,10,10,10,10,21,2,3,8,7,1
1594,0,0,0,18,0,8,4,5,5,4,5,6,4,4,21,2,3,8,7,0
1595,0,0,0,22,1,8,8,8,6,4,7,7,5,5,21,2,3,8,7,0
1596,0,1,1,21,1,8,7,6,8,2,7,8,7,7,21,2,3,8,7,1
1597,0,1,1,22,1,8,7,6,8,2,9,6,8,9,21,2,3,8,7,1
1598,0,0,1,22,0,8,5,5,5,2,5,5,5,5,21,2,3,8,7,1
1599,0,1,1,21,1,8,7,8,9,2,9,7,8,8,21,2,3,8,7,1
1600,0,0,0,20,0,8,5,1,3,4,5,3,1,6,21,2,3,8,7,1
1601,0,0,0,19,0,8,5,5,5,4,5,5,5,5,21,2,3,8,7,0
1602,0,0,0,22,0,8,8,7,10,6,7,6,7,7,20,1,2,4,6,1
1603,0,0,0,18,0,8,4,5,6,4,6,4,4,5,20,1,2,4,6,1
1604,0,0,0,22,1,8,7,7,6,4,8,5,7,7,20,1,2,4,6,0
1605,0,0,0,21,0,8,5,5,8,2,8,5,7,6,20,1,2,4,6,0
1606,0,0,0,22,0,8,6,7,7,2,7,6,7,6,20,1,2,4,6,0
1607,0,0,0,22,0,8,3,2,7,2,7,5,5,2,20,1,2,4,6,0
1608,0,1,0,21,1,8,7,7,9,2,9,7,8,8,20,1,2,4,6,1
1609,0,0,0,20,0,8,3,1,1,4,6,1,5,2,20,1,2,4,6,1
1610,0,0,0,19,0,8,5,5,5,4,5,5,5,5,20,1,2,4,6,0
1611,0,0,0,22,0,3,10,10,10,6,10,10,10,10,21,2,10,7,3,0
1612,0,0,0,18,0,3,4,4,5,4,4,4,5,4,21,2,10,7,3,0
1613,0,0,0,22,1,3,6,6,2,4,4,6,4,4,21,2,10,7,3,0
1614,0,1,1,21,1,3,10,10,10,2,9,10,9,10,21,2,10,7,3,1
1615,0,0,1,22,0,3,5,5,7,2,6,5,6,6,21,2,10,7,3,0
1616,0,1,1,22,1,3,7,8,3,2,7,7,7,10,21,2,10,7,3,1
1617,0,1,1,21,1,3,8,7,7,2,6,9,8,10,21,2,10,7,3,1
1618,0,0,0,20,0,3,6,2,5,4,5,6,3,4,21,2,10,7,3,0
1619,0,0,0,19,0,3,,,,4,,,,,21,2,10,7,3,0
1620,0,1,0,22,1,13,10,10,10,6,10,10,10,10,21,2,4,1,7,1
1621,0,0,0,18,0,13,4,6,5,4,5,6,4,4,21,2,4,1,7,1
1622,0,0,0,22,1,13,7,4,4,4,3,5,5,2,21,2,4,1,7,0
1623,0,1,1,21,1,13,10,10,10,2,10,10,10,10,21,2,4,1,7,1
1624,0,0,1,22,0,13,7,7,6,2,8,7,7,9,21,2,4,1,7,0
1625,0,1,1,22,1,13,7,5,7,2,7,7,5,7,21,2,4,1,7,1
1626,0,0,1,21,1,13,6,6,7,2,7,7,8,7,21,2,4,1,7,0
1627,0,0,0,20,0,13,2,1,7,4,2,3,1,1,21,2,4,1,7,1
1628,0,0,0,19,0,13,5,5,5,4,5,5,5,5,21,2,4,1,7,0
1629,0,0,0,22,0,8,10,10,10,6,10,10,10,10,21,2,8,10,6,1
1630,0,0,0,18,0,8,6,6,6,4,5,6,5,6,21,2,8,10,6,0
1631,0,0,0,22,1,8,7,5,7,4,6,8,5,5,21,2,8,10,6,0
1632,0,1,1,21,1,8,10,10,5,2,6,10,10,10,21,2,8,10,6,1
1633,0,0,1,22,0,8,7,8,7,2,7,7,7,7,21,2,8,10,6,0
1634,0,0,1,22,1,8,7,6,7,2,8,7,10,8,21,2,8,10,6,0
1635,0,0,1,21,1,8,8,7,8,2,9,8,7,9,21,2,8,10,6,0
1636,0,0,0,20,0,8,6,2,6,4,6,6,8,3,21,2,8,10,6,0
1637,0,0,0,19,0,8,,,,4,,,,,21,2,8,10,6,0
1638,0,0,0,22,1,16,8,7,9,6,8,9,8,7,19,3,5,2,4,0
1639,0,0,0,18,0,16,5,7,4,4,5,6,7,6,19,3,5,2,4,1
1640,0,0,0,22,1,16,7,2,8,4,4,9,3,5,19,3,5,2,4,0
1641,0,1,0,21,1,16,7,7,8,2,6,8,6,6,19,3,5,2,4,1
1642,0,0,0,22,1,16,7,7,9,2,8,6,7,9,19,3,5,2,4,0
1643,0,1,0,22,1,16,8,3,8,2,8,9,7,6,19,3,5,2,4,1
1644,0,1,0,21,1,16,8,8,8,2,9,9,8,7,19,3,5,2,4,1
1645,0,1,0,20,1,16,8,6,6,4,6,7,6,6,19,3,5,2,4,1
1646,0,0,0,19,0,16,6,6,6,4,6,6,6,6,19,3,5,2,4,0
1647,0,1,0,22,1,6,8,7,7,6,7,6,7,7,20,3,1,4,3,1
1648,0,0,0,18,0,6,5,4,6,4,8,9,7,5,20,3,1,4,3,0
1649,0,0,0,22,0,6,8,7,5,4,6,7,8,6,20,3,1,4,3,0
1650,0,1,0,21,1,6,7,7,8,2,7,9,7,8,20,3,1,4,3,1
1651,0,0,0,22,1,6,7,8,7,2,7,7,6,7,20,3,1,4,3,0
1652,0,0,0,22,1,6,7,6,5,2,7,8,5,8,20,3,1,4,3,0
1653,0,1,0,21,1,6,8,7,8,2,10,8,8,10,20,3,1,4,3,1
1654,0,1,0,20,1,6,9,6,6,4,8,9,6,6,20,3,1,4,3,1
1655,0,0,0,19,0,6,5,2,6,4,7,6,6,6,20,3,1,4,3,0
1656,0,0,0,22,0,3,7,6,9,6,8,6,6,7,21,2,8,1,2,1
1657,0,0,0,18,0,3,3,4,4,4,5,5,5,4,21,2,8,1,2,1
1658,0,0,0,22,1,3,7,7,7,4,9,2,7,6,21,2,8,1,2,0
1659,0,0,1,21,0,3,3,2,6,2,6,4,4,5,21,2,8,1,2,1
1660,0,0,1,22,0,3,5,5,8,2,7,4,6,6,21,2,8,1,2,1
1661,0,0,1,22,0,3,4,0,8,2,7,5,5,0,21,2,8,1,2,0
1662,0,0,1,21,0,3,5,7,9,2,7,6,8,7,21,2,8,1,2,1
1663,0,0,0,20,0,3,2,1,1,4,3,2,1,1,21,2,8,1,2,1
1664,0,0,0,19,0,3,2,2,5,4,10,7,7,6,21,2,8,1,2,1
1665,1,1,1,20,1,1,8,8,7,6,7,7,7,9,22,6,1,1,6,1
1666,1,0,0,21,1,1,8,5,10,2,9,8,5,10,22,6,1,1,6,0
1667,1,0,0,20,1,1,6,4,6,1,6,7,4,7,22,6,1,1,6,0
1668,1,0,0,21,0,1,10,10,10,2,10,10,10,10,22,6,1,1,6,0
1669,1,1,0,21,1,1,10,10,10,2,10,10,10,10,22,6,1,1,6,1
1670,1,0,0,21,1,1,8,10,10,2,10,10,10,10,22,6,1,1,6,0
1671,1,0,0,19,0,1,5,,8,3,5,3,5,5,22,6,1,1,6,1
1672,1,1,0,20,1,1,6,5,8,3,7,7,8,8,22,6,1,1,6,1
1673,1,0,0,21,1,1,9,8,10,2,10,8,7,7,22,6,1,1,6,0
1674,1,0,0,20,0,5,4,3,8,6,7,4,9,4,18,4,3,5,5,1
1675,1,0,0,21,0,5,4,2,9,2,6,5,5,5,18,4,3,5,5,0
1676,1,0,0,20,1,5,7,4,7,1,6,8,5,6,18,4,3,5,5,0
1677,1,0,0,21,0,5,5,5,10,2,10,6,6,7,18,4,3,5,5,0
1678,1,0,0,21,1,5,8,6,10,2,8,7,8,8,18,4,3,5,5,0
1679,1,0,0,21,0,5,7,4,10,2,8,7,8,7,18,4,3,5,5,0
1680,1,0,0,19,1,5,5,4,6,3,7,,9,8,18,4,3,5,5,0
1681,1,0,0,20,0,5,4,2,8,3,6,5,2,2,18,4,3,5,5,0
1682,1,0,0,21,1,5,9,9,10,2,7,9,10,5,18,4,3,5,5,0
1683,1,0,0,20,0,8,1,1,1,6,6,5,8,2,22,4,1,1,6,1
1684,1,0,0,21,0,8,1,1,9,2,8,5,10,1,22,4,1,1,6,1
1685,1,0,0,20,0,8,2,3,3,1,4,4,9,2,22,4,1,1,6,1
1686,1,0,0,21,0,8,2,2,10,2,10,2,10,2,22,4,1,1,6,1
1687,1,0,0,21,0,8,3,0,4,2,8,4,10,2,22,4,1,1,6,1
1688,1,0,0,21,0,8,2,3,8,2,7,4,9,5,22,4,1,1,6,1
1689,1,0,0,19,0,8,4,,9,3,8,4,8,,22,4,1,1,6,1
1690,1,0,0,20,0,8,1,0,1,3,4,2,6,1,22,4,1,1,6,0
1691,1,0,0,21,0,8,5,1,6,2,7,4,6,6,22,4,1,1,6,1
1692,1,1,0,20,1,4,8,8,7,6,8,7,7,8,21,2,3,1,6,1
1693,1,1,1,21,1,4,9,7,9,2,10,10,10,10,21,2,3,1,6,1
1694,1,0,0,20,0,4,5,3,5,1,5,7,5,6,21,2,3,1,6,0
1695,1,1,1,21,1,4,10,10,10,2,10,10,10,10,21,2,3,1,6,1
1696,1,1,1,21,1,4,10,8,8,2,8,10,8,9,21,2,3,1,6,1
1697,1,1,1,21,1,4,10,10,10,2,10,10,10,10,21,2,3,1,6,1
1698,1,1,0,19,1,4,7,6,8,3,8,6,8,9,21,2,3,1,6,1
1699,1,1,0,20,1,4,5,5,8,3,8,6,8,6,21,2,3,1,6,1
1700,1,0,1,21,1,4,8,4,10,2,10,6,8,8,21,2,3,1,6,0
1701,1,1,0,20,1,7,8,7,7,6,9,5,8,6,22,2,7,5,6,1
1702,1,1,1,21,1,7,7,6,9,2,8,6,7,7,22,2,7,5,6,1
1703,1,0,0,20,0,7,6,7,6,1,5,5,5,5,22,2,7,5,6,0
1704,1,0,1,21,0,7,8,6,10,2,10,6,10,8,22,2,7,5,6,0
1705,1,0,1,21,0,7,7,4,9,2,10,6,9,7,22,2,7,5,6,0
1706,1,0,1,21,0,7,7,6,10,2,9,6,8,7,22,2,7,5,6,0
1707,1,0,0,19,0,7,4,,4,3,8,5,6,7,22,2,7,5,6,1
1708,1,0,0,20,0,7,7,6,10,3,8,8,8,7,22,2,7,5,6,1
1709,1,0,1,21,1,7,9,9,7,2,10,8,10,7,22,2,7,5,6,0
1710,1,1,0,20,1,5,8,8,6,6,7,10,8,8,22,2,1,1,1,1
1711,1,0,1,21,1,5,9,8,9,2,8,9,7,10,22,2,1,1,1,0
1712,1,0,0,20,0,5,2,2,3,1,2,2,6,2,22,2,1,1,1,0
1713,1,1,1,21,1,5,7,8,5,2,9,8,10,9,22,2,1,1,1,1
1714,1,1,1,21,1,5,7,6,6,2,6,8,5,7,22,2,1,1,1,1
1715,1,0,1,21,0,5,7,5,6,2,7,8,8,6,22,2,1,1,1,1
1716,1,1,0,19,1,5,8,7,10,3,9,8,8,10,22,2,1,1,1,1
1717,1,0,0,20,0,5,2,1,4,3,5,9,2,2,22,2,1,1,1,1
1718,1,0,1,21,0,5,1,1,4,2,2,4,1,1,22,2,1,1,1,0
1719,1,1,0,20,1,5,9,9,10,6,8,9,7,8,21,2,3,1,5,1
1720,1,1,1,21,1,5,6,4,10,2,9,6,7,8,21,2,3,1,5,1
1721,1,1,0,20,1,5,8,5,6,1,7,8,7,8,21,2,3,1,5,1
1722,1,1,1,21,1,5,8,7,10,2,9,9,8,8,21,2,3,1,5,1
1723,1,0,1,21,0,5,6,3,8,2,8,7,6,6,21,2,3,1,5,1
1724,1,0,1,21,0,5,8,6,8,2,6,7,6,6,21,2,3,1,5,1
1725,1,1,0,19,1,5,5,,7,3,,5,,,21,2,3,1,5,1
1726,1,1,0,20,1,5,6,2,7,3,8,8,5,6,21,2,3,1,5,1
1727,1,0,1,21,1,5,9,4,10,2,10,9,7,5,21,2,3,1,5,0
1728,1,0,0,20,1,5,7,8,8,6,8,8,8,8,20,4,4,1,6,0
1729,1,0,0,21,1,5,7,5,9,2,8,9,5,6,20,4,4,1,6,0
1730,1,0,0,20,1,5,7,6,8,1,7,7,6,5,20,4,4,1,6,0
1731,1,0,0,21,0,5,6,5,9,2,9,6,9,9,20,4,4,1,6,0
1732,1,0,0,21,1,5,8,5,7,2,7,10,6,7,20,4,4,1,6,0
1733,1,0,0,21,0,5,6,4,10,2,8,5,8,5,20,4,4,1,6,0
1734,1,1,0,19,1,5,8,,9,3,8,6,7,9,20,4,4,1,6,1
1735,1,1,0,20,1,5,9,2,9,3,9,9,10,8,20,4,4,1,6,1
1736,1,0,0,21,1,5,7,4,10,2,5,6,2,2,20,4,4,1,6,0
1737,1,0,0,20,0,5,2,1,7,6,6,2,5,2,19,4,4,1,5,0
1738,1,0,0,21,0,5,3,2,9,2,8,4,6,3,19,4,4,1,5,0
1739,1,0,0,20,0,5,5,3,6,1,4,5,3,5,19,4,4,1,5,0
1740,1,0,0,21,0,5,,,,2,,,,,19,4,4,1,5,0
1741,1,0,0,21,0,5,5,0,8,2,7,4,7,3,19,4,4,1,5,0
1742,1,0,0,21,0,5,,,,2,,,,,19,4,4,1,5,0
1743,1,0,0,19,0,5,3,1,7,3,6,2,,2,19,4,4,1,5,0
1744,1,0,0,20,0,5,5,2,8,3,6,7,7,5,19,4,4,1,5,0
1745,1,0,0,21,1,5,9,1,10,2,10,7,10,8,19,4,4,1,5,0
1746,0,0,0,26,1,8,7,7,8,4,9,8,9,8,27,2,10,1,5,0
1747,0,0,1,32,1,8,8,4,7,2,4,8,6,6,27,2,10,1,5,0
1748,0,0,0,37,1,8,8,,,4,8,8,7,8,27,2,10,1,5,0
1749,0,1,1,29,1,8,7,7,7,2,7,7,7,7,27,2,10,1,5,1
1750,0,0,0,28,1,8,7,8,7,3,7,8,7,7,27,2,10,1,5,0
1751,0,0,1,26,0,5,7,5,10,4,10,6,7,6,24,4,8,6,5,0
1752,0,0,0,32,0,5,1,1,8,2,8,3,8,9,24,4,8,6,5,0
1753,0,0,1,37,1,5,6,,8,4,10,6,8,6,24,4,8,6,5,0
1754,0,0,0,29,0,5,6,6,9,2,8,5,8,6,24,4,8,6,5,0
1755,0,0,0,28,1,5,8,5,10,3,9,6,6,9,24,4,8,6,5,0
1756,0,1,0,26,1,10,9,7,9,4,9,9,8,8,23,2,8,10,8,1
1757,0,0,1,32,0,10,1,1,8,2,8,3,7,2,23,2,8,10,8,1
1758,0,0,0,37,1,10,7,,9,4,9,7,6,7,23,2,8,10,8,0
1759,0,0,1,29,0,10,6.5,,8,2,7.5,6.5,7,7,23,2,8,10,8,1
1760,0,0,0,28,1,10,7,5,8,3,8,7,6,7,23,2,8,10,8,0
1761,0,0,0,26,1,3,7,6,8,4,8,7,7,7,26,2,9,6,6,0
1762,0,0,1,32,0,3,1,1,6,2,6,4,7,1,26,2,9,6,6,1
1763,0,0,0,37,0,3,6,,,4,,6,5,6,26,2,9,6,6,1
1764,0,1,1,29,1,3,7,7,8,2,8,6.5,7,7,26,2,9,6,6,1
1765,0,1,0,28,1,3,8,5,9,3,8,8,6,8,26,2,9,6,6,1
1766,1,0,0,27,0,8,8,9,9,2,7,7,6,9,26,4,1,1,7,1
1767,1,0,1,24,0,8,7,8,7,4,7,7,6,8,26,4,1,1,7,0
1768,1,1,0,23,1,8,9,8,9,2,7,8,10,9,26,4,1,1,7,1
1769,1,0,0,26,0,8,6,5,5,2,,8,,,26,4,1,1,7,1
1770,1,0,1,27,0,8,8,8,8,2,8,8,8,8,32,2,9,6,6,1
1771,1,0,0,24,0,8,6,6,6,4,8,7,8,7,32,2,9,6,6,0
1772,1,0,1,23,1,8,7,8,8,2,9,7,7,8,32,2,9,6,6,0
1773,1,0,1,26,1,8,7,2,8,2,8,8,,,32,2,9,6,6,0
1774,1,0,0,27,0,5,5,5,7,2,9,5,9,5,37,4,6,1,8,1
1775,1,0,1,24,0,5,7,7,5,4,5,6,6,6,37,4,6,1,8,1
1776,1,0,0,23,0,5,6,5,7,2,8,7,8,5,37,4,6,1,8,1
1777,1,0,0,26,1,5,6,6,8,2,,7,4,8,37,4,6,1,8,0
1778,1,1,1,27,1,8,9,8,9,2,9,8,9,9,29,2,5,5,6,1
1779,1,0,0,24,0,8,7,7,7,4,7,8,8,8,29,2,5,5,6,0
1780,1,0,1,23,1,8,8,7,9,2,9,8,10,9,29,2,5,5,6,0
1781,1,1,1,26,1,8,8,,8,2,8,8,,8,29,2,5,5,6,1
1782,1,0,0,27,0,8,7,7,8,2,8,5,7,8,28,3,4,4,4,1
1783,1,0,0,24,0,8,5,6,6,4,5,5,5,7,28,3,4,4,4,1
1784,1,0,0,23,0,8,5,4,5,2,6,6,6,5,28,3,4,4,4,1
1785,1,1,0,26,1,8,6,,,2,,7,8,8,28,3,4,4,4,1
1786,0,0,1,23,1,13,9,5,8,2,8,10,7,7,24,2,1,4,7,0
1787,0,1,1,28,1,13,7,4,7,2,7,7,,6,24,2,1,4,7,1
1788,0,0,0,29,0,13,6,,9,1,8,6,9,7,24,2,1,4,7,1
1789,0,0,1,22,0,13,7,4,7,2,8,8,6,7,24,2,1,4,7,1
1790,0,0,0,27,0,13,5,5,7,4,7,6,6,6,24,2,1,4,7,1
1791,0,0,1,26,0,13,6,5,7,2,7,7,6,5,24,2,1,4,7,1
1792,0,0,1,27,0,13,6,,7,2,9,8,,7,24,2,1,4,7,1
1793,0,0,1,30,0,13,6,6,8,2,9,8,8,7,24,2,1,4,7,0
1794,0,0,0,26,0,13,5,,4,6,8,4,,4,24,2,1,4,7,0
1795,0,1,1,23,1,13,6,4,6,2,7,7,4,6,24,2,1,4,7,1
1796,0,1,0,23,1,13,8,8,8,4,7,8,7,7,24,2,1,4,7,1
