,gender,match,samerace,age_o,field_cd,like_o,shar_o,sinc_o,race_o,intel_o,attr_o,amb_o,fun_o,age,race,imprace,imprelig,exphappy,career_c,dec_o
1756,0,1,0,26,10,9.0,7.0,9.0,4,9.0,9.0,8.0,8.0,23,2,8,10,8,4.0,1
1757,0,0,1,32,10,1.0,1.0,8.0,2,8.0,3.0,7.0,2.0,23,2,8,10,8,4.0,0
1758,0,0,0,37,10,7.0,,9.0,4,9.0,7.0,6.0,7.0,23,2,8,10,8,4.0,1
1759,0,0,1,29,10,6.5,,8.0,2,7.5,6.5,7.0,7.0,23,2,8,10,8,4.0,0
1760,0,0,0,28,10,7.0,5.0,8.0,3,8.0,7.0,6.0,7.0,23,2,8,10,8,4.0,1
1761,0,0,0,26,3,7.0,6.0,8.0,4,8.0,7.0,7.0,7.0,26,2,9,6,6,4.0,1
1762,0,0,1,32,3,1.0,1.0,6.0,2,6.0,4.0,7.0,1.0,26,2,9,6,6,4.0,0
1763,0,0,0,37,3,6.0,,,4,,6.0,5.0,6.0,26,2,9,6,6,4.0,0
1764,0,1,1,29,3,7.0,7.0,8.0,2,8.0,6.5,7.0,7.0,26,2,9,6,6,4.0,1
1765,0,1,0,28,3,8.0,5.0,9.0,3,8.0,8.0,6.0,8.0,26,2,9,6,6,4.0,1
1786,0,0,1,23,13,9.0,5.0,8.0,2,8.0,10.0,7.0,7.0,24,2,1,4,7,4.0,1
1787,0,1,1,28,13,7.0,4.0,7.0,2,7.0,7.0,,6.0,24,2,1,4,7,4.0,1
1788,0,0,0,29,13,6.0,,9.0,1,8.0,6.0,9.0,7.0,24,2,1,4,7,4.0,0
1789,0,0,1,22,13,7.0,4.0,7.0,2,8.0,8.0,6.0,7.0,24,2,1,4,7,4.0,0
1790,0,0,0,27,13,5.0,5.0,7.0,4,7.0,6.0,6.0,6.0,24,2,1,4,7,4.0,0
1791,0,0,1,26,13,6.0,5.0,7.0,2,7.0,7.0,6.0,5.0,24,2,1,4,7,4.0,0
1792,0,0,1,27,13,6.0,,7.0,2,9.0,8.0,,7.0,24,2,1,4,7,4.0,0
1793,0,0,1,30,13,6.0,6.0,8.0,2,9.0,8.0,8.0,7.0,24,2,1,4,7,4.0,0
1794,0,0,0,26,13,5.0,,4.0,6,8.0,4.0,,4.0,24,2,1,4,7,4.0,0
1795,0,1,1,23,13,6.0,4.0,6.0,2,7.0,7.0,4.0,6.0,24,2,1,4,7,4.0,1
1796,0,1,0,23,13,8.0,8.0,8.0,4,7.0,8.0,7.0,7.0,24,2,1,4,7,6.0,1
1797,0,1,1,28,13,8.0,8.0,8.0,2,9.0,8.0,7.0,8.0,24,2,1,4,7,6.0,1
1798,0,0,0,28,13,7.0,7.0,7.0,4,7.0,7.0,5.0,7.0,24,2,1,4,7,6.0,1
1799,0,1,1,29,13,7.0,7.0,8.0,2,9.0,7.0,8.0,9.0,24,2,1,4,7,6.0,1
1800,0,1,1,27,13,6.0,6.0,7.0,2,6.0,8.0,7.0,7.0,24,2,1,4,7,6.0,1
1801,0,1,1,22,13,7.0,5.0,7.0,2,7.0,8.0,5.0,7.0,24,2,1,4,7,6.0,1
1802,0,0,1,23,1,7.0,7.0,8.0,2,9.0,6.0,8.0,6.0,33,2,6,2,6,6.0,1
1803,0,0,1,28,1,5.0,4.0,7.0,2,7.0,5.0,4.0,5.0,33,2,6,2,6,6.0,0
1804,0,0,0,29,1,4.0,3.0,9.0,1,7.0,4.0,8.0,5.0,33,2,6,2,6,6.0,0
1805,0,0,1,22,1,4.0,6.0,10.0,2,8.0,5.0,10.0,5.0,33,2,6,2,6,6.0,0
1806,0,0,0,27,1,3.0,2.0,6.0,4,6.0,3.0,7.0,2.0,33,2,6,2,6,5.0,0
1807,0,0,1,26,1,5.0,4.0,8.0,2,7.0,5.0,6.0,6.0,33,2,6,2,6,5.0,0
1808,0,0,1,27,1,6.0,,9.0,2,9.0,4.0,,5.0,33,2,6,2,6,5.0,0
1809,0,0,1,30,1,6.0,4.0,9.0,2,9.0,6.0,8.0,6.0,33,2,6,2,6,5.0,0
1810,0,0,0,26,1,5.0,,7.0,6,7.0,3.0,,5.0,33,2,6,2,6,5.0,0
1811,0,0,1,23,1,3.0,2.0,7.0,2,6.0,3.0,5.0,4.0,33,2,6,2,6,5.0,0
1812,0,0,0,23,1,6.0,6.0,5.0,4,5.0,5.0,6.0,6.0,33,2,6,2,6,5.0,0
1813,0,0,1,28,1,7.0,8.0,9.0,2,9.0,7.0,8.0,8.0,33,2,6,2,6,5.0,0
1814,0,0,0,28,1,4.0,3.0,7.0,4,7.0,5.0,7.0,5.0,33,2,6,2,6,5.0,0
1815,0,0,1,29,1,6.0,9.0,8.0,2,9.0,5.0,7.0,6.0,33,2,6,2,6,5.0,0
1816,0,0,1,27,1,1.0,1.0,8.0,2,9.0,,8.0,2.0,33,2,6,2,6,7.0,0
1817,0,0,1,22,1,3.0,5.0,6.0,2,5.0,4.0,5.0,4.0,33,2,6,2,6,7.0,0
1818,0,0,1,23,10,9.0,8.0,9.0,2,9.0,9.0,7.0,7.0,23,2,5,2,5,7.0,1
1819,0,0,1,28,10,9.0,9.0,8.0,2,8.0,8.0,7.0,8.0,23,2,5,2,5,7.0,1
1820,0,0,0,29,10,7.0,7.0,8.0,1,9.0,6.0,9.0,9.0,23,2,5,2,5,7.0,0
1821,0,0,1,22,10,5.0,1.0,8.0,2,10.0,6.0,3.0,9.0,23,2,5,2,5,7.0,0
1822,0,1,0,27,10,8.0,5.0,7.0,4,7.0,8.0,7.0,7.0,23,2,5,2,5,7.0,1
1823,0,0,1,26,10,6.0,5.0,8.0,2,8.0,8.0,6.0,6.0,23,2,5,2,5,7.0,0
1824,0,0,1,27,10,7.0,5.0,7.0,2,9.0,7.0,6.0,7.0,23,2,5,2,5,7.0,0
1825,0,0,1,30,10,7.0,6.0,8.0,2,10.0,7.0,7.0,8.0,23,2,5,2,5,7.0,0
1826,0,0,0,26,10,8.0,,7.0,6,9.0,7.0,,9.0,23,2,5,2,5,10.0,1
1827,0,0,1,23,10,3.0,6.0,6.0,2,5.0,4.0,5.0,4.0,23,2,5,2,5,10.0,0
1828,0,0,0,23,10,7.0,8.0,8.0,4,8.0,8.0,8.0,8.0,23,2,5,2,5,10.0,1
1829,0,0,1,28,10,8.0,9.0,7.0,2,8.0,8.0,7.0,9.0,23,2,5,2,5,10.0,0
1830,0,0,0,28,10,,,,4,,,,,23,2,5,2,5,10.0,0
1831,0,0,1,29,10,8.0,10.0,9.0,2,9.0,8.0,8.0,9.0,23,2,5,2,5,10.0,1
1832,0,0,1,27,10,4.0,4.0,7.0,2,8.0,4.0,6.0,5.0,23,2,5,2,5,10.0,0
1833,0,0,1,22,10,4.0,5.0,7.0,2,6.0,5.0,6.0,6.0,23,2,5,2,5,10.0,0
1834,0,0,1,23,10,9.0,8.0,8.0,2,9.0,9.0,7.0,7.0,24,2,9,7,5,10.0,1
1835,0,0,1,28,10,8.0,9.0,8.0,2,8.0,8.0,7.0,7.0,24,2,9,7,5,10.0,1
1836,0,0,0,29,10,5.0,3.0,8.0,1,9.0,4.0,10.0,4.0,24,2,9,7,5,10.0,0
1837,0,0,1,22,10,4.0,3.0,8.0,2,10.0,6.0,5.0,7.0,24,2,9,7,5,10.0,0
1838,0,0,0,27,10,6.0,5.0,6.0,4,7.0,5.0,6.0,7.0,24,2,9,7,5,10.0,0
1839,0,0,1,26,10,5.0,3.0,7.0,2,6.0,6.0,5.0,8.0,24,2,9,7,5,10.0,0
1840,0,0,1,27,10,7.0,7.0,8.0,2,9.0,4.0,,8.0,24,2,9,7,5,10.0,0
1841,0,0,1,30,10,6.0,5.0,8.0,2,9.0,6.0,8.0,6.0,24,2,9,7,5,10.0,0
1842,0,0,0,26,10,5.0,,7.0,6,7.0,5.0,,6.0,24,2,9,7,5,10.0,0
1843,0,0,1,23,10,3.0,5.0,6.0,2,6.0,2.0,5.0,4.0,24,2,9,7,5,10.0,0
1844,0,0,0,23,10,7.0,7.0,7.0,4,7.0,7.0,7.0,7.0,24,2,9,7,5,10.0,1
1845,0,0,1,28,10,8.0,8.0,9.0,2,9.0,7.0,9.0,8.0,24,2,9,7,5,10.0,0
1846,0,0,0,28,10,6.0,8.0,7.0,4,6.0,6.0,6.0,6.0,24,2,9,7,5,7.0,1
1847,0,0,1,29,10,6.0,3.0,8.0,2,9.0,6.0,8.0,5.0,24,2,9,7,5,7.0,1
1848,0,0,1,27,10,3.0,2.0,7.0,2,9.0,2.0,4.0,2.0,24,2,9,7,5,7.0,0
1849,0,0,1,22,10,4.0,5.0,6.0,2,6.0,4.0,5.0,5.0,24,2,9,7,5,7.0,0
1850,0,0,1,23,6,9.0,8.0,9.0,2,8.0,8.0,7.0,7.0,36,2,1,7,5,7.0,1
1851,0,0,1,28,6,5.0,,8.0,2,8.0,6.0,6.0,5.0,36,2,1,7,5,2.0,0
1852,0,0,0,29,6,4.0,,8.0,1,,5.0,7.0,6.0,36,2,1,7,5,2.0,0
1853,0,0,1,22,6,4.0,5.0,6.0,2,7.0,5.0,5.0,4.0,36,2,1,7,5,2.0,0
1854,0,0,0,27,6,4.0,3.0,6.0,4,8.0,4.0,6.0,3.0,36,2,1,7,5,2.0,0
1855,0,0,1,26,6,6.0,7.0,8.0,2,7.0,5.0,7.0,6.0,36,2,1,7,5,2.0,0
1856,0,1,1,27,6,10.0,8.0,10.0,2,10.0,9.0,8.0,8.0,36,2,1,7,5,2.0,1
1857,0,0,1,30,6,7.0,7.0,7.0,2,9.0,8.0,7.0,7.0,36,2,1,7,5,2.0,1
1858,0,0,0,26,6,7.0,,7.0,6,7.0,7.0,,7.0,36,2,1,7,5,2.0,0
1859,0,0,1,23,6,3.0,3.0,6.0,2,8.0,3.0,5.0,2.0,36,2,1,7,5,2.0,0
1860,0,0,0,23,6,4.0,3.0,6.0,4,7.0,4.0,6.0,6.0,36,2,1,7,5,2.0,0
1861,0,0,1,28,6,7.0,7.0,8.0,2,9.0,7.0,8.0,7.0,36,2,1,7,5,2.0,0
1862,0,0,0,28,6,5.0,5.0,7.0,4,7.0,5.0,6.0,6.0,36,2,1,7,5,2.0,1
1863,0,0,1,29,6,8.0,7.0,8.0,2,9.0,6.0,7.0,6.0,36,2,1,7,5,2.0,1
1864,0,0,1,27,6,1.0,1.0,4.0,2,5.0,1.0,3.0,1.0,36,2,1,7,5,2.0,0
1865,0,0,1,22,6,4.0,4.0,6.0,2,5.0,5.0,5.0,5.0,36,2,1,7,5,2.0,0
1866,0,0,0,23,8,8.0,6.0,7.0,2,7.0,9.0,8.0,9.0,26,4,3,3,5,,1
1867,0,0,0,28,8,5.0,3.0,6.0,2,6.0,6.0,6.0,6.0,26,4,3,3,5,,0
1868,0,1,0,29,8,6.0,7.0,10.0,1,9.0,8.0,8.0,8.0,26,4,3,3,5,,1
1869,0,0,0,22,8,4.0,6.0,8.0,2,9.0,7.0,6.0,10.0,26,4,3,3,5,,0
1870,0,0,1,27,8,5.0,5.0,7.0,4,7.0,5.0,7.0,8.0,26,4,3,3,5,,1
1871,0,0,0,26,8,6.0,8.0,9.0,2,7.0,7.0,7.0,8.0,26,4,3,3,5,8.0,0
1872,0,0,0,27,8,6.0,5.0,6.0,2,6.0,9.0,6.0,8.0,26,4,3,3,5,8.0,0
1873,0,1,0,30,8,8.0,5.0,8.0,2,8.0,7.0,8.0,10.0,26,4,3,3,5,8.0,1
1874,0,1,0,26,8,8.0,,8.0,6,8.0,8.0,,9.0,26,4,3,3,5,8.0,1
1875,0,0,0,23,8,5.0,4.0,6.0,2,5.0,3.0,2.0,8.0,26,4,3,3,5,8.0,0
1876,0,0,1,23,8,5.0,7.0,7.0,4,8.0,4.0,5.0,7.0,26,4,3,3,5,7.0,0
1877,0,1,0,28,8,9.0,,8.0,2,8.0,10.0,8.0,9.0,26,4,3,3,5,7.0,1
1878,0,0,1,28,8,6.0,7.0,7.0,4,7.0,7.0,6.0,6.0,26,4,3,3,5,7.0,1
1879,0,0,0,29,8,9.0,4.0,6.0,2,7.0,5.0,7.0,9.0,26,4,3,3,5,7.0,0
1880,0,1,0,27,8,8.0,6.0,4.0,2,,8.0,8.0,7.0,26,4,3,3,5,7.0,1
1881,0,0,0,22,8,4.0,4.0,7.0,2,5.0,5.0,6.0,6.0,26,4,3,3,5,2.0,0
1882,0,0,0,23,8,8.0,7.0,8.0,2,8.0,9.0,7.0,7.0,27,4,7,4,5,2.0,1
1883,0,0,0,28,8,6.0,,6.0,2,6.0,7.0,5.0,5.0,27,4,7,4,5,2.0,0
1884,0,0,0,29,8,7.0,7.0,8.0,1,8.0,7.0,8.0,8.0,27,4,7,4,5,2.0,1
1885,0,0,0,22,8,5.0,5.0,6.0,2,8.0,6.0,7.0,5.0,27,4,7,4,5,2.0,0
1886,0,0,1,27,8,6.0,7.0,6.0,4,7.0,6.0,6.0,7.0,27,4,7,4,5,7.0,1
1887,0,0,0,26,8,7.0,5.0,8.0,2,8.0,8.0,6.0,7.0,27,4,7,4,5,7.0,0
1888,0,0,0,27,8,6.0,,7.0,2,7.0,7.0,,,27,4,7,4,5,7.0,0
1889,0,0,0,30,8,8.0,5.0,8.0,2,9.0,8.0,9.0,6.0,27,4,7,4,5,7.0,1
1890,0,0,0,26,8,8.0,,8.0,6,8.0,8.0,8.0,8.0,27,4,7,4,5,7.0,1
1891,0,0,0,23,8,5.0,3.0,5.0,2,6.0,6.0,4.0,5.0,27,4,7,4,5,7.0,1
1892,0,0,1,23,8,7.0,5.0,8.0,4,8.0,7.0,6.0,6.0,27,4,7,4,5,7.0,1
1893,0,1,0,28,8,9.0,,9.0,2,9.0,9.0,9.0,,27,4,7,4,5,7.0,1
1894,0,0,1,28,8,6.0,5.0,6.0,4,7.0,6.0,8.0,5.0,27,4,7,4,5,7.0,1
1895,0,0,0,29,8,8.0,6.0,7.0,2,7.0,7.0,8.0,6.0,27,4,7,4,5,7.0,1
1896,0,0,0,27,8,6.0,4.0,4.0,2,6.0,7.0,8.0,9.0,27,4,7,4,5,2.0,1
1897,0,0,0,22,8,5.0,5.0,8.0,2,5.0,5.0,6.0,7.0,27,4,7,4,5,2.0,0
1898,0,0,1,23,13,8.0,6.0,9.0,2,9.0,9.0,7.0,8.0,28,2,3,3,4,2.0,1
1899,0,0,1,28,13,7.0,6.0,9.0,2,7.0,8.0,7.0,7.0,28,2,3,3,4,2.0,1
1900,0,1,0,29,13,5.0,,9.0,1,9.0,6.0,8.0,6.0,28,2,3,3,4,2.0,1
1901,0,0,1,22,13,7.0,7.0,6.0,2,7.0,7.0,8.0,5.0,28,2,3,3,4,2.0,0
1902,0,0,0,27,13,6.0,5.0,6.0,4,6.0,8.0,7.0,7.0,28,2,3,3,4,2.0,1
1903,0,0,1,26,13,8.0,6.0,8.0,2,8.0,8.0,7.0,7.0,28,2,3,3,4,2.0,1
1904,0,0,1,27,13,5.0,,6.0,2,6.0,6.0,,6.0,28,2,3,3,4,2.0,0
1905,0,0,1,30,13,7.0,5.0,7.0,2,9.0,9.0,6.0,7.0,28,2,3,3,4,2.0,1
1906,0,1,0,26,13,7.0,,7.0,6,7.0,7.0,,7.0,28,2,3,3,4,2.0,1
1907,0,0,1,23,13,7.0,4.0,6.0,2,6.0,6.0,4.0,5.0,28,2,3,3,4,2.0,1
1908,0,0,0,23,13,6.0,6.0,6.0,4,6.0,5.0,6.0,6.0,28,2,3,3,4,2.0,0
1909,0,0,1,28,13,9.0,8.0,8.0,2,9.0,9.0,8.0,8.0,28,2,3,3,4,2.0,0
1910,0,0,0,28,13,6.0,6.0,7.0,4,7.0,7.0,6.0,6.0,28,2,3,3,4,2.0,1
1911,0,1,1,29,13,9.0,10.0,7.0,2,8.0,8.0,9.0,6.0,28,2,3,3,4,2.0,1
1912,0,1,1,27,13,6.0,7.0,4.0,2,7.0,6.0,6.0,5.0,28,2,3,3,4,1.0,1
1913,0,1,1,22,13,8.0,8.0,8.0,2,8.0,8.0,7.0,8.0,28,2,3,3,4,1.0,1
1914,0,0,1,23,7,9.0,7.0,8.0,2,9.0,10.0,7.0,7.0,31,2,3,3,5,1.0,1
1915,0,0,1,28,7,8.0,5.0,9.0,2,9.0,8.0,8.0,8.0,31,2,3,3,5,1.0,1
1916,0,0,0,29,7,7.0,3.0,10.0,1,9.0,7.0,8.0,8.0,31,2,3,3,5,1.0,1
1917,0,0,1,22,7,6.0,5.0,8.0,2,10.0,8.0,6.0,8.0,31,2,3,3,5,1.0,0
1918,0,0,0,27,7,5.0,3.0,9.0,4,8.0,6.0,6.0,5.0,31,2,3,3,5,1.0,0
1919,0,0,1,26,7,8.0,5.0,9.0,2,9.0,9.0,8.0,8.0,31,2,3,3,5,1.0,1
1920,0,0,1,27,7,9.0,9.0,10.0,2,9.0,9.0,,9.0,31,2,3,3,5,1.0,1
1921,0,1,1,30,7,8.0,7.0,10.0,2,9.0,8.0,8.0,8.0,31,2,3,3,5,1.0,1
1922,0,0,0,26,7,7.0,,7.0,6,9.0,5.0,9.0,8.0,31,2,3,3,5,1.0,0
1923,0,1,1,23,7,6.0,4.0,5.0,2,6.0,7.0,5.0,7.0,31,2,3,3,5,1.0,1
1924,0,0,0,23,7,7.0,7.0,7.0,4,7.0,8.0,7.0,7.0,31,2,3,3,5,1.0,1
1925,0,0,1,28,7,8.0,8.0,8.0,2,9.0,7.0,9.0,7.0,31,2,3,3,5,1.0,0
1926,0,0,0,28,7,6.0,7.0,7.0,4,7.0,6.0,6.0,7.0,31,2,3,3,5,1.0,1
1927,0,0,1,29,7,7.0,5.0,9.0,2,9.0,7.0,8.0,7.0,31,2,3,3,5,1.0,1
1928,0,0,1,27,7,3.0,3.0,6.0,2,8.0,4.0,6.0,4.0,31,2,3,3,5,2.0,0
1929,0,0,1,22,7,6.0,5.0,7.0,2,7.0,7.0,7.0,7.0,31,2,3,3,5,2.0,1
1930,0,0,1,23,13,9.0,6.0,8.0,2,8.0,10.0,7.0,9.0,28,2,1,2,3,2.0,1
1931,0,0,1,28,13,7.0,,8.0,2,7.0,8.0,7.0,7.0,28,2,1,2,3,2.0,1
1932,0,0,0,29,13,8.0,8.0,8.0,1,,8.0,7.0,8.0,28,2,1,2,3,2.0,1
1933,0,0,1,22,13,8.0,5.0,8.0,2,8.0,10.0,8.0,9.0,28,2,1,2,3,2.0,1
1934,0,1,0,27,13,9.0,9.0,7.0,4,7.0,8.0,6.0,7.0,28,2,1,2,3,2.0,1
1935,0,0,1,26,13,8.0,5.0,9.0,2,8.0,8.0,6.0,7.0,28,2,1,2,3,2.0,1
1936,0,0,1,27,13,7.0,,9.0,2,7.0,9.0,,9.0,28,2,1,2,3,2.0,1
1937,0,0,1,30,13,6.0,3.0,9.0,2,8.0,10.0,7.0,10.0,28,2,1,2,3,2.0,0
1938,0,0,0,26,13,,,8.0,6,8.0,8.0,,8.0,28,2,1,2,3,2.0,0
1939,0,0,1,23,13,7.0,4.0,8.0,2,5.0,8.0,3.0,4.0,28,2,1,2,3,2.0,1
1940,0,0,0,23,13,8.0,7.0,8.0,4,7.0,9.0,8.0,7.0,28,2,1,2,3,2.0,1
1941,0,0,1,28,13,9.0,7.0,9.0,2,9.0,9.0,8.0,9.0,28,2,1,2,3,2.0,1
1942,0,0,0,28,13,7.0,5.0,7.0,4,7.0,8.0,7.0,8.0,28,2,1,2,3,2.0,1
1943,0,0,1,29,13,8.0,6.0,9.0,2,8.0,9.0,7.0,8.0,28,2,1,2,3,2.0,1
1944,0,0,1,27,13,6.0,6.0,7.0,2,8.0,8.0,8.0,6.0,28,2,1,2,3,2.0,1
1945,0,1,1,22,13,8.0,7.0,8.0,2,7.0,9.0,7.0,8.0,28,2,1,2,3,2.0,1
1946,0,0,0,23,13,8.0,6.0,9.0,2,8.0,9.0,7.0,7.0,27,4,2,3,5,2.0,1
1947,0,0,0,28,13,5.0,3.0,7.0,2,7.0,7.0,,5.0,27,4,2,3,5,2.0,0
1948,0,0,0,29,13,5.0,3.0,9.0,1,10.0,7.0,9.0,6.0,27,4,2,3,5,2.0,0
1949,0,0,0,22,13,6.0,2.0,10.0,2,9.0,7.0,5.0,6.0,27,4,2,3,5,2.0,0
1950,0,0,1,27,13,4.0,4.0,7.0,4,7.0,6.0,6.0,5.0,27,4,2,3,5,2.0,0
1951,0,0,0,26,13,5.0,5.0,8.0,2,8.0,6.0,7.0,6.0,27,4,2,3,5,2.0,0
1952,0,1,0,27,13,7.0,,9.0,2,9.0,8.0,,,27,4,2,3,5,2.0,1
1953,0,1,0,30,13,7.0,5.0,9.0,2,10.0,8.0,9.0,5.0,27,4,2,3,5,2.0,1
1954,0,0,0,26,13,7.0,,8.0,6,,8.0,,5.0,27,4,2,3,5,2.0,0
1955,0,1,0,23,13,7.0,3.0,8.0,2,8.0,7.0,5.0,6.0,27,4,2,3,5,2.0,1
1956,0,0,1,23,13,7.0,6.0,7.0,4,7.0,7.0,7.0,7.0,27,4,2,3,5,2.0,1
1957,0,0,0,28,13,8.0,6.0,9.0,2,8.0,10.0,8.0,7.0,27,4,2,3,5,2.0,0
1958,0,0,1,28,13,4.0,5.0,7.0,4,6.0,5.0,6.0,5.0,27,4,2,3,5,2.0,0
1959,0,0,0,29,13,7.0,4.0,7.0,2,8.0,7.0,7.0,5.0,27,4,2,3,5,2.0,1
1960,0,0,0,27,13,6.0,3.0,8.0,2,8.0,7.0,6.0,4.0,27,4,2,3,5,2.0,1
1961,0,0,0,22,13,5.0,5.0,5.0,2,5.0,5.0,5.0,5.0,27,4,2,3,5,2.0,0
1962,0,0,0,23,7,7.0,6.0,9.0,2,8.0,7.0,7.0,6.0,28,4,1,1,6,2.0,1
1963,0,1,0,28,7,7.0,5.0,7.0,2,7.0,7.0,6.0,6.0,28,4,1,1,6,2.0,1
1964,0,0,0,29,7,4.0,2.0,9.0,1,8.0,7.0,7.0,6.0,28,4,1,1,6,2.0,0
1965,0,0,0,22,7,5.0,3.0,9.0,2,6.0,7.0,5.0,6.0,28,4,1,1,6,2.0,0
1966,0,0,1,27,7,4.0,3.0,7.0,4,6.0,5.0,7.0,3.0,28,4,1,1,6,2.0,0
1967,0,1,0,26,7,8.0,6.0,10.0,2,8.0,8.0,8.0,8.0,28,4,1,1,6,2.0,1
1968,0,0,0,27,7,7.0,6.0,8.0,2,8.0,7.0,,6.0,28,4,1,1,6,2.0,0
1969,0,0,0,30,7,5.0,5.0,8.0,2,8.0,7.0,7.0,6.0,28,4,1,1,6,2.0,0
1970,0,0,0,26,7,5.0,,7.0,6,7.0,6.0,,4.0,28,4,1,1,6,2.0,0
1971,0,0,0,23,7,4.0,4.0,8.0,2,6.0,4.0,6.0,5.0,28,4,1,1,6,2.0,0
1972,0,0,1,23,7,6.0,5.0,7.0,4,7.0,7.0,6.0,6.0,28,4,1,1,6,2.0,0
1973,0,0,0,28,7,8.0,6.0,10.0,2,8.0,9.0,8.0,7.0,28,4,1,1,6,2.0,0
1974,0,0,1,28,7,6.0,7.0,7.0,4,7.0,5.0,5.0,6.0,28,4,1,1,6,2.0,1
1975,0,1,0,29,7,6.0,4.0,8.0,2,8.0,6.0,7.0,6.0,28,4,1,1,6,2.0,1
1976,0,0,0,27,7,4.0,1.0,6.0,2,8.0,4.0,,2.0,28,4,1,1,6,7.0,0
1977,0,0,0,22,7,5.0,5.0,5.0,2,5.0,5.0,5.0,5.0,28,4,1,1,6,7.0,0
1978,0,0,1,23,8,8.0,6.0,9.0,2,7.0,9.0,7.0,8.0,27,2,8,3,7,7.0,1
1979,0,0,1,28,8,7.0,6.0,8.0,2,7.0,7.0,8.0,7.0,27,2,8,3,7,7.0,1
1980,0,0,0,29,8,7.0,7.0,8.0,1,8.0,8.0,8.0,7.0,27,2,8,3,7,7.0,1
1981,0,1,1,22,8,8.0,6.0,9.0,2,8.0,9.0,7.0,9.0,27,2,8,3,7,7.0,1
1982,0,0,0,27,8,4.0,3.0,6.0,4,7.0,7.0,7.0,6.0,27,2,8,3,7,7.0,0
1983,0,1,1,26,8,7.0,5.0,10.0,2,8.0,8.0,7.0,8.0,27,2,8,3,7,7.0,1
1984,0,0,1,27,8,6.0,,7.0,2,7.0,8.0,,,27,2,8,3,7,7.0,0
1985,0,0,1,30,8,5.0,3.0,8.0,2,8.0,10.0,10.0,8.0,27,2,8,3,7,7.0,0
1986,0,1,0,26,8,7.0,,7.0,6,7.0,7.0,,7.0,27,2,8,3,7,7.0,1
1987,0,0,1,23,8,6.0,6.0,7.0,2,7.0,5.0,6.0,6.0,27,2,8,3,7,7.0,1
1988,0,0,0,23,8,9.0,8.0,8.0,4,8.0,8.0,8.0,8.0,27,2,8,3,7,7.0,1
1989,0,1,1,28,8,10.0,10.0,9.0,2,9.0,10.0,9.0,9.0,27,2,8,3,7,7.0,1
1990,0,0,0,28,8,6.0,7.0,6.0,4,7.0,6.0,7.0,5.0,27,2,8,3,7,7.0,1
1991,0,1,1,29,8,8.0,5.0,7.0,2,8.0,9.0,10.0,8.0,27,2,8,3,7,7.0,1
1992,0,1,1,27,8,6.0,6.0,8.0,2,8.0,7.0,6.0,5.0,27,2,8,3,7,7.0,1
1993,0,1,1,22,8,7.0,6.0,7.0,2,6.0,6.0,6.0,7.0,27,2,8,3,7,7.0,1
1994,0,0,1,23,8,9.0,7.0,9.0,2,9.0,10.0,7.0,8.0,27,2,5,1,3,7.0,1
1995,0,0,1,28,8,7.0,,9.0,2,8.0,7.0,5.0,7.0,27,2,5,1,3,7.0,1
1996,0,0,0,29,8,6.0,,8.0,1,8.0,7.0,,8.0,27,2,5,1,3,7.0,0
1997,0,1,1,22,8,7.0,6.0,8.0,2,8.0,7.0,7.0,10.0,27,2,5,1,3,7.0,1
1998,0,0,0,27,8,4.0,3.0,5.0,4,3.0,6.0,7.0,4.0,27,2,5,1,3,7.0,0
1999,0,0,1,26,8,7.0,7.0,6.0,2,6.0,8.0,6.0,6.0,27,2,5,1,3,7.0,0
2000,0,0,1,27,8,7.0,5.0,10.0,2,8.0,5.0,7.0,,27,2,5,1,3,7.0,0
2001,0,0,1,30,8,6.0,5.0,9.0,2,8.0,9.0,5.0,6.0,27,2,5,1,3,7.0,0
2002,0,0,0,26,8,7.0,,7.0,6,7.0,7.0,,7.0,27,2,5,1,3,7.0,1
2003,0,0,1,23,8,6.0,3.0,6.0,2,5.0,6.0,4.0,4.0,27,2,5,1,3,7.0,1
2004,0,0,0,23,8,7.0,7.0,7.0,4,7.0,7.0,7.0,7.0,27,2,5,1,3,7.0,1
2005,0,0,1,28,8,8.0,8.0,8.0,2,8.0,9.0,8.0,8.0,27,2,5,1,3,7.0,0
2006,0,0,0,28,8,6.0,6.0,7.0,4,7.0,6.0,6.0,6.0,27,2,5,1,3,7.0,1
2007,0,0,1,29,8,8.0,6.0,8.0,2,8.0,10.0,9.0,8.0,27,2,5,1,3,7.0,1
2008,0,0,1,27,8,5.0,5.0,6.0,2,6.0,5.0,5.0,4.0,27,2,5,1,3,2.0,0
2009,0,0,1,22,8,6.0,5.0,7.0,2,7.0,6.0,7.0,8.0,27,2,5,1,3,2.0,1
2010,0,0,0,23,8,8.0,6.0,8.0,2,8.0,9.0,7.0,8.0,30,1,1,1,6,2.0,1
2011,0,0,0,28,8,5.0,,7.0,2,7.0,6.0,5.0,5.0,30,1,1,1,6,2.0,0
2012,0,1,1,29,8,8.0,10.0,10.0,1,8.0,8.0,9.0,9.0,30,1,1,1,6,2.0,1
2013,0,0,0,22,8,5.0,4.0,9.0,2,10.0,7.0,8.0,8.0,30,1,1,1,6,2.0,0
2014,0,0,0,27,8,6.0,6.0,7.0,4,7.0,5.0,9.0,5.0,30,1,1,1,6,2.0,1
2015,0,1,0,26,8,8.0,8.0,9.0,2,9.0,8.0,8.0,8.0,30,1,1,1,6,2.0,1
