,Unnamed: 0,gender,match,samerace,age_o,field_cd,like_o,shar_o,sinc_o,race_o,intel_o,attr_o,amb_o,fun_o,age,race,imprace,imprelig,exphappy,career_c,dec_o
1066,1959,0,0,0,29,13,7.0,4.0,7.0,2,8.0,7.0,7.0,5.0,27,4,2,3,5,2.0,1
1067,1960,0,0,0,27,13,6.0,3.0,8.0,2,8.0,7.0,6.0,4.0,27,4,2,3,5,2.0,1
1068,1961,0,0,0,22,13,5.0,5.0,5.0,2,5.0,5.0,5.0,5.0,27,4,2,3,5,2.0,0
1069,1962,0,0,0,23,7,7.0,6.0,9.0,2,8.0,7.0,7.0,6.0,28,4,1,1,6,2.0,1
1070,1963,0,1,0,28,7,7.0,5.0,7.0,2,7.0,7.0,6.0,6.0,28,4,1,1,6,2.0,1
1071,1964,0,0,0,29,7,4.0,2.0,9.0,1,8.0,7.0,7.0,6.0,28,4,1,1,6,2.0,0
1072,1965,0,0,0,22,7,5.0,3.0,9.0,2,6.0,7.0,5.0,6.0,28,4,1,1,6,2.0,0
1073,1966,0,0,1,27,7,4.0,3.0,7.0,4,6.0,5.0,7.0,3.0,28,4,1,1,6,2.0,0
1074,1967,0,1,0,26,7,8.0,6.0,10.0,2,8.0,8.0,8.0,8.0,28,4,1,1,6,2.0,1
1076,1969,0,0,0,30,7,5.0,5.0,8.0,2,8.0,7.0,7.0,6.0,28,4,1,1,6,2.0,0
1078,1971,0,0,0,23,7,4.0,4.0,8.0,2,6.0,4.0,6.0,5.0,28,4,1,1,6,2.0,0
1079,1972,0,0,1,23,7,6.0,5.0,7.0,4,7.0,7.0,6.0,6.0,28,4,1,1,6,2.0,0
1080,1973,0,0,0,28,7,8.0,6.0,10.0,2,8.0,9.0,8.0,7.0,28,4,1,1,6,2.0,0
1081,1974,0,0,1,28,7,6.0,7.0,7.0,4,7.0,5.0,5.0,6.0,28,4,1,1,6,2.0,1
1082,1975,0,1,0,29,7,6.0,4.0,8.0,2,8.0,6.0,7.0,6.0,28,4,1,1,6,2.0,1
1084,1977,0,0,0,22,7,5.0,5.0,5.0,2,5.0,5.0,5.0,5.0,28,4,1,1,6,7.0,0
1085,1978,0,0,1,23,8,8.0,6.0,9.0,2,7.0,9.0,7.0,8.0,27,2,8,3,7,7.0,1
1086,1979,0,0,1,28,8,7.0,6.0,8.0,2,7.0,7.0,8.0,7.0,27,2,8,3,7,7.0,1
1087,1980,0,0,0,29,8,7.0,7.0,8.0,1,8.0,8.0,8.0,7.0,27,2,8,3,7,7.0,1
1088,1981,0,1,1,22,8,8.0,6.0,9.0,2,8.0,9.0,7.0,9.0,27,2,8,3,7,7.0,1
1089,1982,0,0,0,27,8,4.0,3.0,6.0,4,7.0,7.0,7.0,6.0,27,2,8,3,7,7.0,0
1090,1983,0,1,1,26,8,7.0,5.0,10.0,2,8.0,8.0,7.0,8.0,27,2,8,3,7,7.0,1
1092,1985,0,0,1,30,8,5.0,3.0,8.0,2,8.0,10.0,10.0,8.0,27,2,8,3,7,7.0,0
1094,1987,0,0,1,23,8,6.0,6.0,7.0,2,7.0,5.0,6.0,6.0,27,2,8,3,7,7.0,1
1095,1988,0,0,0,23,8,9.0,8.0,8.0,4,8.0,8.0,8.0,8.0,27,2,8,3,7,7.0,1
1096,1989,0,1,1,28,8,10.0,10.0,9.0,2,9.0,10.0,9.0,9.0,27,2,8,3,7,7.0,1
1097,1990,0,0,0,28,8,6.0,7.0,6.0,4,7.0,6.0,7.0,5.0,27,2,8,3,7,7.0,1
1098,1991,0,1,1,29,8,8.0,5.0,7.0,2,8.0,9.0,10.0,8.0,27,2,8,3,7,7.0,1
1099,1992,0,1,1,27,8,6.0,6.0,8.0,2,8.0,7.0,6.0,5.0,27,2,8,3,7,7.0,1
1100,1993,0,1,1,22,8,7.0,6.0,7.0,2,6.0,6.0,6.0,7.0,27,2,8,3,7,7.0,1
1101,1994,0,0,1,23,8,9.0,7.0,9.0,2,9.0,10.0,7.0,8.0,27,2,5,1,3,7.0,1
1104,1997,0,1,1,22,8,7.0,6.0,8.0,2,8.0,7.0,7.0,10.0,27,2,5,1,3,7.0,1
1105,1998,0,0,0,27,8,4.0,3.0,5.0,4,3.0,6.0,7.0,4.0,27,2,5,1,3,7.0,0
1106,1999,0,0,1,26,8,7.0,7.0,6.0,2,6.0,8.0,6.0,6.0,27,2,5,1,3,7.0,0
1108,2001,0,0,1,30,8,6.0,5.0,9.0,2,8.0,9.0,5.0,6.0,27,2,5,1,3,7.0,0
1110,2003,0,0,1,23,8,6.0,3.0,6.0,2,5.0,6.0,4.0,4.0,27,2,5,1,3,7.0,1
1111,2004,0,0,0,23,8,7.0,7.0,7.0,4,7.0,7.0,7.0,7.0,27,2,5,1,3,7.0,1
1112,2005,0,0,1,28,8,8.0,8.0,8.0,2,8.0,9.0,8.0,8.0,27,2,5,1,3,7.0,0
1113,2006,0,0,0,28,8,6.0,6.0,7.0,4,7.0,6.0,6.0,6.0,27,2,5,1,3,7.0,1
1114,2007,0,0,1,29,8,8.0,6.0,8.0,2,8.0,10.0,9.0,8.0,27,2,5,1,3,7.0,1
1115,2008,0,0,1,27,8,5.0,5.0,6.0,2,6.0,5.0,5.0,4.0,27,2,5,1,3,2.0,0
1116,2009,0,0,1,22,8,6.0,5.0,7.0,2,7.0,6.0,7.0,8.0,27,2,5,1,3,2.0,1
1117,2010,0,0,0,23,8,8.0,6.0,8.0,2,8.0,9.0,7.0,8.0,30,1,1,1,6,2.0,1
1119,2012,0,1,1,29,8,8.0,10.0,10.0,1,8.0,8.0,9.0,9.0,30,1,1,1,6,2.0,1
1120,2013,0,0,0,22,8,5.0,4.0,9.0,2,10.0,7.0,8.0,8.0,30,1,1,1,6,2.0,0
1121,2014,0,0,0,27,8,6.0,6.0,7.0,4,7.0,5.0,9.0,5.0,30,1,1,1,6,2.0,1
1122,2015,0,1,0,26,8,8.0,8.0,9.0,2,9.0,8.0,8.0,8.0,30,1,1,1,6,2.0,1
1123,2016,0,0,0,27,8,7.0,5.0,8.0,2,10.0,8.0,9.0,7.0,30,1,1,1,6,2.0,0
1124,2017,0,0,0,30,8,6.0,6.0,8.0,2,7.0,7.0,8.0,7.0,30,1,1,1,6,2.0,0
1126,2019,0,0,0,23,8,6.0,4.0,6.0,2,6.0,7.0,6.0,5.0,30,1,1,1,6,2.0,1
1127,2020,0,0,0,23,8,6.0,6.0,8.0,4,8.0,7.0,7.0,7.0,30,1,1,1,6,2.0,0
1128,2021,0,0,0,28,8,8.0,8.0,8.0,2,10.0,8.0,10.0,8.0,30,1,1,1,6,2.0,0
1129,2022,0,0,0,28,8,6.0,8.0,8.0,4,8.0,6.0,8.0,7.0,30,1,1,1,6,2.0,1
1130,2023,0,0,0,29,8,6.0,4.0,8.0,2,9.0,6.0,10.0,9.0,30,1,1,1,6,2.0,1
1131,2024,0,1,0,27,8,7.0,7.0,8.0,2,7.0,6.0,8.0,7.0,30,1,1,1,6,2.0,1
1132,2025,0,1,0,22,8,6.0,6.0,7.0,2,7.0,7.0,7.0,7.0,30,1,1,1,6,2.0,1
1133,2026,0,0,0,23,8,7.0,5.0,8.0,2,8.0,9.0,6.0,7.0,28,4,5,3,4,2.0,1
1135,2028,0,0,0,29,8,8.0,8.0,8.0,1,8.0,10.0,9.0,9.0,28,4,5,3,4,2.0,1
1136,2029,0,0,0,22,8,6.0,6.0,8.0,2,8.0,8.0,7.0,9.0,28,4,5,3,4,2.0,0
1137,2030,0,0,1,27,8,5.0,3.0,5.0,4,6.0,5.0,7.0,6.0,28,4,5,3,4,2.0,0
1138,2031,0,0,0,26,8,5.0,4.0,6.0,2,6.0,7.0,7.0,6.0,28,4,5,3,4,2.0,0
1140,2033,0,0,0,30,8,7.0,5.0,7.0,2,8.0,9.0,8.0,6.0,28,4,5,3,4,2.0,1
1142,2035,0,0,0,23,8,6.0,4.0,7.0,2,6.0,6.0,5.0,6.0,28,4,5,3,4,2.0,1
1143,2036,0,0,1,23,8,9.0,8.0,8.0,4,8.0,6.0,8.0,8.0,28,4,5,3,4,2.0,1
1144,2037,0,1,0,28,8,9.0,8.0,8.0,2,8.0,10.0,9.0,9.0,28,4,5,3,4,2.0,1
1145,2038,0,0,1,28,8,5.0,6.0,6.0,4,6.0,6.0,7.0,5.0,28,4,5,3,4,2.0,1
1146,2039,0,0,0,29,8,9.0,5.0,8.0,2,9.0,9.0,10.0,9.0,28,4,5,3,4,2.0,1
1147,2040,0,0,0,27,8,8.0,6.0,5.0,2,7.0,8.0,9.0,8.0,28,4,5,3,4,9.0,1
1148,2041,0,0,0,22,8,7.0,7.0,8.0,2,8.0,7.0,8.0,8.0,28,4,5,3,4,9.0,1
1149,2298,0,1,0,34,8,7.0,7.0,10.0,2,10.0,8.0,6.0,8.0,29,4,1,1,5,2.0,1
1150,2299,0,0,1,25,8,7.0,8.0,6.0,4,7.0,6.0,5.0,6.0,29,4,1,1,5,2.0,0
1153,2302,0,0,0,21,8,2.0,5.0,5.0,2,5.0,4.0,5.0,5.0,29,4,1,1,5,2.0,0
1154,2303,0,0,0,27,8,5.0,4.0,8.0,6,7.0,5.0,5.0,5.0,29,4,1,1,5,2.0,0
1156,2305,0,0,0,28,8,5.0,8.0,8.0,2,7.0,5.0,6.0,6.0,29,4,1,1,5,2.0,0
1157,2306,0,0,0,24,8,4.0,3.0,8.0,2,8.0,3.0,6.0,4.0,29,4,1,1,5,2.0,0
1158,2307,0,0,1,25,8,7.0,6.0,9.0,4,7.0,3.0,6.0,5.0,29,4,1,1,5,2.0,0
1159,2308,0,0,0,34,13,5.0,8.0,10.0,2,10.0,7.0,10.0,7.0,23,6,5,8,7,2.0,0
1160,2309,0,0,0,25,13,2.0,6.0,8.0,4,8.0,3.0,7.0,4.0,23,6,5,8,7,2.0,0
1161,2310,0,0,0,24,13,6.0,7.0,6.0,4,6.0,7.0,5.0,6.0,23,6,5,8,7,2.0,1
1163,2312,0,1,0,21,13,4.0,5.0,5.0,2,6.0,6.0,5.0,5.0,23,6,5,8,7,10.0,1
1164,2313,0,0,1,27,13,6.0,5.0,6.0,6,5.0,6.0,4.0,5.0,23,6,5,8,7,10.0,0
1165,2314,0,1,0,25,13,7.0,10.0,8.0,2,8.0,9.0,8.0,9.0,23,6,5,8,7,10.0,1
1166,2315,0,0,0,28,13,5.0,8.0,9.0,2,8.0,5.0,8.0,7.0,23,6,5,8,7,10.0,0
1167,2316,0,0,0,24,13,6.0,5.0,8.0,2,7.0,4.0,4.0,6.0,23,6,5,8,7,10.0,0
1168,2317,0,1,0,25,13,8.0,9.0,8.0,4,8.0,5.0,8.0,6.0,23,6,5,8,7,10.0,1
1169,2318,0,1,0,34,8,9.0,6.0,10.0,2,10.0,10.0,10.0,7.0,28,4,10,1,7,10.0,1
1170,2319,0,0,1,25,8,2.0,6.0,8.0,4,8.0,3.0,7.0,4.0,28,4,10,1,7,10.0,0
1171,2320,0,1,1,24,8,7.0,8.0,7.0,4,7.0,8.0,7.0,6.0,28,4,10,1,7,10.0,1
1173,2322,0,0,0,21,8,4.0,7.0,5.0,2,7.0,6.0,5.0,5.0,28,4,10,1,7,10.0,0
1174,2323,0,0,0,27,8,7.0,5.0,8.0,6,5.0,8.0,4.0,6.0,28,4,10,1,7,10.0,0
1176,2325,0,1,0,28,8,6.0,7.0,8.0,2,7.0,7.0,8.0,7.0,28,4,10,1,7,10.0,1
1177,2326,0,0,0,24,8,5.0,3.0,8.0,2,9.0,7.0,9.0,3.0,28,4,10,1,7,10.0,0
1178,2327,0,0,1,25,8,5.0,6.0,9.0,4,9.0,6.0,9.0,3.0,28,4,10,1,7,10.0,0
1179,2328,0,0,1,34,13,9.0,10.0,10.0,2,10.0,8.0,10.0,10.0,22,2,8,3,6,2.0,0
1180,2329,0,0,0,25,13,6.0,5.0,9.0,4,9.0,2.0,9.0,8.0,22,2,8,3,6,2.0,0
1181,2330,0,0,0,24,13,4.0,2.0,5.0,4,7.0,5.0,5.0,8.0,22,2,8,3,6,2.0,0
1183,2332,0,0,1,21,13,2.0,5.0,4.0,2,5.0,3.0,5.0,5.0,22,2,8,3,6,2.0,0
1184,2333,0,0,0,27,13,5.0,5.0,6.0,6,6.0,5.0,9.0,5.0,22,2,8,3,6,2.0,0
1186,2335,0,0,1,28,13,5.0,6.0,7.0,2,7.0,5.0,6.0,6.0,22,2,8,3,6,2.0,0
1187,2336,0,0,1,24,13,6.0,4.0,8.0,2,6.0,6.0,9.0,7.0,22,2,8,3,6,2.0,0
1188,2337,0,0,0,25,13,8.0,7.0,8.0,4,8.0,6.0,8.0,6.0,22,2,8,3,6,2.0,0
1189,2338,0,0,0,34,3,8.0,7.0,10.0,2,10.0,8.0,9.0,8.0,35,4,5,5,5,2.0,1
1190,2339,0,0,1,25,3,7.0,9.0,7.0,4,7.0,3.0,8.0,6.0,35,4,5,5,5,2.0,0
1193,2342,0,0,0,21,3,3.0,5.0,5.0,2,6.0,5.0,5.0,5.0,35,4,5,5,5,2.0,1
1194,2343,0,0,0,27,3,6.0,6.0,8.0,6,8.0,5.0,5.0,5.0,35,4,5,5,5,2.0,0
1196,2345,0,0,0,28,3,6.0,5.0,8.0,2,7.0,5.0,5.0,7.0,35,4,5,5,5,4.0,0
1197,2346,0,0,0,24,3,5.0,4.0,7.0,2,6.0,4.0,6.0,6.0,35,4,5,5,5,4.0,0
1198,2347,0,0,1,25,3,8.0,9.0,9.0,4,9.0,3.0,10.0,6.0,35,4,5,5,5,4.0,0
1199,2348,0,0,0,34,6,8.0,5.0,10.0,2,10.0,10.0,10.0,10.0,30,3,5,1,2,4.0,1
1200,2349,0,0,0,25,6,10.0,10.0,8.0,4,9.0,8.0,9.0,9.0,30,3,5,1,2,4.0,1
1201,2350,0,0,0,24,6,6.0,6.0,7.0,4,7.0,7.0,7.0,8.0,30,3,5,1,2,4.0,1
1203,2352,0,0,0,21,6,3.0,6.0,6.0,2,6.0,7.0,5.0,6.0,30,3,5,1,2,4.0,0
1204,2353,0,0,0,27,6,8.0,7.0,8.0,6,8.0,7.0,8.0,8.0,30,3,5,1,2,4.0,0
1205,2354,0,1,0,25,6,9.0,5.0,8.0,2,10.0,10.0,9.0,9.0,30,3,5,1,2,4.0,1
1206,2355,0,0,0,28,6,7.0,6.0,8.0,2,9.0,8.0,8.0,8.0,30,3,5,1,2,4.0,1
1207,2356,0,0,0,24,6,7.0,4.0,7.0,2,8.0,7.0,6.0,8.0,30,3,5,1,2,4.0,1
1208,2357,0,0,0,25,6,9.0,8.0,9.0,4,9.0,9.0,8.0,8.0,30,3,5,1,2,4.0,1
1209,2358,0,1,0,34,8,6.0,9.0,9.0,2,8.0,10.0,9.0,8.0,24,4,2,2,6,4.0,1
1210,2359,0,0,1,25,8,9.0,5.0,10.0,4,8.0,9.0,8.0,8.0,24,4,2,2,6,4.0,1
1213,2362,0,0,0,21,8,6.0,8.0,8.0,2,5.0,8.0,5.0,8.0,24,4,2,2,6,7.0,1
1214,2363,0,0,0,27,8,6.0,5.0,8.0,6,8.0,6.0,6.0,6.0,24,4,2,2,6,7.0,0
1216,2365,0,0,0,28,8,6.0,7.0,8.0,2,7.0,7.0,8.0,7.0,24,4,2,2,6,7.0,1
1217,2366,0,1,0,24,8,7.0,4.0,7.0,2,8.0,7.0,6.0,8.0,24,4,2,2,6,7.0,1
1218,2367,0,0,1,25,8,8.0,8.0,8.0,4,8.0,7.0,7.0,6.0,24,4,2,2,6,7.0,1
1219,2368,0,0,0,34,4,9.0,9.0,10.0,2,10.0,10.0,10.0,8.0,22,1,7,8,4,7.0,0
1220,2369,0,1,0,25,4,9.0,5.0,10.0,4,8.0,9.0,8.0,8.0,22,1,7,8,4,7.0,1
1223,2372,0,0,0,21,4,3.0,5.0,7.0,2,5.0,6.0,2.0,6.0,22,1,7,8,4,7.0,1
1224,2373,0,0,0,27,4,6.0,6.0,7.0,6,7.0,6.0,7.0,6.0,22,1,7,8,4,7.0,0
1226,2375,0,1,0,28,4,7.0,5.0,8.0,2,8.0,8.0,8.0,8.0,22,1,7,8,4,7.0,1
1227,2376,0,0,0,24,4,3.0,3.0,7.0,2,6.0,7.0,6.0,5.0,22,1,7,8,4,7.0,0
1228,2377,0,1,0,25,4,8.0,9.0,10.0,4,8.0,8.0,9.0,6.0,22,1,7,8,4,7.0,1
1229,2378,0,0,0,34,4,7.0,6.0,10.0,2,10.0,8.0,9.0,8.0,22,1,7,5,6,7.0,0
1230,2379,0,0,0,25,4,9.0,5.0,8.0,4,9.0,6.0,9.0,9.0,22,1,7,5,6,7.0,1
1233,2382,0,0,0,21,4,2.0,5.0,7.0,2,7.0,5.0,7.0,6.0,22,1,7,5,6,7.0,0
1234,2383,0,0,0,27,4,6.0,5.0,7.0,6,6.0,5.0,7.0,6.0,22,1,7,5,6,7.0,0
1236,2385,0,0,0,28,4,6.0,5.0,7.0,2,7.0,5.0,8.0,7.0,22,1,7,5,6,7.0,0
1237,2386,0,0,0,24,4,5.0,3.0,8.0,2,7.0,3.0,7.0,6.0,22,1,7,5,6,7.0,0
1238,2387,0,0,0,25,4,8.0,6.0,9.0,4,7.0,3.0,8.0,6.0,22,1,7,5,6,7.0,0
1239,2388,0,1,1,34,11,10.0,10.0,10.0,2,10.0,10.0,10.0,10.0,24,2,1,1,5,7.0,1
1240,2389,0,0,0,25,11,6.0,10.0,6.0,4,6.0,6.0,6.0,7.0,24,2,1,1,5,7.0,0
1241,2390,0,0,0,24,11,4.0,3.0,7.0,4,6.0,7.0,5.0,6.0,24,2,1,1,5,7.0,0
1243,2392,0,0,1,21,11,3.0,5.0,5.0,2,5.0,4.0,5.0,5.0,24,2,1,1,5,2.0,0
1244,2393,0,0,0,27,11,7.0,6.0,8.0,6,7.0,6.0,7.0,7.0,24,2,1,1,5,2.0,0
1245,2394,0,0,1,25,11,6.0,1.0,3.0,2,8.0,8.0,4.0,8.0,24,2,1,1,5,2.0,1
1246,2395,0,0,1,28,11,5.0,6.0,7.0,2,7.0,5.0,6.0,6.0,24,2,1,1,5,2.0,0
1247,2396,0,0,1,24,11,6.0,6.0,7.0,2,6.0,5.0,5.0,5.0,24,2,1,1,5,2.0,0
1248,2397,0,0,0,25,11,7.0,6.0,8.0,4,7.0,6.0,6.0,7.0,24,2,1,1,5,2.0,0
1249,2498,0,0,1,23,3,5.0,3.0,8.0,2,6.0,7.0,8.0,7.0,24,2,9,9,7,6.0,0
1250,2499,0,0,0,26,3,2.0,4.0,4.0,4,4.0,3.0,3.0,3.0,24,2,9,9,7,6.0,0
1251,2500,0,0,1,27,3,5.0,5.0,5.0,2,7.0,5.0,5.0,5.0,24,2,9,9,7,6.0,0
1252,2501,0,0,1,26,3,6.0,6.0,9.0,2,9.0,3.0,7.0,4.0,24,2,9,9,7,6.0,0
1253,2502,0,0,1,24,3,3.0,4.0,6.0,2,4.0,2.0,4.0,5.0,24,2,9,9,7,6.0,0
1255,2504,0,0,0,25,3,2.0,0.0,8.0,6,8.0,5.0,9.0,7.0,24,2,9,9,7,6.0,0
1256,2505,0,1,0,27,3,6.0,5.0,3.0,4,6.0,4.0,6.0,7.0,24,2,9,9,7,6.0,1
1257,2506,0,0,1,27,3,4.0,2.0,4.0,2,4.0,7.0,7.0,4.0,24,2,9,9,7,6.0,0
1258,2507,0,0,1,28,3,6.0,7.0,7.0,2,7.0,7.0,6.0,8.0,24,2,9,9,7,6.0,1
1259,2508,0,0,1,32,3,7.0,7.0,8.0,2,7.0,5.0,6.0,7.0,24,2,9,9,7,7.0,0
1260,2509,0,0,0,28,3,4.0,4.0,4.0,3,5.0,6.0,3.0,5.0,24,2,9,9,7,7.0,0
1261,2510,0,0,1,23,3,4.0,4.0,5.0,2,5.0,4.0,5.0,4.0,24,2,9,9,7,7.0,0
1262,2511,0,0,1,26,3,4.0,5.0,6.0,2,6.0,4.0,5.0,5.0,24,2,9,9,7,7.0,0
1263,2512,0,0,0,24,3,5.0,5.0,7.0,4,6.0,6.0,6.0,4.0,24,2,9,9,7,7.0,0
1264,2513,0,0,1,28,3,5.0,3.0,5.0,2,5.0,1.0,5.0,3.0,24,2,9,9,7,7.0,0
1265,2514,0,0,1,42,3,2.0,2.0,5.0,2,5.0,3.0,2.0,2.0,24,2,9,9,7,7.0,0
1266,2515,0,0,0,30,3,4.0,4.0,4.0,3,6.0,5.0,6.0,5.0,24,2,9,9,7,7.0,0
1267,2516,0,0,1,31,3,5.0,5.0,5.0,2,5.0,5.0,3.0,4.0,24,2,9,9,7,7.0,0
1269,2518,0,0,1,23,10,7.0,5.0,8.0,2,7.0,9.0,7.0,7.0,27,2,3,9,8,6.0,0
1270,2519,0,1,0,26,10,8.0,9.0,9.0,4,8.0,5.0,7.0,9.0,27,2,3,9,8,6.0,1
1271,2520,0,0,1,27,10,7.0,4.0,7.0,2,9.0,7.0,8.0,8.0,27,2,3,9,8,6.0,1
1272,2521,0,1,1,26,10,7.0,5.0,5.0,2,9.0,6.0,6.0,4.0,27,2,3,9,8,6.0,1
1273,2522,0,0,1,24,10,6.0,6.0,7.0,2,7.0,6.0,6.0,5.0,27,2,3,9,8,6.0,1
1274,2523,0,0,1,26,10,7.0,7.0,8.0,2,7.0,7.0,4.0,7.0,27,2,3,9,8,6.0,1
1275,2524,0,0,0,25,10,9.0,9.0,8.0,6,9.0,8.0,8.0,10.0,27,2,3,9,8,6.0,1
1276,2525,0,0,0,27,10,7.0,5.0,8.0,4,8.0,7.0,5.0,8.0,27,2,3,9,8,6.0,1
1277,2526,0,0,1,27,10,4.0,2.0,3.0,2,8.0,6.0,3.0,3.0,27,2,3,9,8,6.0,0
1278,2527,0,0,1,28,10,5.0,5.0,8.0,2,6.0,6.0,6.0,7.0,27,2,3,9,8,6.0,1
1279,2528,0,0,1,32,10,7.0,8.0,6.0,2,7.0,7.0,7.0,7.0,27,2,3,9,8,2.0,0
1280,2529,0,1,0,28,10,6.0,6.0,7.0,3,7.0,6.0,6.0,7.0,27,2,3,9,8,2.0,1
1281,2530,0,0,1,23,10,6.0,6.0,7.0,2,7.0,6.0,6.0,8.0,27,2,3,9,8,2.0,0
1282,2531,0,0,1,26,10,6.0,6.0,4.0,2,8.0,6.0,5.0,8.0,27,2,3,9,8,2.0,1
1283,2532,0,0,0,24,10,6.0,5.0,6.0,4,6.0,6.0,6.0,7.0,27,2,3,9,8,2.0,1
1284,2533,0,1,1,28,10,7.0,5.0,9.0,2,7.0,8.0,5.0,9.0,27,2,3,9,8,2.0,1
1285,2534,0,0,1,42,10,7.0,5.0,7.0,2,7.0,8.0,6.0,7.0,27,2,3,9,8,2.0,1
1286,2535,0,0,0,30,10,8.0,6.0,8.0,3,8.0,6.0,4.0,8.0,27,2,3,9,8,2.0,1
1287,2536,0,0,1,31,10,7.0,7.0,8.0,2,8.0,7.0,6.0,8.0,27,2,3,9,8,2.0,1
1289,2538,0,1,0,23,7,6.0,5.0,8.0,2,8.0,7.0,9.0,7.0,25,4,1,6,6,7.0,1
1290,2539,0,0,1,26,7,3.0,3.0,8.0,4,5.0,5.0,3.0,3.0,25,4,1,6,6,7.0,0
1291,2540,0,0,0,27,7,6.0,6.0,6.0,2,9.0,7.0,7.0,7.0,25,4,1,6,6,7.0,0
1292,2541,0,0,0,26,7,7.0,6.0,7.0,2,8.0,4.0,4.0,5.0,25,4,1,6,6,7.0,0
1293,2542,0,0,0,24,7,2.0,2.0,5.0,2,4.0,2.0,6.0,3.0,25,4,1,6,6,7.0,0
1294,2543,0,1,0,26,7,7.0,7.0,7.0,2,7.0,8.0,5.0,5.0,25,4,1,6,6,7.0,1
1295,2544,0,0,0,25,7,9.0,10.0,10.0,6,10.0,10.0,9.0,9.0,25,4,1,6,6,7.0,1
1296,2545,0,0,1,27,7,5.0,3.0,5.0,4,5.0,6.0,3.0,4.0,25,4,1,6,6,7.0,1
1297,2546,0,0,0,27,7,6.0,5.0,6.0,2,5.0,7.0,4.0,3.0,25,4,1,6,6,7.0,1
1298,2547,0,0,0,28,7,3.0,2.0,8.0,2,6.0,7.0,8.0,2.0,25,4,1,6,6,7.0,0
1299,2548,0,0,0,32,7,5.0,5.0,8.0,2,5.0,7.0,5.0,5.0,25,4,1,6,6,2.0,0
1300,2549,0,0,0,28,7,5.0,3.0,5.0,3,5.0,6.0,2.0,3.0,25,4,1,6,6,2.0,0
1301,2550,0,0,0,23,7,6.0,5.0,8.0,2,7.0,5.0,6.0,4.0,25,4,1,6,6,2.0,0
1302,2551,0,0,0,26,7,3.0,3.0,7.0,2,7.0,5.0,5.0,6.0,25,4,1,6,6,2.0,0
1303,2552,0,0,1,24,7,6.0,6.0,7.0,4,6.0,6.0,5.0,4.0,25,4,1,6,6,2.0,1
1304,2553,0,0,0,28,7,3.0,1.0,7.0,2,8.0,6.0,1.0,2.0,25,4,1,6,6,2.0,0
1305,2554,0,0,0,42,7,8.0,6.0,7.0,2,8.0,8.0,5.0,5.0,25,4,1,6,6,2.0,1
1306,2555,0,0,0,30,7,5.0,3.0,6.0,3,7.0,8.0,6.0,6.0,25,4,1,6,6,2.0,0
1307,2556,0,0,0,31,7,4.0,4.0,6.0,2,6.0,6.0,5.0,5.0,25,4,1,6,6,2.0,0
1309,2558,0,0,0,23,13,8.0,5.0,8.0,2,9.0,8.0,8.0,6.0,24,6,2,1,3,9.0,1
1310,2559,0,0,0,26,13,7.0,4.0,9.0,4,9.0,7.0,7.0,6.0,24,6,2,1,3,9.0,1
1311,2560,0,0,0,27,13,6.0,3.0,8.0,2,8.0,6.0,6.0,6.0,24,6,2,1,3,9.0,0
1312,2561,0,1,0,26,13,7.0,7.0,7.0,2,9.0,7.0,7.0,7.0,24,6,2,1,3,9.0,1
1313,2562,0,0,0,24,13,2.0,3.0,3.0,2,4.0,3.0,4.0,4.0,24,6,2,1,3,9.0,0
1314,2563,0,0,0,26,13,6.0,6.0,8.0,2,6.0,6.0,5.0,5.0,24,6,2,1,3,9.0,1
1315,2564,0,0,1,25,13,9.0,10.0,8.0,6,7.0,8.0,9.0,8.0,24,6,2,1,3,9.0,1
1316,2565,0,0,0,27,13,7.0,5.0,6.0,4,7.0,7.0,6.0,6.0,24,6,2,1,3,9.0,1
1317,2566,0,0,0,27,13,8.0,5.0,4.0,2,7.0,8.0,7.0,6.0,24,6,2,1,3,9.0,1
1318,2567,0,0,0,28,13,5.0,5.0,6.0,2,7.0,8.0,8.0,4.0,24,6,2,1,3,9.0,1
1319,2568,0,0,0,32,13,8.0,7.0,8.0,2,8.0,5.0,5.0,10.0,24,6,2,1,3,9.0,1
1320,2569,0,0,0,28,13,7.0,8.0,6.0,3,6.0,6.0,6.0,5.0,24,6,2,1,3,9.0,1
1321,2570,0,0,0,23,13,8.0,7.0,8.0,2,8.0,8.0,7.0,8.0,24,6,2,1,3,9.0,1
1322,2571,0,0,0,26,13,7.0,7.0,7.0,2,7.0,7.0,7.0,7.0,24,6,2,1,3,9.0,1
1323,2572,0,0,0,24,13,5.0,5.0,6.0,4,6.0,5.0,7.0,6.0,24,6,2,1,3,9.0,0
1324,2573,0,0,0,28,13,3.0,3.0,8.0,2,8.0,4.0,4.0,5.0,24,6,2,1,3,9.0,0
1325,2574,0,0,0,42,13,6.0,5.0,6.0,2,7.0,7.0,5.0,6.0,24,6,2,1,3,9.0,1
1326,2575,0,1,0,30,13,8.0,9.0,5.0,3,6.0,9.0,6.0,6.0,24,6,2,1,3,9.0,1
1327,2576,0,1,0,31,13,9.0,8.0,10.0,2,9.0,10.0,8.0,10.0,24,6,2,1,3,9.0,1
1329,2578,0,0,0,23,13,4.0,4.0,7.0,2,7.0,6.0,7.0,6.0,23,4,8,5,6,7.0,0
1330,2579,0,0,1,26,13,3.0,4.0,7.0,4,5.0,3.0,5.0,6.0,23,4,8,5,6,7.0,0
