,Unnamed: 0,gender,match,samerace,age_o,field_cd,like_o,shar_o,sinc_o,race_o,intel_o,attr_o,amb_o,fun_o,age,race,imprace,imprelig,exphappy,career_c,dec_o
735,1203.0,0.0,1.0,1.0,25.0,10.0,5.0,3.0,10.0,4.0,8.0,7.0,8.0,6.0,23.0,4.0,4.0,1.0,5.0,2.0,1.0
736,1204.0,0.0,0.0,0.0,28.0,10.0,5.0,5.529150471960023,6.0,2.0,8.0,5.0,6.600160470714095,4.0,23.0,4.0,4.0,1.0,5.0,2.0,0.0
737,1205.0,0.0,0.0,1.0,27.0,10.0,6.0,7.0,8.0,4.0,5.0,3.0,5.0,4.0,23.0,4.0,4.0,1.0,5.0,2.0,0.0
738,1206.0,0.0,0.0,0.0,28.0,1.0,7.0,5.0,8.0,4.0,8.0,9.0,8.0,8.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
739,1207.0,0.0,0.0,0.0,26.0,1.0,7.0,7.0,7.0,2.0,8.0,7.0,8.0,7.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
740,1208.0,0.0,0.0,0.0,26.0,1.0,8.0,7.0,8.0,3.0,8.0,8.0,8.0,8.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
741,1209.0,0.0,1.0,0.0,29.0,1.0,8.0,6.0,8.0,2.0,8.0,8.0,9.0,8.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
742,1210.0,0.0,0.0,0.0,39.0,1.0,10.0,5.529150471960023,10.0,2.0,10.0,10.0,6.600160470714095,6.513137755102041,25.0,6.0,6.0,8.0,5.0,9.0,1.0
743,1211.0,0.0,1.0,0.0,28.0,1.0,9.0,8.0,8.0,2.0,8.0,9.0,8.0,7.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
744,1212.0,0.0,0.0,1.0,30.0,1.0,9.0,8.0,7.0,6.0,9.0,9.0,9.0,9.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
745,1213.0,0.0,0.0,0.0,22.0,1.0,8.0,5.529150471960023,7.0,4.0,7.0,8.0,6.600160470714095,8.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
746,1214.0,0.0,0.0,0.0,32.0,1.0,8.0,7.0,7.0,2.0,8.0,7.0,10.0,8.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
747,1215.0,0.0,1.0,0.0,26.0,1.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
748,1216.0,0.0,0.0,0.0,27.0,1.0,7.0,6.0,7.0,2.0,7.0,8.0,8.0,6.0,25.0,6.0,6.0,8.0,5.0,9.0,0.0
749,1217.0,0.0,1.0,0.0,25.0,1.0,8.0,7.0,8.0,1.0,10.0,8.0,7.0,9.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
750,1218.0,0.0,1.0,0.0,22.0,1.0,10.0,10.0,10.0,3.0,10.0,10.0,10.0,10.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
751,1219.0,0.0,1.0,0.0,21.0,1.0,9.0,7.0,9.0,2.0,8.0,8.0,8.0,8.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
752,1220.0,0.0,0.0,0.0,24.0,1.0,7.0,4.0,7.0,2.0,7.0,8.0,8.0,9.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
753,1221.0,0.0,1.0,0.0,25.0,1.0,7.0,5.0,10.0,4.0,8.0,10.0,8.0,7.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
754,1222.0,0.0,1.0,0.0,28.0,1.0,6.0,5.529150471960023,8.0,2.0,8.0,8.0,8.0,7.0,25.0,6.0,6.0,8.0,5.0,9.0,1.0
755,1223.0,0.0,0.0,0.0,27.0,1.0,7.0,6.0,7.0,4.0,8.0,8.0,6.0,5.0,25.0,6.0,6.0,8.0,5.0,9.0,0.0
756,1224.0,0.0,0.0,0.0,28.0,9.0,6.0,7.0,8.0,4.0,8.0,9.0,7.0,6.0,29.0,2.0,1.0,2.0,5.0,9.0,0.0
757,1225.0,0.0,0.0,1.0,26.0,9.0,6.0,5.0,6.0,2.0,7.0,6.0,4.0,7.0,29.0,2.0,1.0,2.0,5.0,9.0,1.0
758,1226.0,0.0,0.0,0.0,26.0,9.0,6.0,5.0,7.0,3.0,7.0,7.0,6.600160470714095,6.0,29.0,2.0,1.0,2.0,5.0,9.0,0.0
759,1227.0,0.0,1.0,1.0,29.0,9.0,6.0,9.0,7.0,2.0,8.0,8.0,8.0,6.0,29.0,2.0,1.0,2.0,5.0,9.0,1.0
760,1228.0,0.0,1.0,1.0,39.0,9.0,10.0,5.529150471960023,10.0,2.0,10.0,10.0,6.600160470714095,6.513137755102041,29.0,2.0,1.0,2.0,5.0,9.0,1.0
761,1229.0,0.0,1.0,1.0,28.0,9.0,8.0,7.0,7.0,2.0,8.0,6.0,7.0,5.0,29.0,2.0,1.0,2.0,5.0,9.0,1.0
762,1230.0,0.0,0.0,0.0,30.0,9.0,6.0,6.0,8.0,6.0,8.0,9.0,6.0,7.0,29.0,2.0,1.0,2.0,5.0,9.0,0.0
763,1231.0,0.0,0.0,0.0,22.0,9.0,8.0,5.529150471960023,8.0,4.0,8.0,9.0,6.600160470714095,7.0,29.0,2.0,1.0,2.0,5.0,9.0,1.0
764,1232.0,0.0,0.0,1.0,32.0,9.0,7.0,7.0,8.0,2.0,8.0,7.0,8.0,6.0,29.0,2.0,1.0,2.0,5.0,9.0,1.0
765,1233.0,0.0,0.0,1.0,26.0,9.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,29.0,2.0,1.0,2.0,5.0,9.0,0.0
766,1234.0,0.0,0.0,1.0,27.0,9.0,7.0,6.0,8.0,2.0,6.0,9.0,6.0,6.0,29.0,2.0,1.0,2.0,5.0,9.0,1.0
767,1235.0,0.0,1.0,0.0,25.0,9.0,7.0,6.0,7.0,1.0,8.0,8.0,6.0,7.0,29.0,2.0,1.0,2.0,5.0,9.0,1.0
768,1236.0,0.0,0.0,0.0,22.0,9.0,2.0,5.529150471960023,10.0,3.0,4.0,6.0,6.0,4.0,29.0,2.0,1.0,2.0,5.0,9.0,0.0
769,1237.0,0.0,1.0,1.0,21.0,9.0,8.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,29.0,2.0,1.0,2.0,5.0,9.0,1.0
770,1238.0,0.0,0.0,1.0,24.0,9.0,6.0,2.0,7.0,2.0,6.0,8.0,8.0,6.0,29.0,2.0,1.0,2.0,5.0,9.0,0.0
771,1239.0,0.0,1.0,0.0,25.0,9.0,8.0,3.0,10.0,4.0,8.0,9.0,8.0,6.0,29.0,2.0,1.0,2.0,5.0,9.0,1.0
772,1240.0,0.0,1.0,1.0,28.0,9.0,7.0,5.0,7.245558375634518,2.0,8.0,9.0,7.0,8.0,29.0,2.0,1.0,2.0,5.0,9.0,1.0
773,1241.0,0.0,0.0,0.0,27.0,9.0,4.0,4.0,6.0,4.0,6.0,7.0,4.0,3.0,29.0,2.0,1.0,2.0,5.0,9.0,0.0
774,1242.0,0.0,0.0,0.0,28.0,5.0,7.0,7.0,9.0,4.0,9.0,7.0,6.0,8.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
775,1243.0,0.0,1.0,1.0,26.0,5.0,6.0,6.0,7.0,2.0,7.0,5.0,5.0,8.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
776,1244.0,0.0,0.0,0.0,26.0,5.0,7.0,5.529150471960023,8.0,3.0,8.0,7.0,6.600160470714095,8.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
777,1245.0,0.0,1.0,1.0,29.0,5.0,7.0,8.0,8.0,2.0,8.0,8.0,7.0,8.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
778,1246.0,0.0,0.0,1.0,39.0,5.0,10.0,5.529150471960023,10.0,2.0,10.0,10.0,6.600160470714095,6.513137755102041,29.0,2.0,2.0,2.0,6.0,2.0,1.0
779,1247.0,0.0,0.0,1.0,28.0,5.0,8.0,7.0,5.0,2.0,7.0,5.0,9.0,5.0,29.0,2.0,2.0,2.0,6.0,2.0,0.0
780,1248.0,0.0,1.0,0.0,30.0,5.0,8.0,7.0,9.0,6.0,10.0,8.0,8.0,10.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
781,1249.0,0.0,0.0,0.0,22.0,5.0,9.0,7.0,8.0,4.0,8.0,9.0,6.600160470714095,8.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
782,1250.0,0.0,0.0,1.0,32.0,5.0,6.0,5.0,7.0,2.0,7.0,7.0,6.0,6.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
783,1251.0,0.0,0.0,1.0,26.0,5.0,7.0,6.0,7.0,2.0,7.0,6.0,7.0,8.0,29.0,2.0,2.0,2.0,6.0,2.0,0.0
784,1252.0,0.0,1.0,1.0,27.0,5.0,7.0,6.0,8.0,2.0,6.0,7.0,6.0,8.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
785,1253.0,0.0,0.0,0.0,25.0,5.0,7.0,5.0,7.0,1.0,8.0,8.0,6.0,7.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
786,1254.0,0.0,0.0,0.0,22.0,5.0,10.0,8.0,10.0,3.0,10.0,9.0,8.0,8.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
787,1255.0,0.0,0.0,1.0,21.0,5.0,8.0,9.0,8.5,2.0,9.0,7.5,9.5,9.5,29.0,2.0,2.0,2.0,6.0,2.0,1.0
788,1256.0,0.0,0.0,1.0,24.0,5.0,7.0,4.0,8.0,2.0,7.0,8.0,6.0,7.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
789,1257.0,0.0,0.0,0.0,25.0,5.0,8.0,3.0,10.0,4.0,8.0,7.0,7.0,7.0,29.0,2.0,2.0,2.0,6.0,2.0,1.0
790,1258.0,0.0,0.0,1.0,28.0,5.0,5.0,8.0,7.0,2.0,8.0,5.0,8.0,7.0,29.0,2.0,2.0,2.0,6.0,2.0,0.0
791,1259.0,0.0,0.0,0.0,27.0,5.0,4.0,5.0,7.0,4.0,7.0,5.0,5.0,5.0,29.0,2.0,2.0,2.0,6.0,2.0,0.0
792,1584.0,0.0,1.0,1.0,22.0,3.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,20.0,6.0,1.0,1.0,4.0,5.0,1.0
793,1585.0,0.0,0.0,0.0,18.0,3.0,8.0,5.0,7.0,4.0,7.0,9.0,4.0,6.0,20.0,6.0,1.0,1.0,4.0,5.0,1.0
794,1586.0,0.0,0.0,0.0,22.0,3.0,6.0,5.0,7.0,4.0,7.0,6.0,4.0,4.0,20.0,6.0,1.0,1.0,4.0,5.0,1.0
795,1587.0,0.0,1.0,0.0,21.0,3.0,8.0,7.0,8.0,2.0,9.0,9.0,8.0,9.0,20.0,6.0,1.0,1.0,4.0,5.0,1.0
796,1588.0,0.0,1.0,0.0,22.0,3.0,6.0,6.0,8.0,2.0,7.0,7.0,6.0,6.0,20.0,6.0,1.0,1.0,4.0,5.0,1.0
797,1589.0,0.0,1.0,0.0,22.0,3.0,10.0,10.0,7.0,2.0,9.0,10.0,8.0,10.0,20.0,6.0,1.0,1.0,4.0,5.0,1.0
798,1590.0,0.0,1.0,0.0,21.0,3.0,9.0,7.0,9.0,2.0,8.0,10.0,9.0,9.0,20.0,6.0,1.0,1.0,4.0,5.0,1.0
799,1591.0,0.0,0.0,0.0,20.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,1.0,2.0,20.0,6.0,1.0,1.0,4.0,5.0,0.0
800,1592.0,0.0,0.0,0.0,19.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,20.0,6.0,1.0,1.0,4.0,5.0,0.0
801,1593.0,0.0,0.0,0.0,22.0,8.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,21.0,2.0,3.0,8.0,7.0,5.0,0.0
802,1594.0,0.0,0.0,0.0,18.0,8.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,21.0,2.0,3.0,8.0,7.0,5.0,0.0
803,1595.0,0.0,0.0,0.0,22.0,8.0,8.0,8.0,6.0,4.0,7.0,7.0,5.0,5.0,21.0,2.0,3.0,8.0,7.0,5.0,1.0
804,1596.0,0.0,1.0,1.0,21.0,8.0,7.0,6.0,8.0,2.0,7.0,8.0,7.0,7.0,21.0,2.0,3.0,8.0,7.0,5.0,1.0
805,1597.0,0.0,1.0,1.0,22.0,8.0,7.0,6.0,8.0,2.0,9.0,6.0,8.0,9.0,21.0,2.0,3.0,8.0,7.0,5.0,1.0
806,1598.0,0.0,0.0,1.0,22.0,8.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,21.0,2.0,3.0,8.0,7.0,5.0,0.0
807,1599.0,0.0,1.0,1.0,21.0,8.0,7.0,8.0,9.0,2.0,9.0,7.0,8.0,8.0,21.0,2.0,3.0,8.0,7.0,5.0,1.0
808,1600.0,0.0,0.0,0.0,20.0,8.0,5.0,1.0,3.0,4.0,5.0,3.0,1.0,6.0,21.0,2.0,3.0,8.0,7.0,5.0,0.0
809,1601.0,0.0,0.0,0.0,19.0,8.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,21.0,2.0,3.0,8.0,7.0,5.0,0.0
810,1602.0,0.0,0.0,0.0,22.0,8.0,8.0,7.0,10.0,6.0,7.0,6.0,7.0,7.0,20.0,1.0,2.0,4.0,6.0,6.0,0.0
811,1603.0,0.0,0.0,0.0,18.0,8.0,4.0,5.0,6.0,4.0,6.0,4.0,4.0,5.0,20.0,1.0,2.0,4.0,6.0,6.0,0.0
812,1604.0,0.0,0.0,0.0,22.0,8.0,7.0,7.0,6.0,4.0,8.0,5.0,7.0,7.0,20.0,1.0,2.0,4.0,6.0,6.0,1.0
813,1605.0,0.0,0.0,0.0,21.0,8.0,5.0,5.0,8.0,2.0,8.0,5.0,7.0,6.0,20.0,1.0,2.0,4.0,6.0,6.0,0.0
814,1606.0,0.0,0.0,0.0,22.0,8.0,6.0,7.0,7.0,2.0,7.0,6.0,7.0,6.0,20.0,1.0,2.0,4.0,6.0,6.0,0.0
815,1607.0,0.0,0.0,0.0,22.0,8.0,3.0,2.0,7.0,2.0,7.0,5.0,5.0,2.0,20.0,1.0,2.0,4.0,6.0,6.0,0.0
816,1608.0,0.0,1.0,0.0,21.0,8.0,7.0,7.0,9.0,2.0,9.0,7.0,8.0,8.0,20.0,1.0,2.0,4.0,6.0,6.0,1.0
817,1609.0,0.0,0.0,0.0,20.0,8.0,3.0,1.0,1.0,4.0,6.0,1.0,5.0,2.0,20.0,1.0,2.0,4.0,6.0,6.0,0.0
818,1610.0,0.0,0.0,0.0,19.0,8.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,20.0,1.0,2.0,4.0,6.0,6.0,0.0
819,1611.0,0.0,0.0,0.0,22.0,3.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,21.0,2.0,10.0,7.0,3.0,6.0,0.0
820,1612.0,0.0,0.0,0.0,18.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,21.0,2.0,10.0,7.0,3.0,6.0,0.0
821,1613.0,0.0,0.0,0.0,22.0,3.0,6.0,6.0,2.0,4.0,4.0,6.0,4.0,4.0,21.0,2.0,10.0,7.0,3.0,6.0,1.0
822,1614.0,0.0,1.0,1.0,21.0,3.0,10.0,10.0,10.0,2.0,9.0,10.0,9.0,10.0,21.0,2.0,10.0,7.0,3.0,6.0,1.0
823,1615.0,0.0,0.0,1.0,22.0,3.0,5.0,5.0,7.0,2.0,6.0,5.0,6.0,6.0,21.0,2.0,10.0,7.0,3.0,6.0,0.0
824,1616.0,0.0,1.0,1.0,22.0,3.0,7.0,8.0,3.0,2.0,7.0,7.0,7.0,10.0,21.0,2.0,10.0,7.0,3.0,6.0,1.0
825,1617.0,0.0,1.0,1.0,21.0,3.0,8.0,7.0,7.0,2.0,6.0,9.0,8.0,10.0,21.0,2.0,10.0,7.0,3.0,6.0,1.0
826,1618.0,0.0,0.0,0.0,20.0,3.0,6.0,2.0,5.0,4.0,5.0,6.0,3.0,4.0,21.0,2.0,10.0,7.0,3.0,6.0,0.0
827,1619.0,0.0,0.0,0.0,19.0,3.0,6.265184626978146,5.529150471960023,7.245558375634518,4.0,7.291772473336719,6.44550702811245,6.600160470714095,6.513137755102041,21.0,2.0,10.0,7.0,3.0,6.0,0.0
828,1620.0,0.0,1.0,0.0,22.0,13.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,21.0,2.0,4.0,1.0,7.0,6.0,1.0
829,1621.0,0.0,0.0,0.0,18.0,13.0,4.0,6.0,5.0,4.0,5.0,6.0,4.0,4.0,21.0,2.0,4.0,1.0,7.0,6.0,0.0
830,1622.0,0.0,0.0,0.0,22.0,13.0,7.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,21.0,2.0,4.0,1.0,7.0,6.0,1.0
831,1623.0,0.0,1.0,1.0,21.0,13.0,10.0,10.0,10.0,2.0,10.0,10.0,10.0,10.0,21.0,2.0,4.0,1.0,7.0,6.0,1.0
832,1624.0,0.0,0.0,1.0,22.0,13.0,7.0,7.0,6.0,2.0,8.0,7.0,7.0,9.0,21.0,2.0,4.0,1.0,7.0,6.0,0.0
833,1625.0,0.0,1.0,1.0,22.0,13.0,7.0,5.0,7.0,2.0,7.0,7.0,5.0,7.0,21.0,2.0,4.0,1.0,7.0,6.0,1.0
834,1626.0,0.0,0.0,1.0,21.0,13.0,6.0,6.0,7.0,2.0,7.0,7.0,8.0,7.0,21.0,2.0,4.0,1.0,7.0,6.0,1.0
835,1627.0,0.0,0.0,0.0,20.0,13.0,2.0,1.0,7.0,4.0,2.0,3.0,1.0,1.0,21.0,2.0,4.0,1.0,7.0,6.0,0.0
836,1628.0,0.0,0.0,0.0,19.0,13.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,21.0,2.0,4.0,1.0,7.0,6.0,0.0
837,1629.0,0.0,0.0,0.0,22.0,8.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,21.0,2.0,8.0,10.0,6.0,6.0,0.0
838,1630.0,0.0,0.0,0.0,18.0,8.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,21.0,2.0,8.0,10.0,6.0,6.0,0.0
839,1631.0,0.0,0.0,0.0,22.0,8.0,7.0,5.0,7.0,4.0,6.0,8.0,5.0,5.0,21.0,2.0,8.0,10.0,6.0,6.0,1.0
840,1632.0,0.0,1.0,1.0,21.0,8.0,10.0,10.0,5.0,2.0,6.0,10.0,10.0,10.0,21.0,2.0,8.0,10.0,6.0,6.0,1.0
841,1633.0,0.0,0.0,1.0,22.0,8.0,7.0,8.0,7.0,2.0,7.0,7.0,7.0,7.0,21.0,2.0,8.0,10.0,6.0,6.0,0.0
842,1634.0,0.0,0.0,1.0,22.0,8.0,7.0,6.0,7.0,2.0,8.0,7.0,10.0,8.0,21.0,2.0,8.0,10.0,6.0,6.0,1.0
843,1635.0,0.0,0.0,1.0,21.0,8.0,8.0,7.0,8.0,2.0,9.0,8.0,7.0,9.0,21.0,2.0,8.0,10.0,6.0,6.0,1.0
844,1636.0,0.0,0.0,0.0,20.0,8.0,6.0,2.0,6.0,4.0,6.0,6.0,8.0,3.0,21.0,2.0,8.0,10.0,6.0,6.0,0.0
845,1637.0,0.0,0.0,0.0,19.0,8.0,6.265184626978146,5.529150471960023,7.245558375634518,4.0,7.291772473336719,6.44550702811245,6.600160470714095,6.513137755102041,21.0,2.0,8.0,10.0,6.0,6.0,0.0
846,1638.0,0.0,0.0,0.0,22.0,16.0,8.0,7.0,9.0,6.0,8.0,9.0,8.0,7.0,19.0,3.0,5.0,2.0,4.0,7.0,1.0
847,1639.0,0.0,0.0,0.0,18.0,16.0,5.0,7.0,4.0,4.0,5.0,6.0,7.0,6.0,19.0,3.0,5.0,2.0,4.0,7.0,0.0
848,1640.0,0.0,0.0,0.0,22.0,16.0,7.0,2.0,8.0,4.0,4.0,9.0,3.0,5.0,19.0,3.0,5.0,2.0,4.0,7.0,1.0
849,1641.0,0.0,1.0,0.0,21.0,16.0,7.0,7.0,8.0,2.0,6.0,8.0,6.0,6.0,19.0,3.0,5.0,2.0,4.0,7.0,1.0
850,1642.0,0.0,0.0,0.0,22.0,16.0,7.0,7.0,9.0,2.0,8.0,6.0,7.0,9.0,19.0,3.0,5.0,2.0,4.0,7.0,1.0
851,1643.0,0.0,1.0,0.0,22.0,16.0,8.0,3.0,8.0,2.0,8.0,9.0,7.0,6.0,19.0,3.0,5.0,2.0,4.0,7.0,1.0
852,1644.0,0.0,1.0,0.0,21.0,16.0,8.0,8.0,8.0,2.0,9.0,9.0,8.0,7.0,19.0,3.0,5.0,2.0,4.0,7.0,1.0
853,1645.0,0.0,1.0,0.0,20.0,16.0,8.0,6.0,6.0,4.0,6.0,7.0,6.0,6.0,19.0,3.0,5.0,2.0,4.0,7.0,1.0
854,1646.0,0.0,0.0,0.0,19.0,16.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,19.0,3.0,5.0,2.0,4.0,7.0,0.0
855,1647.0,0.0,1.0,0.0,22.0,6.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,20.0,3.0,1.0,4.0,3.0,7.0,1.0
856,1648.0,0.0,0.0,0.0,18.0,6.0,5.0,4.0,6.0,4.0,8.0,9.0,7.0,5.0,20.0,3.0,1.0,4.0,3.0,7.0,0.0
857,1649.0,0.0,0.0,0.0,22.0,6.0,8.0,7.0,5.0,4.0,6.0,7.0,8.0,6.0,20.0,3.0,1.0,4.0,3.0,7.0,0.0
858,1650.0,0.0,1.0,0.0,21.0,6.0,7.0,7.0,8.0,2.0,7.0,9.0,7.0,8.0,20.0,3.0,1.0,4.0,3.0,7.0,1.0
859,1651.0,0.0,0.0,0.0,22.0,6.0,7.0,8.0,7.0,2.0,7.0,7.0,6.0,7.0,20.0,3.0,1.0,4.0,3.0,7.0,1.0
860,1652.0,0.0,0.0,0.0,22.0,6.0,7.0,6.0,5.0,2.0,7.0,8.0,5.0,8.0,20.0,3.0,1.0,4.0,3.0,7.0,1.0
861,1653.0,0.0,1.0,0.0,21.0,6.0,8.0,7.0,8.0,2.0,10.0,8.0,8.0,10.0,20.0,3.0,1.0,4.0,3.0,7.0,1.0
862,1654.0,0.0,1.0,0.0,20.0,6.0,9.0,6.0,6.0,4.0,8.0,9.0,6.0,6.0,20.0,3.0,1.0,4.0,3.0,7.0,1.0
863,1655.0,0.0,0.0,0.0,19.0,6.0,5.0,2.0,6.0,4.0,7.0,6.0,6.0,6.0,20.0,3.0,1.0,4.0,3.0,7.0,0.0
864,1656.0,0.0,0.0,0.0,22.0,3.0,7.0,6.0,9.0,6.0,8.0,6.0,6.0,7.0,21.0,2.0,8.0,1.0,2.0,11.0,0.0
865,1657.0,0.0,0.0,0.0,18.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,21.0,2.0,8.0,1.0,2.0,11.0,0.0
866,1658.0,0.0,0.0,0.0,22.0,3.0,7.0,7.0,7.0,4.0,9.0,2.0,7.0,6.0,21.0,2.0,8.0,1.0,2.0,11.0,1.0
867,1659.0,0.0,0.0,1.0,21.0,3.0,3.0,2.0,6.0,2.0,6.0,4.0,4.0,5.0,21.0,2.0,8.0,1.0,2.0,11.0,0.0
868,1660.0,0.0,0.0,1.0,22.0,3.0,5.0,5.0,8.0,2.0,7.0,4.0,6.0,6.0,21.0,2.0,8.0,1.0,2.0,11.0,0.0
869,1661.0,0.0,0.0,1.0,22.0,3.0,4.0,0.0,8.0,2.0,7.0,5.0,5.0,0.0,21.0,2.0,8.0,1.0,2.0,11.0,0.0
870,1662.0,0.0,0.0,1.0,21.0,3.0,5.0,7.0,9.0,2.0,7.0,6.0,8.0,7.0,21.0,2.0,8.0,1.0,2.0,11.0,0.0
871,1663.0,0.0,0.0,0.0,20.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,21.0,2.0,8.0,1.0,2.0,11.0,0.0
872,1664.0,0.0,0.0,0.0,19.0,3.0,2.0,2.0,5.0,4.0,10.0,7.0,7.0,6.0,21.0,2.0,8.0,1.0,2.0,11.0,0.0
873,1746.0,0.0,0.0,0.0,26.0,8.0,7.0,7.0,8.0,4.0,9.0,8.0,9.0,8.0,27.0,2.0,10.0,1.0,5.0,1.0,1.0
874,1747.0,0.0,0.0,1.0,32.0,8.0,8.0,4.0,7.0,2.0,4.0,8.0,6.0,6.0,27.0,2.0,10.0,1.0,5.0,1.0,1.0
875,1748.0,0.0,0.0,0.0,37.0,8.0,8.0,5.529150471960023,7.245558375634518,4.0,8.0,8.0,7.0,8.0,27.0,2.0,10.0,1.0,5.0,1.0,1.0
876,1749.0,0.0,1.0,1.0,29.0,8.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,27.0,2.0,10.0,1.0,5.0,1.0,1.0
877,1750.0,0.0,0.0,0.0,28.0,8.0,7.0,8.0,7.0,3.0,7.0,8.0,7.0,7.0,27.0,2.0,10.0,1.0,5.0,1.0,1.0
878,1751.0,0.0,0.0,1.0,26.0,5.0,7.0,5.0,10.0,4.0,10.0,6.0,7.0,6.0,24.0,4.0,8.0,6.0,5.0,1.0,0.0
879,1752.0,0.0,0.0,0.0,32.0,5.0,1.0,1.0,8.0,2.0,8.0,3.0,8.0,9.0,24.0,4.0,8.0,6.0,5.0,1.0,0.0
880,1753.0,0.0,0.0,1.0,37.0,5.0,6.0,5.529150471960023,8.0,4.0,10.0,6.0,8.0,6.0,24.0,4.0,8.0,6.0,5.0,1.0,1.0
881,1754.0,0.0,0.0,0.0,29.0,5.0,6.0,6.0,9.0,2.0,8.0,5.0,8.0,6.0,24.0,4.0,8.0,6.0,5.0,1.0,0.0
882,1755.0,0.0,0.0,0.0,28.0,5.0,8.0,5.0,10.0,3.0,9.0,6.0,6.0,9.0,24.0,4.0,8.0,6.0,5.0,1.0,1.0
883,1756.0,0.0,1.0,0.0,26.0,10.0,9.0,7.0,9.0,4.0,9.0,9.0,8.0,8.0,23.0,2.0,8.0,10.0,8.0,4.0,1.0
884,1757.0,0.0,0.0,1.0,32.0,10.0,1.0,1.0,8.0,2.0,8.0,3.0,7.0,2.0,23.0,2.0,8.0,10.0,8.0,4.0,0.0
885,1758.0,0.0,0.0,0.0,37.0,10.0,7.0,5.529150471960023,9.0,4.0,9.0,7.0,6.0,7.0,23.0,2.0,8.0,10.0,8.0,4.0,1.0
886,1759.0,0.0,0.0,1.0,29.0,10.0,6.5,5.529150471960023,8.0,2.0,7.5,6.5,7.0,7.0,23.0,2.0,8.0,10.0,8.0,4.0,0.0
887,1760.0,0.0,0.0,0.0,28.0,10.0,7.0,5.0,8.0,3.0,8.0,7.0,6.0,7.0,23.0,2.0,8.0,10.0,8.0,4.0,1.0
888,1761.0,0.0,0.0,0.0,26.0,3.0,7.0,6.0,8.0,4.0,8.0,7.0,7.0,7.0,26.0,2.0,9.0,6.0,6.0,4.0,1.0
889,1762.0,0.0,0.0,1.0,32.0,3.0,1.0,1.0,6.0,2.0,6.0,4.0,7.0,1.0,26.0,2.0,9.0,6.0,6.0,4.0,0.0
890,1763.0,0.0,0.0,0.0,37.0,3.0,6.0,5.529150471960023,7.245558375634518,4.0,7.291772473336719,6.0,5.0,6.0,26.0,2.0,9.0,6.0,6.0,4.0,0.0
891,1764.0,0.0,1.0,1.0,29.0,3.0,7.0,7.0,8.0,2.0,8.0,6.5,7.0,7.0,26.0,2.0,9.0,6.0,6.0,4.0,1.0
